ID                                   ** (proposta/lei/ano emissão alvará aprovação) **,PROPOSTA,PROCESSO Nº,PROCESSO MODIFICATIVO,COORDENADA E,COORDENADA N,SETOR,QUADRA,LOTE (CADASTRADO NO ALVARÁ DE APROVAÇÃO),LOTE ATUALIZADO / CONDOMÍNIO,COD LOG,"ENDEREÇO - TIPO (RUA, AVENIDA, ESTRADA, etc)","ENDEREÇO - TÍTULO (DR, DEPUTADO, CORONEL, etc)",ENDEREÇO - NOME,ENDEREÇO - NÚMERO,"ENDEREÇO 2- TIPO (RUA, AVENIDA, ESTRADA, etc)","ENDEREÇO 2 - TÍTULO (DR, DEPUTADO, CORONEL, etc)",ENDEREÇO - NOME,ENDEREÇO - NÚMERO,PROPRIETÁRIO OU INTERESSADO,DISTRITO,SUBPREFEITURA,MACROZONA,MACROÁREA,SUBSETOR,ZONA DE USO 1 - 18.081/24,ZONA DE USO 2 - 17.975/23,ZONA DE USO 3 - 16.402/16,ZONA DE USO 4 - 16.050/14,ZONA DE USO 5 - 13.885/04,Tipologia de Uso Incidente de OODC,R,,,nR,,,,,Fp - USO R,Fp - USO nR,Fs - USO R,Fs - USO nR,USO R - ÁREA OBJETO DE OUTORGA (m²),USO NR - ÁREA OBJETO DE OUTORGA (m²),ÁREA TOTAL OBJETO DE OUTORGA (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL - INCENTIVO nR  (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL - FACHADA ATIVA (m²),% FACHADA ATIVA EM RELAÇÃO ÁREA NÃO COMPUTÁVEL,ÁREA COMPUTÁVEL TOTAL (m²),ÁREA CONSTRUÍDA TOTAL (m²),USO R - VALOR DA CONTRAPARTIDA (R$),USO nR - VALOR DA CONTRAPARTIDA (R$),VALOR TOTAL DA CONTRAPARTIDA (R$),REAPROVEITAMENTO DE OODC,C. A.       BÁSICO,C. A. UTILIZADO,ÁREA TERRENO (menor área),VALOR M² (Q 14),ÁREA AVERBADA PARA FRUIÇÃO PÚBLICA (m²),ÁREA DE DOAÇÃO PARA MELHORAMENTO PÚBLICO (m²),ÁREA DE DOAÇÃO DE CALÇADA (m²),"COTA PARTE MÁXIMA DE TERRENO POR UNIDADE
Art. 79 §§ 9º 10º (m²)",ÁREA DE TRANSFERÊNCIA (m²),ÁREA À DESTINAR PARA HABITAÇÃO SOCIAL (m²),INCIDÊNCIA DE COTA DE SOLIDARIEDADE,COTA DE SOLIDARIEDADE OPCIONAL OU OBRIGATÓRIA,SITUAÇÃO DO PGTO OODC,ORIGEM,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,DATA INFORMAÇÃO DMUS,DATA
,,,,Coordenada plana x ,Coordenada plana y,,,,,,ENDEREÇO 1,,,,ENDEREÇO 2,,,,,,,,,,,,,,,,SUBCATEGORIA DE USO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALVARÁ DE APROVAÇÃO / APROVAÇÃO E EXECUÇÃO                                                         (APOSTILAMENTOS E/OU MODIFICATIVOS),,,ALVARÁ DE EXECUÇÃO                                                                                                     (APOSTILAMENTOS E/OU MODIFICATIVOS),,,CERTIFICADO DE CONCLUSÃO,,,,
2485/18081/2024,2485,1010.2024/0005251-9,,324953.22037947,7396497.2523175,080,118,0002-7,-,176192,RUA,-,SALES JUNIOR,144,-,-,-,-,TGSP - 111 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,LAPA,LAPA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZC,ZC,-,-,-,R,R2v-3,-,-,-,-,-,-,-,"0,7",-,"1,0",-,-,-,10117.290000000001,20698.400000000001,-,-,-%,17344.2,38042.6,-,-,7416778.54,NÃO,1,"2,3999",7226.91,2513.36,-,-,515.35,-,-,-,SIM,OPCIONAL,ARRECADADO AD,SEI,2025/00846-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45713,,,,,,,45918,2025
2486/16050/2025,2486,1020.2022/0007640-0,,337664.4099,7392599.37435,032,068,0011-0,-,165824,RUA,CONDE,PRATES,882,-,-,-,-,ALFREDO JORGE DIAS,MOOCA,MOOCA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,ESTRUTURAÇÃO METROPOLITANA,ARCO TAMANDUATEÍ,-,-,ZM,ZM,-,R,R2h-3,-,-,-,-,-,-,-,"1,2",-,"1,0",-,-,-,29.43,173.88,173.88,-,-%,273.67,447.55,-,-,77231.83,NÃO,1,"1,1205",244.24,2450.39,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,12829-22-SP-ALV,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45870,,,,,,,45919,2025
2487/18081/2025,2487,1020.2025/0011694-7,,328122.11635,7381218.9951,090,101,0014-6,-,012963,RUA,SANTO,ANDRÉ,271,-,-,-,-,INOVA SPE1 CONSTRUÇÃO E INCORPORAÇÃO LTDA,CAMPO GRANDE,SANTO AMARO,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,ZM,ZM,-,-,-,R,-,E-HMP,-,-,-,-,-,-,"0,6",-,"0,4/0,6",-,-,-,376.26,550.78,-,-,-%,875.26,1426.04,-,-,118137.21,NÃO,1,"1,7540",499,2001.29,-,-,-,-,-,-,NÃO,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,55268-25-SP-ALV,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45898,,,,,,,45919,2025
2488/18081/2025,2488,1020.2024/0029370-7,,333755.2929,7390386.1916,039,071,0020-4/0042-5/0043-3/0109-1,-,141917,PRAÇA,-,MONTEIRO DOS SANTOS,"31,57,63,65",-,-,-,-,PLANIK 39 EMPREENDIMENTO IMOBILIÁRIO SPE LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-3,-,-,-,-,-,-,-,"0,7",-,"1,925",-,-,-,10665.41,12571.44,-,-,-%,13472.1,26043.54,-,-,9904645.5399999991,NÃO,1,"4,7999",2826.78,3308.06,-,-,79.78,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,49315-24-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45873,,,,,,,45923,2025
2489/18081/2025,2489,1020.2024/0030186-6,,328653.3548,7387473.173,085,106,0003-1/0018-1/0019-8/0021-1/0022-8/0023-6/0024-4/CD05,-,091561,AVENIDA,SANTO,AMARO,3454,-,-,-,-,CBR 198 EMPREENDIMENTOS IMOBILÁRIOS LTDA,ITAIM BIBI,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-3,HMP,-,nR1-3,nR1-9,-,-,-,"0,7",-,"0,4/0,8/1,0",-,-,-,13276.35,13135.76,1188.3699999999999,405.37,3.0860033983568517E-2,16321.02,29456.78,-,-,6112576.1200000001,NÃO,1,"5,3605",3044.67,4071.91,-,-,333.1,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,48846-24-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45793,,,,,,,45923,2025
2490/18081/2025,2490,1020.2024/0028377-9,,330089.1669,7388889.84325,041,120,0013-8/0014-6/0015-4,-,116483,AVENIDA,-,LAVANDISCA,465,-,-,-,-,CASTENASO PATRIMONIAL LTDA,MOEMA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-2,HMP,HIS - 2,nR1-3,-,-,-,-,"0,7",-,"0,0/0,4/0,8/1,0",-,-,-,6987.69,7710.13,-,593.69000000000005,7.700129569799731E-2,8337.69,16047.82,-,-,3829733.7,NÃO,1,"6,1761",1350,6193.07,-,-,141.6,-,-,833.77,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,49085-24-SP-ALV,APOSTILAMENTO DE  ALV. DE APROVAÇÃO DE EDIFICAÇÃO NOVA,45838,61192-25-SP-ALV,EXECUÇÃO DE EDIFICAÇÃO NOVA,45986,,,,45923,2025
2491/17975/2024,2491,1020.2023/0023136-0,,336443.06185,7402590.07695,067,189,0024-9/0025-7/0026-5/0027-3/0028-1/0029-1/0030-3/0045-1,-,199478,RUA,-,WILLIAM HARDING,326,-,-,-,-,GK01 EMPREENDIMENTOS SPE LTDA,TUCURUVI,SANTANA/TUCURUVI,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,ZEU,ZEU,-,-,R,R2v-1,E-HMP,HIS - 2,nR1-3,nR1-12,-,-,-,"0,6",-,"0,0/0,4/0,8",-,-,-,8713.65,8352.06,1601.51,164.44,1.9688555877232682E-2,10456.98,18809.04,-,-,491954.22,NÃO,1,"5,9983",1743.33,1181.9000000000001,-,-,-,-,-,1045.7,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,34948-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45621,,,,,,,45926,2025
2492/18081/2025,2492,1020.2023/0012048-7,,332852.795,7386156.7361,047,158,0003-9/0004-7/0005-5/0007-1/0008-1/0018-7/0021-7/0027-6/0030-6/0031-4/0033-0/0034-9/0039-1/0040-3/0053-5/0054-3/0055-1/0056-1/0057-8/0122-1/0123-1,-,068837,RUA,-,MAURÍCIO DE LACERDA,110,-,-,-,-,ANA CLARA INCORPORADORA LTDA,SAÚDE,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-4,HMP,HIS - 2,-,-,-,-,-,"0,7",-,"0,4/0,8/1,0",-,-,-,20941.96,16159.67,-,-,-%,25948.11,42107.78,-,-,7514169.8700000001,NÃO,1,"5,1832",5006.1499999999996,3141.19,-,-,378.77,-,-,2549.81,SIM,OBRIGATÓRIO,ARRECADADO AD,APROVA DIGITAL,29896-23-SP-ALV,APOSTILAMENTO DE  ALV. DE APROVAÇÃO DE EDIFICAÇÃO NOVA,45777,,,,,,,45926,2025
2493/18081/2025,2493,1020.2024/0030212-9,,329562.86637492,7390168.1069851,036,123,0034-2/0035-0/0036-9/0037-7/0038-5/0039-3,0092,103560,RUA,-,JACQUES FELIX,197,-,-,-,-,LUX 600 VILA NOVA CONCEIÇÃO EMPREENDIMENTO IMOBILIÁRIO SPE LTDA,MOEMA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-2,-,-,-,-,-,-,-,"0,7",-,"1,0/1,975",-,-,-,527.55999999999995,6908.46,-,-,-%,6628.59,13537.05,-,-,14415357.66,NÃO,1,"4,7997",1381.03,9923.01,-,-,143.56,29.59,-,-,SIM,OPCIONAL,DEVIDA (À PAGAR NA EXECUÇÃO),APROVA DIGITAL,49535-24-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45849,,,,,,,45936,2025
2494/17975/2025,2494,1020.2023/0015356-3,,340188.1674,7398065.66335,063,116,0028-5,-,055263,RUA,SOLDADO,CRISTÓVÃO MORAIS GARCIA,73,-,-,-,-,EMISON SILVA DE SANTANA,VILA MARIA,VILA MARIA/VILA GUILHERME,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,ESTRUTURAÇÃO METROPOLITANA,ARCO LESTE,-,ZDE,ZDE,ZDE,-,R/nR,R2v-1,-,-,nR1-7,-,-,-,-,"0,3","0,0","1,0","1,0",42.57,21.65,64.22,77.849999999999994,-,-,-%,218.25,296.10000000000002,3145.5,0,3145.5,NÃO,1,"1,4169",154.03,349.02,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,30638-23-SP-ALV,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45874,,,,,,,45938,2025
2495/18081/2025,2495,1020.2024/0010683-4,,331312.9861,7396480.9207,008,002,0027-6,-,028690,RUA,-,BARRA FUNDA ,16,-,-,-,-,LAMARA ASSOCIAÇÃO BRASILEIRA DE ASSISTÊNCIA A PESSOA COM DEFICIÊNCIA VISUAL,SANTA CECÍLIA,SÉ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,ESTRUTURAÇÃO METROPOLITANA,ARCO TIETÊ,ZM,ZM,-,-,-,R,R2v-1,HMP,HIS-1 / HIS-2,nR1-3,-,-,-,-,"0,3",-,"0,0/0,4/0,8",-,-,-,6825.89,3790.33,-,54.64,1.4415631356636495E-2,8253.89,12044.22,-,-,661554.46,NÃO,1,"5,78",1428,3967.32,-,-,-,-,-,189.71,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,41444-24-SP-ALV,APOSTILAMENTO DE  ALV. DE APROVAÇÃO DE EDIFICAÇÃO NOVA,45861,,,,,,,45938,2025
2496/16050/2024,2496,1020.2023/0000845-8,,325790.36610384,7392194.7506778,200,047,0001-3/0002-1/0003-1/0011-0/0012-9/0015-3/0016-1/0020-1/0022-6/0023-4/0024-2/0025-0/0026-9/0027-7/0029-3/0030-7,-,198170,AVENIDA,-,VITAL BRASIL,274,-,-,-,-,PRISCILA GRANDE GOURSAND DE ARAUJO/64 CONSULTORIA EMPRESARIAL E COBRANÇA LTDA/MARCOS ANTONIO RISOLEU/WILSON SALVADOR NAUFAL/FORTUNA ELAINE RISOLEO/ JOSÉ CARLOS RISOLEU/ANTONIO MAURO RISOLEU/IVANA MARIA DOS SANTOS/ REZENDE EPSON VITAL BRASIL SPE LTDA,BUTANTÃ,BUTANTÂ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,ZEU,-,R,R2v-3,-,-,nR1-3,nR1-12,-,-,-,"0,7",-,"0,8/0,9/1,0",-,-,-,8233.16,14215.99,2324.7800000000002,1162.3,8.1760046257770294E-2,12213.03,26429.02,-,-,3830611.65,NÃO,1,"3,9999",3053.26,2922.7,-,-,308.87,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,24212-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45597,,,,,,,45938,2025
2497/17975/2024,2497,1020.2023/0019815-0,,331322.69383458,7393844.1616515,010,049,0029-5,-,145777,RUA,PROFESSOR,DAHER CUTAIT,40,-,-,-,-,BASILICA PARTNERS CONSULTORIOS MEDICOS MEDWELL FUNDO DE INVESTIMENTO IMOBILIARIO FII,BELA VISTA,SÉ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,nR,-,-,-,nR1-3,nR1-5,-,-,-,-,"1,3",-,"0,7",-,-,5446.7,6074.16,-,332.02,5.4661056014329551E-2,6385.84,12460,-,-,4539607.7,NÃO,1,"6,7997",939.14,6227.75,-,-,-,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,33275-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45574,,,,,,,45936,2025
2498/18081/2024,2498,1020.2024/0018235-2,,331485.16231785,7395163.7858021,007,064,0022-4/0023-2/0276-6,-,181021,RUA,MAJOR,SERTÓRIO,678,-,-,-,-,TAEL 06 INVESTIMENTOS IMOBILIÁRIOS SPE LTDA,CONSOLAÇÃO,SÉ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZM,ZM,-,-,-,R,R2v-2,HMP,-,nR1-3,-,-,-,-,"0,7",-,"0,4/0,8",-,-,-,2532.06,4117.55,-,119.17,2.8941967917815205E-2,3870.36,7987.91,-,-,2624132.2599999998,NÃO,1,"2,8920",1338.3,5857.78,-,-,83.02,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,44307-24-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45617,,,,,,,45938,2025
2499/17975/2024,2499,1020.2023/0029213-0,,338323.1170937,7395393.5512802,029,048,0059-1/0060-3/0061-1/0062-1/0063-8/0067-0/0068-9/0125-1/0126-1,-,001856,RUA,PADRE,ADELINO,"1037,1039,1045,1059,1069,1073,1075,1079,1081,1083,1089",-,-,-,-,P610 EMPREENDIMENTO IMOBILIÁRIO SPE LTDA,BELÉM,MOOCA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,ESTRUTURAÇÃO METROPOLITANA,ARCO LESTE,-,ZEU,ZEU,-,-,R/nR,R2v-1,-,-,nR1-6,nR2-2,-,-,-,"0,3","0,0","0,8/1,0","1,0",1833.2,5914.97,7748.17,12419.51,2065.59,861.5,6.9366665834642433E-2,10327.959999999999,22747.47,202634.63,0,202634.63,NÃO,1,"4,8000",2151.66,1811.65,-,-,142.71,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,36288-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45596,,,,,,,45945,2025
2500/17975/2024,2500,1020.2023/0012516-6,,340438.21027557,7391188.2591276,102,132,0003-0/0004-9,-,197084,AVENIDA,-,VILA EMA,1320,-,-,-,-,VILA EMA V DIALOGO EMPREENDIMENTO IMOBILIÁRIO SPE LTDA,VILA PRUDENTE,VILA PRUDENTE,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,ZEU,ZEU,-,-,R,R2v-4,HMP,HIS - 2,nR1-3,nR2-12,nR3-2,-,-,"0,6",-,"0,4/0,8/1,0",-,-,-,29832.6,36436.559999999998,2768.57,3372.05,9.2545783685397315E-2,36436.559999999998,76148.800000000003,-,-,5269225.1100000003,NÃO,1,"5,2245",7601.17,1744.17,-,-,759.49,-,-,-,SIM,OBRIGATÓRIO,QUITADO,SEI,2024/07807-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45653,,,,,,,45946,2025
2501/18081/2025,2501,1010.2024/0006753-2,,340326.28412854,7396217.0806852,062,242,0004-1/0008-4,-,054046,RUA,DOUTOR,CORINTO BALDOINO COSTA,200 A 280,-,-,-,-,CORYNTHO BALDOINO DIALOGO EMPREENDIMENTOS IMOB. SPE LTDA,TATUAPÉ,MOOCA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,ZEU,ZEU,-,-,-,R,R2v-4,HMP,HIS - 2,nR1-3,-,-,-,-,"0,6",-,"0,4/0,8/1,0",-,-,-,36319.599999999999,35588.699999999997,652.94000000000005,984.54,2.7664399092970523E-2,43833.440000000002,79422.14,-,-,7845974.9199999999,NÃO,1,"5,8336",7513.84,2494.85,-,-,-,-,-,-,SIM,OBRIGATÓRIO,QUITADO,SEI,2025/03459-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45866,,,,,,,45943,2025
2502/17975/2024,2502,1020.2023/0023957-3,,332414.02571524,7391318.9143211,037,019,0014-0/0015-9/0016-7,-,107735,RUA,-,JOSÉ ANTÔNIO COELHO ,183,-,-,-,-,PLANIK 30 EMPREENDIMENTO IMOBILIÁRIO SPE LTDA ,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,HMP,-,nR1-3,nR1-12,-,-,-,"0,7",-,"0,4/0,8/1,0",-,-,-,4733.68,4001.26,1165.55,406.88,0.10168796828998865,5848.6,9849.86,-,-,0,SIM,1,"5,7908",1009.98,4594.91,-,-,34.979999999999997,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,35002-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45513,48256-24-SP-ALV,EXECUÇÃO DE EDIFICAÇÃO NOVA,45708,,,,45954,2025
2503/17975/2024,2503,1020.2023/0023050-9,,334436.47884749,7389504.9246057,042,186,0039-2,-,170836,AVENIDA,DOUTOR,RICARDO JFET,2472,-,-,-,-,CEIRY JAFET 2 EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,HMP,HIS - 2,nR1-3,nR1-12,nR1-15,-,-,"0,7",-,"0,0/0,4/0,8",-,-,-,6539.66,6605.37,622.71,316.52999999999997,4.7920101372065455E-2,8300.23,14905.6,-,-,1589779.45,NÃO,1,"5,7193",1451.27,2707.91,-,-,103.1,-,-,830.02,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,34281-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45567,,,,,,,45954,2025
2504/16050/2025,2504,1010.2024/0003814-1,1010.2024/0003814-1,327821.17176341,7386262.644593,085,022,0004-6/0025-9/0026-7/0027-5/0028-3/0053-4/0054-2,-,102440,RUA,-,DAS SEMPRE-VIVAS,44,-,-,-,-,RESIDENCIAL SEMPRE VIVAS INCORPORADORA SPE LTDA,ITAIM BIBI,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-2,-,-,nR1-1,nR1-3,nR1-12,-,-,"0,7",-,"0,8/1,0",-,-,-,22.26,7611.42,1256.52,340.35,4.4715703508675125E-2,6334.93,13946.35,-,-,13372.37,NÃO,1,"3,9827",1590.63,3417.35,-,-,360.46,-,-,-,NÃO,-,QUITADO,SEI,2023/03807-01,PROJ. MODIFICATIVO - APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45777,,,,,,,45831,2025
2505/16050/2023,2505,1010.2022/0002461-9,,327821.17176341,7386262.644593,085,022,0004-6/0025-9/0026-7/0027-5/0028-3/0053-4/0054-2,-,102440,RUA,-,DAS SEMPRE-VIVAS,44,-,-,-,-,RESIDENCIAL SEMPRE VIVAS INCORPORADORA SPE LTDA,ITAIM BIBI,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-2,-,-,nR1-1,nR1-3,nR1-12,-,-,"0,7",-,"0,8/1,0",-,-,-,3662.92,7563.47,1256.52,343.88,4.546590387745307E-2,6334.93,13898.4,-,-,1925212.4,NÃO,1,"3,9827",1590.63,3114.47,-,-,360.46,-,-,-,NÃO,-,QUITADO,SEI,2023/03807-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45096,2023/07911-00,EXECUÇÃO DE EDIFICAÇÃO NOVA,45264,,,,45954,2025
2506/17975/2025,2506,1020.2023/0025040-2,,329208.62226342,7388748.0852717,041,132,0024-6,-,020346,RUA,-,ARAGUARI,801,-,-,-,-,HESA 221-INVESTIMENTOS IMOBILIÁRIOS LTDA,MOEMA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,-,-,nR1-6,nR1-12,-,-,-,"0,7",-,"0,8/1,0",-,-,-,3740.21,4154.93,826.81,497.98,0.11985280137090155,4736.5200000000004,8891.4500000000007,-,-,3652448.86,NÃO,1,"4,7540",996.31,6928.71,-,-,-,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,35292-23-SP-ALV,APOSTILAMENTO DE  ALV. DE APROVAÇÃO DE EDIFICAÇÃO NOVA,45705,,,,,,,45960,2025
2507/17975/2024,2507,1020.2023/0028175-8,,332414.31677201,7389354.0487984,042,070,0027-5/0028-3/0029-1/0030-5,-,035351,RUA,-,BOTUCATU,693,-,-,-,-,CONSTHRUIR ENGENHARIA LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,HMP,HIS - 2,-,-,-,-,-,"0,7",-,"0,0/0,4/0,8/1,0",-,-,-,5213.17,2669.11,-,152.04,5.6962807827328203E-2,6123.64,8792.75,-,-,1529005.69,NÃO,1,"6,7258",910.47,4688.24,-,-,-,-,-,1622.84,NÃO,-,ARRECADADO AD,APROVA DIGITAL,36328-23-SP-ALV,APOSTILAMENTO DE  ALV. DE APROVAÇÃO DE EDIFICAÇÃO NOVA,45618,,,,,,,45960,2025
2508/17975/2024,2508,1020.2023/0025665-6,,327936.65245695,7392852.0411379,015,023,0015-1/0016-8/0019-2/0020-6/0491-0/0544-5,-,142824,RUA,-,MOURATO COELHO,148,-,-,-,-,OCEANO NEGRO DESENVOLVIMENTO IMOBILIÁRIO LTDA,PINHEIROS,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,HMP,-,nR1-3,nR1-12,-,-,-,"0,7",-,"0,4/0,8/1,0",-,-,-,4650.12,4488.91,764.85,383.5,8.543276652906831E-2,5630.62,10119.530000000001,-,-,3399842.1,NÃO,1,"5,7426",980.5,6793.4,-,-,-,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,35463-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45617,,,,,,,45961,2025
2509/16050/2024,2509,1020.2023/0004295-8,,333502.6697314,7401438.0216936,072,185,0029-3/0030-7/0052-8/0053-6/0066-8/0067-6/0070-6/0071-4/0072-2/0394-2/0395-0,-,123382,RUA,DONA,LUIZA TOLLE,242,-,-,-,-,DONA TOLLE EMPREENDIMENTO IMOBILIÁRIO SPE LTDA,SANTANA,SANTANA/TUCURUVI,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZM,ZM,-,R,R2v-2,-,-,-,-,-,-,-,"0,6",-,"1,0",-,-,-,2462.65,7050.08,-,-,-%,4925.3,11975.38,-,-,1367509.55,NÃO,1,2,2,2462.65,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,25107-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45632,,,,,,,45961,2025
2510/17975/2024,2510,1020.2023/0013810-6,,327248.19095062,7393176.2641222,083,009,0002-0/0003-9/0004-7/0005-5/0043-8,-,160172,AVENIDA,-,PEDROSO DE MORAIS,897,-,-,-,-,STAN 38 PARTICIPAÇÕES LTDA,PINHEIROS,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,HMP,-,nR1-3,nR1-12,-,-,-,"0,7",-,"0,4/0,8/1,0",-,-,-,5947.57,9395.02,1473.48,610.19000000000005,6.4948238534883379E-2,7367.39,16762.41,-,-,4323722.62,NÃO,1,"5,8",5.8,6960.96,-,-,49.86,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,30572-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45547,,,,,,,45964,2025
