sql_mestre,area_terreno,area_construida,valor_m2_terreno,valor_m2_construcao,ano_construcao,fator_obsolescencia_oficial,tipo_terreno,esquinas_frentes,fracao_ideal,codlog,uso,padrao,endereco
0010800014,306,2865,10673.00,3610.00,1985,0.54,De esquina,1,1.0000,11824-9,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  LIBERO BADARO, 274"
0010800016,299,2082,10673.00,3345.00,1944,0.20,Normal,0,1.0000,11824-9,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"R  LIBERO BADARO, 306"
0010800019,592,5360,10673.00,3610.00,1944,0.20,Normal,0,1.0000,11824-9,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  LIBERO BADARO, 340"
0010800181,171,236,11370.00,2856.00,1966,0.20,Normal,0,1.0000,03210-7,Loja,Comercial horizontal - padrão B,"R S BENTO, 241"
0010800182,166,306,11370.00,2856.00,1966,0.20,Normal,0,1.0000,03210-7,Loja,Comercial horizontal - padrão B,"R S BENTO, 243"
0010800183,170,320,11370.00,2856.00,1974,0.35,Normal,0,1.0000,03210-7,Loja,Comercial horizontal - padrão B,"R S BENTO, 245"
0010800201,267,120,10673.00,3345.00,1944,0.20,Normal,0,0.0873,11824-9,Loja,Comercial vertical - padrão B,"R  LIBERO BADARO, 332"
0010800202,267,65,10673.00,3345.00,1944,0.20,Normal,0,0.0473,11824-9,Loja,Comercial vertical - padrão B,"R  LIBERO BADARO, 336"
0010800203,267,233,10673.00,3345.00,1944,0.20,Normal,0,0.1694,11824-9,Escritório/consultório em condomínio (unidade autônoma),Comercial vertical - padrão B,"R  LIBERO BADARO, 336"
0010800204,267,242,10673.00,3345.00,1944,0.20,Normal,0,0.1761,11824-9,Escritório/consultório em condomínio (unidade autônoma),Comercial vertical - padrão B,"R  LIBERO BADARO, 336"
0010800205,267,242,10673.00,3345.00,1944,0.20,Normal,0,0.1761,11824-9,Escritório/consultório em condomínio (unidade autônoma),Comercial vertical - padrão B,"R  LIBERO BADARO, 336"
0010800206,267,242,10673.00,3345.00,1944,0.20,Normal,0,0.1744,11824-9,Escritório/consultório em condomínio (unidade autônoma),Comercial vertical - padrão B,"R  LIBERO BADARO, 336"
0010800207,267,233,10673.00,3345.00,1944,0.20,Normal,0,0.1694,11824-9,Escritório/consultório em condomínio (unidade autônoma),Comercial vertical - padrão B,"R  LIBERO BADARO, 336"
0010810003,354,1844,10733.00,3610.00,1959,0.20,Normal,0,1.0000,00866-4,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  ALVARES PENTEADO, 195"
0010810004,485,2705,10733.00,3610.00,1955,0.20,Normal,0,1.0000,00866-4,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  ALVARES PENTEADO, 177"
0010810005,920,7690,10733.00,3610.00,2002,0.78,Normal,0,1.0000,00866-4,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  ALVARES PENTEADO, 151"
0010810012,316,1310,10759.00,3610.00,1986,0.56,Normal,0,1.0000,16770-3,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R DA QUITANDA, 126"
0010810014,198,951,10759.00,3610.00,1944,0.20,De esquina,1,1.0000,16770-3,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R DA QUITANDA, 162"
0010810019,526,2719,11336.00,3610.00,1964,0.20,Normal,0,1.0000,03210-7,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão C,"R S BENTO, 216"
0010810021,337,739,11336.00,3052.00,2006,0.82,Normal,0,1.0000,03210-7,Loja,Comercial horizontal - padrão C,"R S BENTO, 238"
0010810022,182,436,11336.00,3052.00,1970,0.28,Normal,0,1.0000,03210-7,Loja,Comercial horizontal - padrão C,"R S BENTO, 250"
0010810023,169,337,11336.00,3052.00,1970,0.28,Normal,0,1.0000,03210-7,Loja,Comercial horizontal - padrão C,"R S BENTO, 256"
0010810024,267,780,11336.00,3610.00,1944,0.20,Normal,0,1.0000,03210-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R S BENTO, 260"
0010810025,290,1156,11336.00,3345.00,2000,0.75,Normal,0,1.0000,03210-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"R S BENTO, 272"
0010820001,213,1465,10781.00,3610.00,1996,0.70,De esquina,1,1.0000,16770-3,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R DA QUITANDA, 16"
0010820004,1129,5497,10693.00,4019.00,1984,0.52,De duas ou mais frentes,2,1.0000,16749-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão D,"R  QUINZE DE NOVEMBRO, 213"
0010820007,332,2623,10693.00,3610.00,1951,0.20,Normal,0,1.0000,16749-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  QUINZE DE NOVEMBRO, 251"
0010820014,608,3849,10620.00,3610.00,1927,0.20,De esquina,1,1.0000,00866-4,"Outras edificações de uso coletivo, com utilização múltipla",Comercial vertical - padrão C,"R  ALVARES PENTEADO, 112"
0010820015,1663,18252,10693.00,3610.00,1968,0.24,De esquina,2,1.0000,16749-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  QUINZE DE NOVEMBRO, 275"
0010830002,600,3000,10766.00,3610.00,1970,0.28,Normal,0,1.0000,03403-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  BOA VISTA, 103"
0010830004,756,6870,10766.00,3610.00,1944,0.20,De esquina,1,1.0000,03403-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  BOA VISTA, 43"
0010830007,129,330,23184.00,3345.00,1970,0.28,Normal,0,1.0000,04469-5,Loja,Comercial vertical - padrão B,"R GAL CARNEIRO, 47"
0010830011,138,300,10752.00,3345.00,1924,0.20,Normal,0,1.0000,16749-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"R  QUINZE DE NOVEMBRO, 132"
0010830016,485,4273,10752.00,3610.00,2002,0.78,Normal,0,1.0000,16749-5,"Cinema, teatro, casa de diversão, clube ou congênere",Comercial vertical - padrão C,"R  QUINZE DE NOVEMBRO, 194"
0010830018,1646,20024,10752.00,3610.00,1943,0.20,De duas ou mais frentes,2,1.0000,16749-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  QUINZE DE NOVEMBRO, 212"
0010830020,504,1901,10752.00,3610.00,2002,0.78,Normal,0,1.0000,16749-5,Loja,Comercial vertical - padrão C,"R  QUINZE DE NOVEMBRO, 250"
0010830021,742,3145,10752.00,3610.00,1974,0.35,De esquina,1,1.0000,16749-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  QUINZE DE NOVEMBRO, 268"
0010830031,526,2948,10781.00,4019.00,1931,0.20,Normal,0,1.0000,19135-3,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão D,"R  TRES DE DEZEMBRO, 48"
0010840003,223,422,10766.00,3052.00,1968,0.24,Normal,0,1.0000,16770-3,Loja,Comercial horizontal - padrão C,"R DA QUITANDA, 127"
0010840006,357,951,10766.00,3610.00,1944,0.20,Normal,0,1.0000,16770-3,Loja,Comercial vertical - padrão C,"R DA QUITANDA, 107"
0010840008,574,2570,10766.00,3610.00,1949,0.20,Normal,0,1.0000,16770-3,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R DA QUITANDA, 89"
0010840016,703,8281,10781.00,3610.00,1955,0.20,Normal,0,1.0000,14051-1,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão C,"LG DA MISERICORDIA, 23"
0010840021,454,1536,11975.00,3610.00,1979,0.44,Normal,0,1.0000,05944-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  DIREITA, 162"
0010840022,756,4056,11975.00,4019.00,1951,0.20,Normal,0,1.0000,05944-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão D,"R  DIREITA, 176"
0010840023,139,557,11975.00,3610.00,1970,0.28,Normal,0,1.0000,05944-7,Loja,Comercial vertical - padrão C,"R  DIREITA, 196"
0010850001,1162,9355,10781.00,4019.00,1970,0.28,De esquina,2,1.0000,16749-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão D,"R  QUINZE DE NOVEMBRO, 165"
0010850003,941,14884,10781.00,3610.00,1971,0.30,De esquina,2,1.0000,16749-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  QUINZE DE NOVEMBRO, 111"
0010860003,71,270,10745.00,3345.00,1975,0.37,Normal,0,1.0000,18881-6,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão B,"R DO TESOURO, 27"
0010860004,307,5540,10745.00,3610.00,1970,0.28,De esquina,1,1.0000,18881-6,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R DO TESOURO, 23"
0010860009,299,520,10595.00,3345.00,1944,0.20,Normal,0,1.0000,16749-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"R  QUINZE DE NOVEMBRO, 49"
0010860015,193,1157,10710.00,3345.00,1939,0.20,Normal,0,1.0000,14051-1,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"LG DA MISERICORDIA, 34"
0010870001,6630,10604,1812.00,2239.00,1976,0.39,De esquina,1,1.0000,18993-6,"Outras edificações de uso coletivo, com utilização múltipla",Templo/Clube/Ginásio ou Estádio esportivo/Museu/Hipódromo/Cinema/Teatro/Aeroporto/Estações/etc. - padrão C,"AV  TIRADENTES, 141"
0010870002,6890,2500,1812.00,2239.00,1919,0.20,De esquina,1,1.0000,18993-6,Escola,Templo/Clube/Ginásio ou Estádio esportivo/Museu/Hipódromo/Cinema/Teatro/Aeroporto/Estações/etc. - padrão C,"AV  TIRADENTES, 273"
0010870003,1690,800,2569.00,2856.00,1919,0.20,Normal,0,1.0000,17060-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial horizontal - padrão B,"R  RIBEIRO DE LIMA, 99"
0020110015,234,400,3256.00,3052.00,1994,0.67,Normal,0,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão C,"R S CAETANO, 602"
0020110016,167,130,3256.00,2747.00,1934,0.20,Normal,0,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão A,"R S CAETANO, 608"
0020110017,160,296,3256.00,2856.00,1994,0.67,Normal,0,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão B,"R S CAETANO, 612"
0020110018,140,100,3256.00,2747.00,1934,0.20,Normal,0,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão A,"R S CAETANO, 618"
0020110019,125,104,3256.00,2856.00,1949,0.20,Normal,0,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão B,"R S CAETANO, 624"
0020110020,125,100,3256.00,2747.00,1949,0.20,Normal,0,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão A,"R S CAETANO, 630"
0020110021,184,140,3256.00,2856.00,1949,0.20,De esquina,1,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão B,"R S CAETANO, 638"
0020110022,129,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 1"
0020110023,62,70,1454.00,2747.00,1975,0.37,Normal,0,1.0000,06162-0,Loja,Comercial horizontal - padrão A,"R  ECONOMIZADORA, 1"
0020110024,126,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 3"
0020110025,126,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 5"
0020110026,126,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 7"
0020110027,126,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 9"
0020110028,126,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 11"
0020110029,125,100,1454.00,2747.00,1939,0.20,Normal,0,1.0000,06162-0,Loja,Comercial horizontal - padrão A,"R  ECONOMIZADORA, 13"
0020110030,126,100,1454.00,1647.00,1985,0.54,Normal,0,1.0000,06162-0,Indústria,Barracão/Telheiro/Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão B,"R  ECONOMIZADORA, 15"
0020110031,126,100,1454.00,1647.00,1985,0.54,Normal,0,1.0000,06162-0,Indústria,Barracão/Telheiro/Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão B,"R  ECONOMIZADORA, 17"
0020110032,122,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 19"
0020110033,121,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 21"
0020110034,121,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 23"
0020110035,121,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 25"
0020110036,121,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 27"
0020110037,121,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 29"
0020110038,117,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 31"
0020110039,116,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 33"
0020110040,115,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 35"
0020110041,115,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 37"
0020110042,115,100,1454.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 39"
0020110043,114,100,1454.00,2852.00,1939,0.20,De esquina,1,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 41"
0020110044,82,60,1459.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 11"
0020110045,77,60,1459.00,2759.00,1949,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 9"
0020110046,81,60,1459.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 7"
0020110047,81,60,1459.00,2759.00,1949,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 5"
0020110048,79,60,1459.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 3"
0020110049,86,64,1459.00,2747.00,1949,0.20,De esquina,1,1.0000,05064-4,Loja e residência (predominância comercial),Comercial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 1"
0020120001,107,80,1455.00,2759.00,1939,0.20,De esquina,1,1.0000,06642-7,Residência,Residencial horizontal - padrão A,"AV DO ESTADO, 2450"
0020120002,107,80,1455.00,2759.00,1949,0.20,Normal,0,1.0000,06642-7,Residência,Residencial horizontal - padrão A,"AV DO ESTADO, 2448"
0020120003,124,100,1455.00,2852.00,1939,0.20,Normal,0,1.0000,06642-7,Residência,Residencial horizontal - padrão B,"AV DO ESTADO, 2436"
0020120004,130,100,1455.00,2852.00,1939,0.20,Normal,0,1.0000,06642-7,Residência,Residencial horizontal - padrão B,"AV DO ESTADO, 2434"
0020120005,141,132,3186.00,2747.00,1945,0.20,De esquina,1,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão A,"R S CAETANO, 720"
0020120006,125,100,3186.00,2747.00,1939,0.20,Normal,0,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão A,"R S CAETANO, 712"
0020120007,125,100,3186.00,2747.00,1939,0.20,Normal,0,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão A,"R S CAETANO, 706"
0020120008,123,101,3186.00,2747.00,1940,0.20,Normal,0,1.0000,03812-1,Loja,Comercial horizontal - padrão A,"R S CAETANO, 702"
0020120009,120,114,3186.00,2747.00,1949,0.20,Normal,0,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão A,"R S CAETANO, 700"
0020120010,116,100,3186.00,2747.00,1939,0.20,Normal,0,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão A,"R S CAETANO, 692"
0020120011,152,152,3186.00,2747.00,1960,0.20,Normal,0,1.0000,03812-1,Loja,Comercial horizontal - padrão A,"R S CAETANO, 686"
0020120012,156,100,3186.00,2747.00,1939,0.20,Normal,0,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão A,"R S CAETANO, 682"
0020120013,145,100,3186.00,2747.00,1939,0.20,Normal,0,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão A,"R S CAETANO, 678"
0020120014,166,100,3186.00,2747.00,1939,0.20,Normal,0,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão A,"R S CAETANO, 674"
0020120015,138,100,3186.00,2856.00,1949,0.20,Normal,0,1.0000,03812-1,Loja,Comercial horizontal - padrão B,"R S CAETANO, 666"
0020120016,124,100,3186.00,2856.00,1939,0.20,Normal,0,1.0000,03812-1,Loja,Comercial horizontal - padrão B,"R S CAETANO, 664"
0020120017,109,85,3186.00,2747.00,1949,0.20,De esquina,1,1.0000,03812-1,Loja e residência (predominância comercial),Comercial horizontal - padrão A,"R S CAETANO, 656"
0020120018,129,100,1455.00,2852.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão B,"R  ECONOMIZADORA, 4"
0020120019,117,100,1455.00,2759.00,1939,0.20,De esquina,1,1.0000,12285-8,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão A,"R DR LUIS PISA, 1"
0020120020,73,60,1455.00,2759.00,1939,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 3"
0020120021,73,60,1455.00,2759.00,1949,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 5"
0020120022,75,60,1455.00,2759.00,1939,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 7"
0020120023,75,60,1455.00,2759.00,1949,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 9"
0020120024,75,40,1455.00,2759.00,1949,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 11"
0020120025,75,60,1455.00,2759.00,1939,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 13"
0020120026,82,60,1455.00,2759.00,1939,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 15"
0020130001,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,06642-7,Residência,Residencial horizontal - padrão A,"AV DO ESTADO, 2482"
0020130002,63,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,06642-7,Residência,Residencial horizontal - padrão A,"AV DO ESTADO, 2476"
0020130003,76,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,06642-7,Residência,Residencial horizontal - padrão A,"AV DO ESTADO, 2472"
0020130004,99,50,1455.00,2759.00,1939,0.20,De esquina,1,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 18"
0020130005,73,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 16"
0020130006,70,56,1455.00,2759.00,1939,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 14"
0020130007,70,56,1455.00,2759.00,1939,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 12"
0020130008,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 10"
0020130009,70,56,1455.00,2759.00,1939,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 8"
0020130010,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 6"
0020130011,70,56,1455.00,2759.00,1939,0.20,Normal,0,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 4"
0020130012,119,80,1455.00,2759.00,1939,0.20,De esquina,1,1.0000,12285-8,Residência,Residencial horizontal - padrão A,"R DR LUIS PISA, 2"
0020130013,119,80,1455.00,2759.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão A,"R  ECONOMIZADORA, 6"
0020130014,123,80,1455.00,2759.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão A,"R  ECONOMIZADORA, 8"
0020130015,119,80,1455.00,2759.00,1939,0.20,De esquina,1,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 1"
0020130016,70,56,1455.00,2759.00,1949,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 3"
0020130017,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 5"
0020130018,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 7"
0020130019,78,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 9"
0020130020,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 11"
0020130021,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 13"
0020130022,70,56,1455.00,2759.00,1939,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 15"
0020130023,99,80,1455.00,2759.00,1949,0.20,De esquina,1,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 17"
0020140005,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 16"
0020140006,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 14"
0020140007,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 12"
0020140008,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 10"
0020140009,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 8"
0020140010,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 6"
0020140011,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,07683-0,Residência,Residencial horizontal - padrão A,"R  EURICLES FELIX DE MATOS, 4"
0020140012,110,85,1455.00,2852.00,1939,0.20,De esquina,1,1.0000,07683-0,Residência,Residencial horizontal - padrão B,"R  EURICLES FELIX DE MATOS, 2"
0020140013,127,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão A,"R  ECONOMIZADORA, 10"
0020140014,119,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão A,"R  ECONOMIZADORA, 12"
0020140015,119,90,1455.00,2852.00,1949,0.20,De esquina,1,1.0000,11748-0,Residência,Residencial horizontal - padrão B,"R DOS CANTORES, 1"
0020140016,75,50,1455.00,2759.00,1949,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 3"
0020140017,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 5"
0020140018,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 7"
0020140019,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 9"
0020140020,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 11"
0020140021,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 13"
0020140022,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 15"
0020150005,68,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 16"
0020150006,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 14"
0020150007,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 12"
0020150008,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 10"
0020150009,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 8"
0020150010,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 6"
