sql_mestre,area_terreno,area_construida,valor_m2_terreno,valor_m2_construcao,ano_construcao,fator_obsolescencia_oficial,tipo_terreno,esquinas_frentes,fracao_ideal,codlog,uso,padrao,endereco
0020150011,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 4"
0020150012,126,80,1455.00,2759.00,1939,0.20,De esquina,1,1.0000,11748-0,Residência,Residencial horizontal - padrão A,"R DOS CANTORES, 2"
0020150013,114,80,1455.00,2759.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão A,"R  ECONOMIZADORA, 14"
0020150014,120,80,1455.00,2759.00,1939,0.20,Normal,0,1.0000,06162-0,Residência,Residencial horizontal - padrão A,"R  ECONOMIZADORA, 16"
0020150015,120,108,1455.00,2759.00,1956,0.20,De esquina,1,1.0000,05064-4,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 13"
0020150016,70,80,1455.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 15"
0020150017,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 17"
0020150018,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 19"
0020150019,68,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 21"
0020150020,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 23"
0020150021,70,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 25"
0020150022,73,50,1455.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 27"
0020160002,168,120,1456.00,2852.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão B,"R DR CLAUDIO DE SOUSA, 2"
0020160003,168,120,1456.00,2852.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão B,"R DR CLAUDIO DE SOUSA, 4"
0020160004,168,120,1456.00,2852.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão B,"R DR CLAUDIO DE SOUSA, 6"
0020160005,168,120,1456.00,2852.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão B,"R DR CLAUDIO DE SOUSA, 8"
0020160006,100,80,1456.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 10"
0020160007,97,80,1456.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 12"
0020160008,95,80,1456.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 14"
0020160009,92,80,1456.00,2747.00,1939,0.20,Normal,0,1.0000,05064-4,Loja,Comercial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 16"
0020160010,90,70,1456.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 18"
0020160011,87,70,1456.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 20"
0020160012,85,70,1456.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 22"
0020160013,85,70,1456.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 24"
0020160014,80,54,1456.00,2759.00,1949,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 26"
0020160015,75,60,1456.00,2759.00,1939,0.20,Normal,0,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 28"
0020160016,75,60,1456.00,2759.00,1939,0.20,De esquina,1,1.0000,05064-4,Residência,Residencial horizontal - padrão A,"R DR CLAUDIO DE SOUSA, 30"
0020160019,4500,0,1630.00,0.00,0,0.00,De esquina,3,1.0000,13733-2,Terreno,TERRENO,"R  MAUA, "
0020170080,71105,15200,2117.00,1974.00,1925,0.20,De esquina,1,1.0000,15511-0,Armazéns gerais e depósitos,Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"LG DO PARI, 1"
0020310001,20000,18875,8305.00,2239.00,1939,0.20,De esquina,4,1.0000,04146-7,"Outras edificações de uso coletivo, com utilização múltipla",Templo/Clube/Ginásio ou Estádio esportivo/Museu/Hipódromo/Cinema/Teatro/Aeroporto/Estações/etc. - padrão C,"R DA CANTAREIRA, 390"
0020320026,240,960,8726.00,3610.00,1954,0.20,De esquina,1,1.0000,15984-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão C,"PQ DOM PEDRO II, 94"
0020400001,15035,29908,2525.00,1974.00,1934,0.20,De esquina,1,1.0000,07236-2,Armazéns gerais e depósitos,Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R DO BUCOLISMO, 77"
0020470043,29378,33890,2753.00,2483.00,1968,0.24,De esquina,2,1.0000,07017-3,"Outras edificações de uso comercial, com utilização múltipla",Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão D,"R  FERNANDES SILVA, 296"
0020480027,402,428,3318.00,1647.00,1925,0.20,De esquina,1,1.0000,07236-2,Armazéns gerais e depósitos,Barracão/Telheiro/Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão B,"R DO BUCOLISMO, 82"
0020480028,400,462,3318.00,1974.00,1930,0.20,Normal,0,1.0000,07236-2,Armazéns gerais e depósitos,Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R DO BUCOLISMO, 74"
0020480029,361,361,3318.00,1974.00,1933,0.20,Normal,0,1.0000,07236-2,Oficina,Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R DO BUCOLISMO, 54"
0020480030,1140,1042,3318.00,1974.00,1942,0.20,Normal,0,1.0000,07236-2,Armazéns gerais e depósitos,Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R DO BUCOLISMO, 32"
0020480031,506,500,3318.00,1647.00,1934,0.20,Normal,0,1.0000,07236-2,Armazéns gerais e depósitos,Barracão/Telheiro/Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão B,"R DO BUCOLISMO, 22"
0020480042,844,844,3526.00,1974.00,1971,0.30,Normal,0,1.0000,01276-9,Armazéns gerais e depósitos,Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R MONS ANDRADE, 382"
0020480043,233,233,3526.00,1974.00,1939,0.20,De esquina,1,1.0000,01276-9,Armazéns gerais e depósitos,Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R MONS ANDRADE, 318"
0020480044,435,435,3378.00,1974.00,1939,0.20,De duas ou mais frentes,2,1.0000,17706-7,Armazéns gerais e depósitos,Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R  SAMPAIO MOREIRA, 51"
0020480045,1584,1584,3378.00,1974.00,1939,0.20,De duas ou mais frentes,2,1.0000,17706-7,Armazéns gerais e depósitos,Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R  SAMPAIO MOREIRA, 63"
0020480046,560,560,3378.00,1974.00,1939,0.20,Normal,0,1.0000,17706-7,Armazéns gerais e depósitos,Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R  SAMPAIO MOREIRA, 79"
0020480047,900,900,3378.00,1974.00,1939,0.20,Normal,0,1.0000,17706-7,Armazéns gerais e depósitos,Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R  SAMPAIO MOREIRA, 111"
0020480048,1303,1303,3378.00,1974.00,1939,0.20,Normal,0,1.0000,17706-7,Armazéns gerais e depósitos,Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R  SAMPAIO MOREIRA, 117"
0020480049,787,787,3378.00,1974.00,1939,0.20,Normal,0,1.0000,17706-7,Armazéns gerais e depósitos,Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R  SAMPAIO MOREIRA, 127"
0020520001,29100,13869,4390.00,2239.00,1932,0.20,De esquina,4,1.0000,13853-3,"Outras edificações de uso especial, com utilização múltipla",Templo/Clube/Ginásio ou Estádio esportivo/Museu/Hipódromo/Cinema/Teatro/Aeroporto/Estações/etc. - padrão C,"AV  MERCURIO, "
0020570025,620,1100,4093.00,3052.00,1934,0.20,De esquina,1,1.0000,07786-0,Loja e residência (predominância comercial),Comercial horizontal - padrão C,"R DO GASOMETRO, 665"
0020570026,93,100,3867.00,2856.00,1939,0.20,Normal,0,1.0000,05372-4,Loja,Comercial horizontal - padrão B,"R  CORREIA DE ANDRADE, 157"
0020570027,205,120,3867.00,2856.00,1939,0.20,Normal,0,1.0000,05372-4,Loja,Comercial horizontal - padrão B,"R  CORREIA DE ANDRADE, 161"
0020570028,212,180,3867.00,2856.00,1939,0.20,Normal,0,1.0000,05372-4,Loja,Comercial horizontal - padrão B,"R  CORREIA DE ANDRADE, 163"
0020570029,82,90,3867.00,2856.00,1939,0.20,Normal,0,1.0000,05372-4,Loja,Comercial horizontal - padrão B,"R  CORREIA DE ANDRADE, 167"
0020570030,90,98,3867.00,2856.00,1939,0.20,Normal,0,1.0000,05372-4,Loja,Comercial horizontal - padrão B,"R  CORREIA DE ANDRADE, 169"
0020570031,210,140,3867.00,2856.00,1939,0.20,Normal,0,1.0000,05372-4,Loja,Comercial horizontal - padrão B,"R  CORREIA DE ANDRADE, 173"
0020590045,445,1160,6139.00,3610.00,1936,0.20,Normal,0,1.0000,17226-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão C,"R  ROBERTO SIMONSEN, 72"
0020590047,456,1953,6139.00,3345.00,1959,0.20,Normal,0,1.0000,17226-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão B,"R  ROBERTO SIMONSEN, 94"
0020590048,290,630,6139.00,3610.00,1946,0.20,Normal,0,1.0000,17226-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão C,"R  ROBERTO SIMONSEN, 106"
0020590049,398,960,6139.00,3610.00,1944,0.20,Normal,0,1.0000,17226-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  ROBERTO SIMONSEN, 112"
0020590051,1876,2620,6139.00,3052.00,1970,0.28,Normal,0,1.0000,17226-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial horizontal - padrão C,"R  ROBERTO SIMONSEN, 126"
0020590052,846,1770,6662.00,3610.00,1970,0.28,Normal,0,1.0000,20418-8,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"PT DO COLEGIO, 1"
0020590054,2805,1200,6662.00,2239.00,1919,0.20,De esquina,1,1.0000,20418-8,Templo,Templo/Clube/Ginásio ou Estádio esportivo/Museu/Hipódromo/Cinema/Teatro/Aeroporto/Estações/etc. - padrão C,"PT DO COLEGIO, 34"
0020590057,728,0,7225.00,0.00,0,0.00,Normal,0,1.0000,07024-6,Terreno,TERRENO,"PC  FERNANDO COSTA, "
0020590365,433,0,6552.00,0.00,0,0.00,De esquina,1,1.0000,04469-5,Terreno,TERRENO,"R GAL CARNEIRO, "
0020600002,154,1200,10710.00,4019.00,1959,0.20,Normal,0,1.0000,12650-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão D,"PC PDE MANUEL DA NOBREGA, 28"
0020600003,480,4740,7024.00,4019.00,1970,0.28,De esquina,2,1.0000,20418-8,"Outras edificações de uso especial, com utilização múltipla",Comercial vertical - padrão D,"PT DO COLEGIO, 73"
0020600004,734,8022,10781.00,4019.00,1981,0.48,De esquina,1,1.0000,01242-4,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão D,"R  ANCHIETA, 35"
0020610002,283,1920,10682.00,3610.00,1959,0.20,De esquina,1,1.0000,20418-8,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"PT DO COLEGIO, 9"
0020610004,250,1221,10682.00,3610.00,1951,0.20,De esquina,1,1.0000,20418-8,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão C,"PT DO COLEGIO, 1"
0020610006,188,600,9844.00,3345.00,1944,0.20,Normal,0,1.0000,17545-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"PC DA SE, 31"
0020620001,900,1750,7024.00,4019.00,1970,0.28,De esquina,1,1.0000,20418-8,"Outras edificações de uso especial, com utilização múltipla",Comercial vertical - padrão D,"PT DO COLEGIO, 184"
0020630001,900,2500,7024.00,4019.00,1970,0.28,De esquina,1,1.0000,20418-8,"Outras edificações de uso especial, com utilização múltipla",Comercial vertical - padrão D,"PT DO COLEGIO, 148"
0020660001,361,1113,6029.00,3599.00,1952,0.20,De esquina,1,1.0000,19745-9,"Outras edificações de uso comercial, com utilização múltipla",Residencial vertical - padrão B,"R  VINTE E CINCO DE MARCO, 198"
0020660002,146,200,6029.00,2856.00,1934,0.20,Normal,0,1.0000,19745-9,Loja,Comercial horizontal - padrão B,"R  VINTE E CINCO DE MARCO, 216"
0020660004,275,513,6029.00,3052.00,1970,0.28,De duas ou mais frentes,2,1.0000,19745-9,Loja e residência (predominância comercial),Comercial horizontal - padrão C,"R  VINTE E CINCO DE MARCO, 230"
0020660017,189,378,6029.00,2856.00,1970,0.28,De duas ou mais frentes,2,1.0000,19745-9,Loja,Comercial horizontal - padrão B,"R  VINTE E CINCO DE MARCO, 330"
0020660018,192,540,6029.00,3610.00,1970,0.28,De duas ou mais frentes,2,1.0000,19745-9,Loja,Comercial vertical - padrão C,"R  VINTE E CINCO DE MARCO, 340"
0020660019,192,540,6029.00,3345.00,1964,0.20,De esquina,2,1.0000,19745-9,Loja,Comercial vertical - padrão B,"R  VINTE E CINCO DE MARCO, 348"
0020660037,138,275,6029.00,2856.00,1934,0.20,Normal,0,1.0000,19745-9,Loja e residência (predominância comercial),Comercial horizontal - padrão B,"R  VINTE E CINCO DE MARCO, 224"
0020670002,450,780,5863.00,2803.00,1992,0.64,De duas ou mais frentes,2,1.0000,19745-9,"Outras edificações de uso especial, com utilização múltipla",Templo/Clube/Ginásio ou Estádio esportivo/Museu/Hipódromo/Cinema/Teatro/Aeroporto/Estações/etc. - padrão D,"R  VINTE E CINCO DE MARCO, 205"
0020680002,97,1556,10158.00,3610.00,1954,0.20,De esquina,1,1.0000,17545-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"PC DA SE, 79"
0020680005,418,870,8189.00,3610.00,1944,0.20,De esquina,1,1.0000,07228-1,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  FLORIANO PEIXOTO, 54"
0020680006,490,1020,8038.00,3610.00,1970,0.28,Normal,0,1.0000,17226-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  ROBERTO SIMONSEN, 97"
0020680007,154,879,8038.00,3345.00,2019,0.95,Normal,0,1.0000,17226-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"R  ROBERTO SIMONSEN, 85"
0020680008,231,400,8038.00,2856.00,1944,0.20,Normal,0,1.0000,17226-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão B,"R  ROBERTO SIMONSEN, 71"
0020680011,528,1300,8051.00,3610.00,1939,0.20,Normal,0,1.0000,19543-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  VENCESLAU BRAS, 61"
0020680013,1700,17000,10158.00,4019.00,1970,0.28,De esquina,1,1.0000,17545-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão D,"PC DA SE, 111"
0020700699,3469,23102,6269.00,3610.00,1977,0.41,De esquina,2,1.0000,16870-0,"Outras edificações de uso especial, com utilização múltipla",Comercial vertical - padrão C,"AV  RANGEL PESTANA, 315"
0020720006,307,1225,8078.00,3610.00,1951,0.20,De esquina,1,1.0000,19543-0,"Hotel, pensão ou hospedaria",Comercial vertical - padrão C,"R  VENCESLAU BRAS, 12"
0020730001,800,3360,7523.00,2747.00,1924,0.20,De esquina,1,1.0000,19543-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial horizontal - padrão A,"R  VENCESLAU BRAS, 50"
0020730002,547,2800,7866.00,3345.00,1943,0.20,Normal,0,1.0000,17226-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão B,"R  ROBERTO SIMONSEN, 13"
0020730003,378,780,9609.00,3610.00,1919,0.20,De esquina,1,1.0000,05111-0,"Outras edificações de uso especial, com utilização múltipla",Comercial vertical - padrão C,"PC  CLOVIS BEVILAQUA, 75"
0020730004,468,1416,9609.00,3693.00,1935,0.20,Normal,0,1.0000,05111-0,"Prédio de apartamento, não em condomínio, de uso misto (apartamentos e escritórios e/ou consultórios), com ou sem loja (predominância residencial)",Residencial vertical - padrão C,"PC  CLOVIS BEVILAQUA, 45"
0020740006,280,3000,5957.00,3610.00,1970,0.28,De esquina,1,1.0000,19543-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  VENCESLAU BRAS, 134"
0020740007,720,1800,5908.00,3345.00,1944,0.20,Normal,0,1.0000,17226-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"R  ROBERTO SIMONSEN, 22"
0020740019,71,594,7454.00,3693.00,1944,0.20,Normal,0,1.0000,03387-1,"Prédio de apartamento, não em condomínio, de uso misto (apartamentos e escritórios e/ou consultórios), com ou sem loja (predominância residencial)",Residencial vertical - padrão C,"R DR BETTENCOURT RODRIGUES, 31"
0020760076,8756,3419,3983.00,1974.00,1970,0.28,De esquina,2,1.0000,13226-8,"Outras edificações de uso de serviço, com utilização múltipla",Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R  MARIA DOMITILA, 79"
0020760077,11111,10692,4178.00,1974.00,1970,0.28,De duas ou mais frentes,2,1.0000,07786-0,"Outras edificações de uso de serviço, com utilização múltipla",Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão C,"R DO GASOMETRO, 100"
0020780003,108,80,3756.00,2759.00,1939,0.20,Normal,0,1.0000,16721-5,Residência,Residencial horizontal - padrão A,"TV  QUEIROGA, 21"
0020780004,113,80,3756.00,2759.00,1939,0.20,Normal,0,1.0000,16721-5,Residência,Residencial horizontal - padrão A,"TV  QUEIROGA, 19"
0020780005,113,80,3756.00,2759.00,1970,0.20,Normal,0,1.0000,16721-5,Residência,Residencial horizontal - padrão A,"TV  QUEIROGA, 17"
0020780006,113,90,3756.00,2852.00,1944,0.20,Normal,0,1.0000,16721-5,Residência,Residencial horizontal - padrão B,"TV  QUEIROGA, 15"
0020780007,113,102,3756.00,2856.00,1951,0.20,Normal,0,1.0000,16721-5,Residência,Comercial horizontal - padrão B,"TV  QUEIROGA, 13"
0020780008,119,80,3756.00,2759.00,1939,0.20,Normal,0,1.0000,16721-5,Residência,Residencial horizontal - padrão A,"TV  QUEIROGA, 11"
0020780009,113,95,3756.00,2932.00,1975,0.37,Normal,0,1.0000,16721-5,Residência,Residencial horizontal - padrão C,"TV  QUEIROGA, 9"
0020780010,119,80,3756.00,2759.00,1939,0.20,Normal,0,1.0000,16721-5,Residência,Residencial horizontal - padrão A,"TV  QUEIROGA, 7"
0020780011,115,180,3756.00,2856.00,1949,0.20,Normal,0,1.0000,16721-5,Loja e residência (predominância comercial),Comercial horizontal - padrão B,"TV  QUEIROGA, 5"
0020780012,115,115,3756.00,2852.00,1945,0.20,Normal,0,1.0000,16721-5,Residência,Residencial horizontal - padrão B,"TV  QUEIROGA, 3"
0020780013,113,180,3756.00,2747.00,1964,0.20,Normal,0,1.0000,16721-5,Loja,Comercial horizontal - padrão A,"TV  QUEIROGA, 1"
0020790022,113,80,3735.00,2759.00,1939,0.20,Normal,0,1.0000,16721-5,Residência,Residencial horizontal - padrão A,"TV  QUEIROGA, 2"
