sq,codlog,valor_m2_brl
001006,038121,2819.20
001006,084921,1612.31
001006,104850,1604.09
001006,158780,1618.19
001011,038121,3090.66
001011,059633,1521.83
001011,189936,1671.07
001011,197424,1505.37
001018,054607,2275.10
001018,123838,2275.10
001018,137332,2275.10
001018,190179,2275.10
001019,045411,9796.09
001019,054607,8863.02
001019,137332,8747.85
001019,199320,7465.76
001020,045411,8904.15
001020,137332,7137.89
001020,190179,6484.50
001020,199320,6922.84
001023,018147,6477.45
001023,072044,9611.59
001023,137332,7269.51
001023,156299,8195.53
001026,045411,9507.00
001026,054607,6691.33
001026,199320,8403.53
001027,045411,8770.18
001027,167258,8537.50
001027,190179,6955.74
001027,199320,7356.47
001034,041467,8597.43
001034,061360,8522.22
001034,138991,8207.28
001034,156299,8538.67
001036,007005,6781.82
001036,031780,7231.90
001036,045411,7964.02
001036,167258,7964.02
001036,190179,6289.43
001040,025615,8993.46
001040,043427,8121.49
001040,072044,13784.57
001040,167258,8121.49
001041,043427,11845.56
001041,072044,11845.56
001041,167258,8878.29
001041,197459,21334.93
001042,043427,8852.44
001042,061360,8593.91
001042,167258,10270.85
001042,197459,22035.33
001044,045411,8612.71
001044,062847,7874.71
001044,062855,12583.56
001044,092762,9818.42
001045,029742,7048.58
001045,031780,7697.26
001045,045411,8712.60
001045,190179,7067.38
001046,029742,7358.82
001046,045411,9525.80
001046,062847,8890.05
001046,062863,7103.81
001046,179868,7231.90
001046,190179,7739.57
001048,100609,6806.50
001048,165930,5658.37
001048,171786,7014.50
001048,190179,6911.09
001049,032093,8800.73
001049,043427,4687.69
001049,072044,14441.48
001049,165930,6120.21
001050,043427,13695.25
001050,052612,13662.35
001050,072044,14202.92
001050,197459,21384.29
001051,002755,13741.08
001051,043427,14343.94
001051,061360,13644.72
001051,197459,21177.46
001051,422231,13910.31
001052,002755,8490.49
001052,041467,7777.17
001052,043427,8559.83
001052,061360,13618.87
001053,016675,7347.07
001053,062855,14510.81
001053,092762,9789.04
001053,171158,4898.04
001055,009512,6842.93
001055,092762,9756.13
001055,101010,7622.05
001055,153230,4953.28
001056,101010,5028.49
001056,153230,5028.49
001057,016675,7681.99
001057,153230,4801.68
001057,176338,7231.90
001057,179868,7265.98
001058,000388,7073.26
001058,101010,7399.95
001058,153230,5711.25
001058,165930,7214.28
001058,176338,7247.18
001058,179868,7322.39
001061,101010,9616.29
001061,118249,8907.67
001061,165930,5798.21
001062,032107,10972.42
001062,101010,8711.42
001062,118249,8871.24
001063,018384,8937.05
001063,032107,10941.87
001063,034037,8937.05
001063,101842,8937.05
001064,032093,8323.62
001064,034037,8848.92
001064,052612,13821.00
001064,072044,15734.15
001064,165239,19612.16
001064,194948,14698.84
001064,197459,21833.20
001065,002755,13738.73
001065,121185,13738.73
001065,197459,21000.02
001065,213705,13738.73
001067,002755,12954.91
001067,029505,14202.92
001067,061360,13320.38
001067,213705,13795.14
001068,002755,8921.77
001068,024040,8786.63
001068,041467,8803.08
001068,061360,13283.95
001069,024040,8993.46
001069,041467,8993.46
001069,061360,13821.00
001071,014249,8937.05
001071,101010,8256.64
001071,118249,8918.25
001072,032107,9504.65
001072,101010,8256.64
001072,118249,8751.38
001072,139017,8937.05
001073,018384,8937.05
001073,032107,10919.54
001073,038423,8526.92
001073,052000,7388.20
001073,167495,8937.05
001074,034037,8937.05
001074,101842,8937.05
001074,167495,8937.05
001074,191353,8937.05
001075,034037,8915.90
001075,044695,19921.22
001075,165239,20360.73
001075,197459,21659.28
001077,029505,13698.78
001077,106674,13638.85
001077,159840,13416.74
001078,014249,8937.05
001078,118249,8937.05
001079,014249,8937.05
001079,048313,8937.05
001079,118249,8937.05
001080,032107,10017.02
001080,118249,8860.67
001080,139017,8937.05
001080,156035,8734.93
001081,008664,8885.35
001081,032107,10404.82
001081,038423,8937.05
001081,167703,8911.20
001082,008664,8764.30
001082,052000,7388.20
001082,167495,8845.39
001082,167703,8937.05
001083,034037,8921.77
001083,044695,20906.00
001083,126500,20695.65
001083,167495,8885.35
001083,191353,8937.05
001084,008664,8937.05
001084,059447,10843.15
001084,140511,8937.05
001084,156035,8937.05
001084,167703,8919.42
001085,008664,8937.05
001085,167495,8937.05
001085,167703,8937.05
001085,188816,8937.05
001086,059447,9503.48
001086,140511,8863.02
001086,167495,8751.38
001086,188816,8899.45
001087,170607,1598.21
001087,189936,2177.56
002011,038121,2407.89
002011,041467,1685.17
002011,050644,1414.89
002011,061620,1407.84
002012,038121,2178.74
002012,061620,1404.31
002012,066427,1404.31
002012,122858,1404.31
002013,061620,1404.31
002013,066427,1404.31
002013,076830,1404.31
002013,122858,1404.31
002014,061620,1404.31
002014,066427,1404.31
002014,076830,1404.31
002014,117480,1404.31
002015,050644,1404.31
002015,061620,1404.31
002015,066427,1404.31
002015,117480,1404.31
002016,041467,1860.27
002016,050644,1409.01
002016,066427,1545.33
002016,137332,1682.82
002017,012769,1859.09
002017,038121,2185.79
002017,066427,1859.09
002017,138215,2846.22
002017,155110,1533.58
002017,174009,1856.74
002022,041467,8192.00
002022,066427,8110.92
002022,137332,8414.11
002022,156299,8940.58
002031,024040,7815.95
002031,041467,7815.95
002031,066427,7815.95
002031,138533,7815.95
002032,024040,7765.42
002032,041467,7976.95
002032,066427,7999.28
002032,095753,7562.12
002032,159840,8692.62
002040,012769,1893.17
002040,072362,1893.17
002047,006661,2550.09
002047,012769,2134.08
002047,024368,2157.58
002047,070173,2157.58
002048,007757,2906.16
002048,012769,3531.34
002048,072362,3183.49
002048,177067,3308.06
002052,066427,3675.88
002052,077860,3675.88
002052,138533,3675.88
002052,159840,3675.88
002052,198277,3675.88
002057,012769,3968.50
002057,053724,3257.53
002057,077860,3460.83
002057,177067,3071.85
002059,033871,5055.52
002059,044695,5486.80
002059,070246,4281.09
002059,172260,5476.22
002059,195430,5933.36
002059,204188,5821.72
002060,012424,8937.05
002060,126500,8863.02
002060,167495,8526.92
002060,204188,6672.53
002061,012424,8349.47
002061,167495,8885.35
002061,175455,7852.38
002061,204188,8834.81
002062,072281,6672.53
002062,204188,6672.53
002063,072281,6672.53
002063,204188,6672.53
002066,087343,4419.76
002066,159840,3983.77
002066,197459,4887.47
002067,033871,4460.89
002067,123102,4254.06
002067,131636,4035.48
002067,197459,4471.46
002068,072281,6919.31
002068,172260,6637.27
002068,175455,8785.46
002068,195430,6632.57
002070,033871,4512.59
002070,123102,4654.79
002070,168700,5802.91
002070,197459,4268.16
002072,175455,7106.16
002072,183202,6432.80
002072,188387,7640.86
002072,195430,6706.61
002073,051110,7128.49
002073,172260,6432.80
002073,183202,6066.15
002073,195430,5699.50
002074,033871,4524.35
002074,051110,7744.27
002074,168700,5232.96
002074,172260,4720.60
002074,195430,4905.10
002076,012106,3228.15
002076,071226,3487.86
002076,077860,3686.46
002076,132268,3445.55
002078,071226,3487.86
002078,132268,3234.03
002078,167215,2997.82
002078,168700,3080.08
002079,114030,2848.58
002079,132268,3346.84
002079,167215,2916.73
002079,168700,2901.46
002083,012769,3289.26
002083,077860,3350.37
002083,098736,3434.98
002083,168700,3404.42
003002,044555,3426.75
003002,072109,3610.08
003002,182109,3793.40
003002,185566,3286.91
003003,003069,3320.99
003003,012033,3335.09
003003,044342,3658.26
003003,044555,3311.59
003003,076104,3375.04
003003,168700,4550.20
003004,076104,3420.88
003004,159840,3920.32
003004,168700,3671.18
003004,691496,3671.18
003005,076104,2901.46
003005,691496,2901.46
003005,724076,2901.46
003006,003069,2953.16
003006,044342,3211.70
003006,044555,3042.48
003006,185566,2722.83
003009,066427,2901.46
003009,159840,2901.46
003010,026670,2034.19
003010,069124,2398.49
003010,071226,1770.96
003010,168700,3927.37
003015,125490,1678.12
003015,135895,2055.35
003015,163589,2382.04
003015,168700,2989.59
003034,032425,2209.29
003034,071226,2013.04
003034,142131,2446.67
003034,199265,2271.57
003045,005436,3427.93
003045,050733,1808.56
003045,098310,1808.56
003045,142131,2186.96
003060,005436,2218.69
003060,013072,2394.97
003060,065625,2383.21
003060,155241,1944.88
003060,163589,2611.19
003060,412805,2228.09
003061,005436,3142.36
003061,013072,2344.43
003061,142131,2063.57
003061,334847,1805.04
003061,412805,1722.78
004008,035173,2029.49
004008,098310,1790.94
004008,142131,2659.38
004008,151181,1748.63
004011,080241,3252.83
004011,137472,3252.83
004011,187771,3252.83
004011,195030,3252.83
004017,035173,1688.70
004017,098310,1490.10
004017,148806,1644.04
004017,151181,1705.15
004024,117943,1555.90
004024,155845,1555.90
004024,159930,1555.90
004024,162221,1555.90
004031,117943,1723.95
004031,146200,1723.95
004031,156744,1723.95
004031,187771,1723.95
004033,057886,1400.78
004033,117943,1400.78
004033,146200,1723.95
004033,152277,1400.78
004033,159930,1400.78
004033,755745,1400.78
004034,057886,1400.78
004034,117943,1400.78
004034,159930,1390.21
004034,197017,1371.41
004034,755745,1390.21
004035,066427,2068.27
004035,117943,1575.88
004035,122386,1575.88
004035,173711,1575.88
004035,197017,1575.88
004038,057886,1753.33
004038,122386,1753.33
004038,140287,1753.33
004038,197017,1753.33
004043,080241,1934.30
004043,090328,1800.34
004043,116491,1910.80
004043,187771,1879.07
004048,006378,1598.21
004048,066427,1766.26
004048,122386,1547.68
004048,182087,1230.39
004050,008141,1459.54
004050,066427,1948.41
004050,098310,1389.03
004050,100510,1538.28
004050,163074,1259.77
004053,048291,1526.53
004053,114545,1582.93
004053,152277,1874.37
004053,187801,1660.49
004054,057886,1515.95
004054,114545,1488.92
004054,152277,1756.86
004054,159930,1371.41
005001,068896,8937.05
005001,156035,8937.05
005002,068896,8719.65
005002,108138,6900.51
005002,118249,8851.27
005003,032107,8803.08
005003,108138,8834.81
005003,118249,8825.41
005003,152790,8526.92
005003,156035,8559.83
005004,032107,8845.39
005004,059447,9952.39
005004,108138,8866.54
005004,167444,8937.05
005005,059447,11246.23
005005,108138,8914.72
005005,167444,8937.05
005008,073369,6196.59
005008,118249,7584.45
005008,152617,6196.59
005010,073350,7584.45
005010,108138,8937.05
005010,152790,8937.05
005010,157392,8937.05
005011,031895,8551.60
005011,108138,8860.67
005011,157392,8697.32
005011,167444,8666.77
005012,059447,10746.79
005012,108138,8805.43
005012,154733,8800.73
005012,167444,8937.05
005012,175455,8222.56
005013,055204,6925.19
005013,073350,6925.19
005013,073369,5847.57
005013,152617,6900.51
005013,170259,7456.36
005014,031895,8811.31
005014,069337,7099.11
005014,073350,7311.81
005014,167444,8937.05
005015,031895,8878.29
005015,154733,8921.77
005015,167444,8937.05
005015,175455,8785.46
005016,010030,5695.98
005016,023981,5929.83
005016,027952,5735.93
005016,146757,5420.99
005016,197645,5695.98
005017,010030,5855.80
005017,023981,6069.67
005017,078530,6074.37
005017,121657,6748.91
005017,133175,6187.19
005017,146757,5496.20
005019,121657,6978.07
005019,170259,6096.70
005019,197645,5699.50
005020,055204,7167.27
005020,069337,7200.17
005020,167444,8808.96
005020,170259,7080.31
005021,031895,8834.81
005021,069337,7066.21
005021,167444,8738.45
005021,175455,8130.90
005022,069337,6833.52
005022,103764,7503.36
005022,167444,8608.01
005022,175455,7989.88
005023,073296,4004.93
005023,078530,3665.31
005023,133175,6413.99
005024,003786,4375.10
005024,073296,4039.01
005024,121657,6405.77
005024,133175,6169.56
005025,103764,6651.38
005025,121657,7704.31
005025,156353,7498.66
005025,167444,6772.42
005025,170259,6848.80
005025,197645,6087.30
005026,175455,7852.38
005028,069671,6466.88
005028,103764,6622.00
005028,150223,6792.39
005028,175455,7700.79
005030,008648,4223.51
005030,103764,6272.98
005030,172936,6358.76
005030,181153,8369.45
005032,014540,6417.52
005032,051110,6417.52
005032,150223,6417.52
005034,003786,3712.31
005034,010030,3745.22
005034,073296,3834.53
005034,097632,4446.79
005034,121657,7706.66
005035,023981,2667.60
005035,098957,2701.68
005035,121657,6551.49
005038,008648,4631.28
005038,043680,4030.78
005038,118184,8293.07
005038,172936,4330.45
005039,067083,3941.47
005039,077330,5735.93
005039,080292,3853.33
005039,118184,8644.44
005039,118206,5735.93
005040,067083,3850.98
005040,076643,3947.34
005040,080292,4063.69
005040,162493,3638.28
005043,044873,2559.49
005043,102385,2772.19
005043,149802,2479.58
005043,178640,2789.82
005044,076643,4409.18
005044,123889,2775.72
005044,178640,3216.40
005044,190500,3023.67
005046,067083,2237.49
005046,134970,2765.14
005046,178640,2749.86
005046,185167,2022.44
005046,190500,2712.26
005046,204242,2686.40
005048,097632,3250.48
005048,118052,2953.16
005048,121657,7247.18
005048,178128,3111.81
005048,178136,3687.64
005051,002534,3954.40
005051,067083,4190.60
005051,077330,4541.97
005051,080292,4069.56
005053,067083,2293.90
005053,076643,4184.73
005053,123650,2739.29
005053,190500,2063.57
005058,010880,3652.38
005058,077330,3615.95
005058,080292,3652.38
005061,010880,3761.67
005061,077330,4509.07
005061,164577,3620.65
005061,190560,3901.51
005063,007838,3865.08
005063,076643,3620.65
005063,080292,3801.63
005063,090328,3705.26
005066,080241,2104.70
005066,090328,2154.06
005066,119210,1782.71
005066,156744,2245.72
005066,183270,2324.46
005067,077330,4278.74
005067,090328,3942.64
005067,118184,9021.66
005067,190560,3645.33
005069,077330,4339.85
005069,080292,3680.58
005069,090328,3742.87
005069,105120,3464.36
005071,076643,3983.77
005071,080292,2526.58
005071,090328,2322.11
005071,465194,2519.53
005072,080292,2324.46
005072,090328,2472.53
005072,183270,2423.17
005072,465194,2418.47
005073,080241,2178.74
005073,090328,2282.15
005073,183270,2138.78
005076,044873,2659.38
005076,076643,3320.99
005076,080241,3359.77
005076,102385,2805.09
005076,103764,6267.10
005076,149802,2479.58
005076,151017,3378.57
005076,178640,2765.14
005076,178659,2752.21
005076,185566,3689.99
005079,077330,4869.84
005079,118184,9310.75
005079,118206,4024.91
005082,024155,2774.54
005082,043680,2774.54
005082,118184,7573.87
005082,118206,8297.77
005084,076643,3217.57
005084,156744,2397.32
005084,465194,2397.32
005086,178128,3465.53
005086,178136,2719.31
005086,197645,3093.01
005087,097632,3120.04
005087,118184,9141.53
005087,178136,2971.97
005087,197645,3046.00
005090,009130,2174.04
005090,067083,2063.57
005090,123650,2128.21
005090,175137,2149.36
005092,080241,1911.98
005092,156744,2398.49
005092,333069,2300.95
005092,356476,2300.95
005092,465194,2590.04
005093,012190,2174.04
005093,067083,2008.34
005093,175137,2174.04
006001,038741,4801.68
006001,052450,7691.39
006001,075930,5711.25
006001,081965,5113.10
006001,203998,5209.46
006002,024970,5155.40
006002,052450,7140.24
006002,136140,5155.40
006002,203998,5155.40
006006,029475,6203.64
006006,076694,6203.64
006006,170003,6466.88
006006,181080,7381.15
006007,029475,6630.22
006007,036242,8471.69
006007,076694,6006.22
006007,109860,8343.60
006007,121320,9282.55
006007,170003,8337.72
006007,181080,8448.19
006008,095435,8056.86
006008,108901,8384.73
006008,170003,9182.66
006008,181080,8266.04
006009,095435,8434.09
006009,108901,8273.09
006009,170003,9034.59
006009,197599,8310.69
006010,092762,10290.83
006010,101010,8490.49
006010,108901,7726.64
006010,197599,8203.76
006011,024970,6489.20
006011,038741,4906.27
006011,075930,4835.76
006011,081965,4890.99
006011,203998,4936.83
006012,052450,8014.56
006012,075930,6322.33
006012,145130,6251.82
006013,052450,8127.37
006013,136328,6191.89
006013,145130,6228.32
006014,036242,6691.33
006014,052450,6691.33
006014,121320,6691.33
006015,095435,7852.38
006015,108901,8012.21
006015,129518,7665.53
006015,181080,7733.69
006016,095435,8095.64
006016,108901,8471.69
006016,168610,8367.10
006016,197599,8322.45
006017,054950,8073.31
006017,101010,8012.21
006017,108901,7282.43
006017,197599,7964.02
006020,008800,5594.91
006020,026174,6665.48
006020,136140,5290.55
006020,136328,7181.37
006020,148040,4727.65
006020,167185,5290.55
006021,008800,6663.13
006021,136328,6700.73
006021,167185,6553.84
006023,036242,6862.90
006023,181080,8141.47
006023,199966,7255.41
006024,054950,8422.33
006024,095435,8258.99
006024,129518,8348.30
006024,181080,8243.71
006025,054950,8095.64
006025,181080,7728.99
006025,199966,8251.94
006026,168610,5670.12
006027,054950,6677.23
006027,072818,7784.23
006027,101010,7336.49
006027,168610,8327.15
006032,008800,6013.27
006032,101184,7006.27
006032,148040,5316.40
006036,072818,6302.35
006036,141020,6302.35
006036,199966,8429.39
006038,015210,3967.32
006038,058874,3416.17
006038,168491,4080.14
006038,170755,3738.17
006039,058874,4221.16
006039,059854,3979.07
006039,168491,3572.47
006039,170755,3216.40
006040,000582,3842.76
006040,015210,4450.31
006040,054666,4450.31
006040,058874,4109.52
006040,059854,3548.97
006043,015210,4049.58
006043,121789,3157.64
006043,126900,4121.27
006044,015210,4013.15
006044,121789,3156.47
006044,126900,4252.89
006044,191540,4104.82
006045,015210,4886.29
006045,104078,4247.01
006045,126900,3687.64
006045,191540,4149.47
006045,422258,4457.36
006047,038008,3865.08
006047,058874,4188.25
006047,059854,4057.81
006047,168491,3654.73
006047,198765,3865.08
006047,218227,3639.45
006047,441961,3782.82
006048,000582,3779.30
006048,058874,4063.69
006048,059854,3905.04
006048,097632,3897.99
006048,099767,3658.26
006048,099775,4080.14
006049,000582,3579.52
006049,099767,3780.47
006051,010030,3880.36
006051,097586,5740.63
006051,099414,3937.94
006051,145092,3335.09
006053,003786,4162.40
006053,010030,4006.10
006053,078530,3787.52
006053,133175,5898.10
006054,115380,3782.82
006054,126900,3732.29
006054,168491,3832.18
006055,000582,3953.22
006055,097632,3484.33
006055,099775,4091.89
006055,118036,3498.44
006056,000582,3894.46
006056,000604,3386.80
006056,010030,3886.24
006056,010065,3658.26
006056,097632,3861.56
006056,099414,3601.85
006057,010030,4047.23
006057,010065,3782.82
006057,099414,3393.85
006057,145092,3400.90
006058,003786,3715.84
006058,010030,3921.49
006058,073296,3725.24
006059,088714,3735.82
006059,115380,3708.79
006059,121649,3883.89
006059,121657,8034.53
006059,196606,3505.49
006060,010030,4458.54
006060,115380,4453.84
006060,121649,3751.09
006060,121657,6437.50
006063,054666,4217.63
006063,097551,4210.58
006063,099414,4214.10
006064,021156,6002.69
006064,052450,7522.17
006064,092762,8141.47
006064,121320,7492.79
006068,015210,4097.76
006068,059854,3839.23
006068,168491,4011.98
006068,336157,3782.82
006073,059854,3346.84
006073,168491,3665.31
006073,218227,3507.84
006074,104078,4164.75
006074,115380,4138.90
006074,126900,3776.95
006074,168491,4283.44
007001,013560,4143.60
007001,057975,3854.51
007001,077283,4168.27
007001,163830,4078.96
007002,019127,4202.35
007002,101010,3927.37
007002,113379,4154.17
007002,149098,3997.88
007002,163830,3694.69
007006,019127,3694.69
007006,101010,3661.78
007006,147508,3534.87
007006,153583,4135.37
007008,019127,3906.21
007008,113379,3789.87
007008,147508,4035.48
007008,198625,3675.88
007013,080233,3827.48
007013,101010,3887.41
007013,147508,4136.54
007013,153583,4021.38
007022,013560,10578.74
007022,096466,7551.54
007022,098477,7258.93
007022,187364,6969.84
007031,013560,9978.24
007031,098477,8137.95
007031,135968,6967.49
007031,136220,6737.16
007043,013560,10859.61
007043,087718,10860.78
007043,135968,7617.35
007043,136220,7596.20
007044,025763,9804.32
007044,096482,10344.89
007044,135968,10502.36
007044,136220,6377.56
007046,048283,7348.24
007046,096482,7348.24
007046,098477,7348.24
007046,195871,7348.24
007050,023000,6350.54
007050,032310,5768.83
007050,093726,5666.60
007050,169579,6033.24
007051,023000,5532.63
007051,046590,5880.47
007051,101010,7451.66
007052,023000,7382.32
007052,101010,7569.17
007052,198471,5345.78
007053,087718,9948.86
007053,096482,9394.19
007053,135968,9926.53
007053,175579,10437.72
007054,087718,7424.63
007054,099694,7424.63
007054,175579,10008.79
007054,195871,7424.63
007057,048283,6625.52
007057,096482,6444.55
007057,099694,6791.22
007057,197181,6550.31
007061,023019,5676.00
007061,025950,5534.98
007061,032310,5851.10
007062,023000,6014.44
007062,023019,5728.88
007062,025950,5965.09
007062,196894,6103.75
007069,032310,5637.22
007069,096482,5598.44
007069,099694,5731.23
007069,169579,5705.38
007070,023019,5847.57
007070,025950,5309.35
007070,032310,4980.31
007070,096482,5847.57
007070,170003,7382.32
007071,023019,5732.40
007071,025950,5836.99
007071,170003,5973.31
007071,196894,6428.10
007072,025950,5872.25
007072,105627,5792.34
007072,170003,7115.56
007072,196894,7450.48
007075,092762,8365.93
007075,101010,7475.16
007075,170003,8697.32
007075,189693,6148.41
007076,131415,6759.49
007076,181021,6797.10
007076,197181,7059.15
007085,021156,6007.39
007085,032310,5844.04
007085,096482,6188.36
007085,099694,6331.73
007085,170003,6670.18
007086,021156,5242.37
007086,032310,6033.24
007086,099694,6000.34
007086,181021,6114.33
007087,021156,6190.72
007087,092762,8031.01
007087,170003,7029.78
007087,181021,5836.99
007088,170003,6203.64
007090,021156,6369.34
007090,032310,4980.31
007090,065234,5201.23
007090,092762,7938.17
007090,181021,5517.35
007091,065234,5750.03
007091,092762,8253.11
007091,188042,5557.31
008002,028690,3967.32
008002,062634,4021.38
008002,149098,4128.32
008002,170534,3908.56
008002,198625,4090.71
008003,002160,3764.02
008003,062634,4395.08
008003,170534,4066.04
008003,198625,4143.60
008004,002160,4335.15
008004,062634,4510.24
008004,118834,5540.85
008004,170534,4171.80
008009,058815,3393.85
008009,062634,2660.55
008009,163210,3024.85
008009,170534,3591.27
008012,002160,3921.49
008012,045160,4071.91
008012,170534,4250.53
008012,198625,4098.94
008013,002160,4135.37
008013,118834,5733.58
008013,147508,4395.08
008013,170534,3943.82
008014,118834,5795.86
008014,144533,4355.12
008014,147508,4553.72
008014,170534,4097.76
008015,082554,4324.57
008015,144533,4105.99
008015,147508,4506.72
008015,170534,3798.10
008016,082554,4499.67
008016,147508,3564.24
008016,170534,4499.67
008016,171158,3806.33
008017,147508,3328.04
008017,163210,3044.83
008017,170534,3089.48
008017,171158,3259.88
008018,058815,3031.90
008018,147508,2939.06
008018,163210,3627.70
008018,170534,3063.63
008019,050989,3042.48
008019,058815,3123.56
008019,147508,2806.27
008019,170534,3053.05
008021,040126,3586.57
008021,080233,4624.23
008021,103829,3883.89
008021,118834,4883.94
008022,080233,3845.11
008022,118834,5609.01
008022,144533,4378.63
008022,147508,4109.52
008023,080233,4121.27
008023,082554,4161.22
008023,144533,4191.78
008023,147508,4023.73
008024,080233,3564.24
008024,082554,4105.99
008024,147508,3022.50
008024,171158,4390.38
008025,080233,2801.57
008025,147508,2998.99
008025,163210,2746.34
008025,171158,4402.13
008026,052922,2768.66
008026,058815,3111.81
008026,147508,3456.13
008026,163210,3111.81
008034,080233,3491.38
008034,082554,3973.20
008034,086568,4117.74
008034,144533,3610.08
008036,052922,2514.83
008036,080233,2178.74
008036,086568,2987.24
008036,163210,2464.30
008036,171158,3360.94
008037,052922,2564.19
008037,058815,2593.57
008037,086568,2823.90
008037,163210,2696.98
008038,050989,2374.99
008038,052922,2370.29
008038,058815,2916.73
008038,080233,2445.50
008038,086568,2463.12
008039,050989,2481.93
008039,111376,12557.70
008039,113468,3268.11
008039,119660,6761.84
008039,137332,2953.16
008039,147508,2090.60
008039,151408,3109.46
008039,181935,6147.23
008045,086568,4272.86
008045,118834,5846.39
008045,144533,4324.57
008045,173746,4162.40
008053,040126,5084.89
008053,046590,5331.68
008053,101010,7696.09
008053,151416,5084.89
008057,082554,4580.75
008057,093688,5801.74
008057,151416,4365.70
008057,171158,8848.92
008058,046590,12476.62
008058,062855,10611.65
008058,151416,9908.90
008058,171158,12628.21
008059,012670,8625.64
008059,046590,12860.89
008059,062855,9838.40
008059,113468,11212.15
008059,151416,9322.50
008060,012670,9336.60
008060,113468,9585.74
008060,137332,8582.16
008060,151408,9705.60
008060,151416,9612.77
008061,040126,4905.10
008061,101010,7665.53
008061,113395,7539.79
008061,118834,5081.37
008061,151416,4725.30
008065,062855,17344.11
008065,085367,11087.59
008065,151416,9568.11
008065,171158,12944.33
008066,012670,8808.96
008066,062855,17976.34
008066,085367,9371.86
008066,151416,8821.89
008067,012670,8369.45
008067,085367,8336.55
008067,151416,9018.14
008067,191779,8038.06
008068,085367,10283.78
008068,151408,9496.43
008068,166634,10200.34
008068,191779,9824.29
008070,085367,4361.00
008070,118834,4840.46
008070,144533,4617.18
008070,198471,4505.54
008073,062855,18460.51
008073,085367,11101.69
008073,171158,12373.20
008073,198471,10874.88
008074,012670,9845.45
008074,062855,18293.63
008074,085367,9066.32
008074,198471,10042.87
008075,012670,9012.26
008075,085367,8890.05
008075,191779,8818.36
008075,198471,8937.05
008076,085367,8028.66
008076,166634,8244.89
008076,191779,8886.52
008076,198471,9579.86
008078,025950,4821.66
008078,113395,7914.67
008078,144533,4695.92
008078,198471,4943.88
008081,025950,11804.43
008081,062855,18181.99
008081,171158,13891.50
008081,198471,11550.60
008082,012670,9313.10
008082,025950,9089.82
008082,062855,17512.16
008082,198471,9334.25
008083,012670,9531.68
008083,025950,9107.45
008083,191779,9649.20
008083,198471,8973.48
008088,025950,10891.33
008088,062855,17652.00
008088,171158,12662.29
008088,189693,11279.14
008089,012670,8494.02
008089,025950,9071.02
008089,062855,16919.88
008089,189693,8947.63
008090,012670,8744.33
008090,025950,8566.88
008090,054607,8905.32
008090,189693,8757.25
008093,062855,17764.81
008093,092762,11638.73
008093,171158,13032.47
008093,189693,12594.13
008094,012670,8831.29
008094,062855,17455.75
008094,092762,13581.26
008094,189693,9031.06
009001,015210,3352.72
009001,126900,4001.40
009001,148040,5742.98
009001,167088,5314.05
009001,177156,3648.86
009004,121789,3677.06
009004,126900,3727.59
009004,191540,4068.39
009004,196134,3564.24
009005,045039,4160.05
009005,126900,3564.24
009005,175170,3882.71
009005,191540,4239.96
009006,045039,3920.32
009006,126900,4309.29
009006,168491,3921.49
009006,175170,4886.29
009007,045039,3912.09
009007,126900,3819.25
009007,132713,3753.44
009007,168491,3854.51
009008,045039,3858.03
009008,058874,3967.32
009008,115380,4034.31
009008,132713,3819.25
009011,015210,3635.93
009011,045039,3590.10
009011,121789,3728.77
009011,196134,3420.88
009011,334545,3349.19
009012,045039,5653.67
009012,121789,3717.01
009012,191540,4239.96
009012,196134,4216.46
009014,043214,9226.14
009014,070050,6142.53
009014,095460,7288.31
009014,148040,7163.74
009014,162124,6988.65
009014,164291,6992.17
009015,043478,6036.77
009015,095460,6800.62
009015,153729,6839.40
009015,171271,5274.09
009016,095460,6774.77
009016,153729,7358.82
009016,182320,7303.59
009017,095460,4994.41
