sql,nivel_preservacao,atos_tombamento,denominacao,endereco_secundario,endereco_oficial,subprefeitura,situacao,erro
"0030340001","TOMBADO","RES. 06/16 - TOMBAMENTO, PELO CONPRESP, DOS IMOVEIS PROPOSTOS COMO ZEPEC PELA LEI 13.885 (ARTIGO 1º - ITEM 3); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04; RES. 26/04 - APT DOS IMOVEIS PROPOSTOS COMO ZEPEC; A.E. DO QUARTEL DO 2º BATALHAO DE GUARDAS (A.E. TEO RES. 05/91 - CONPRESP); A.E. DO QUARTEL DO 2º BATALHAO DE GUARDAS (A.E. RES. SC 33/81 - CONDEPHAAT)","CONGREGACAO PEQUENAS IRMAS DIVINA PROVIDENCIA","MOOCA 93, 113, RUA DA","R DA MOOCA, 00093","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0250370018","TOMBADO","RES. 06/16 - TOMBAMENTO, PELO CONPRESP, DOS IMOVEIS PROPOSTOS COMO ZEPEC PELA LEI 13.885 (ARTIGO 1º - ITEM 6 - TECELAGEM DE SEDA ITALO BRASILEIRA); RES. SC 30/18 - TOMBAMENTO DA TECELAGEM DE SEDA ITALO BRASILEIRA; A.E. DA E.E.P.S.G. PADRE ANCHIETA (TEO RES. 05/91); A.E. DA E.E.P.S.G. PADRE ANCHIETA (A.E. RES. SC 30/88 - CONDEPHAAT)","EDIFICIO NA RUA JOLI","MANUEL VITORINO 343, RUA DOUTOR C/ JOLI 143, RUA C/ SAMPSON 142, 146, RUA","R DR MANUEL VITORINO, 00343","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0250550043","TOMBADO","RES. 01/14 - TOMBAMENTO, PELO CONPRESP, DA ANTIGA GARAGEM DE BONDES DA LIGHT; A.E. DA E.E.P.S.G. PADRE ANCHIETA (TEO RES. 05/91); A.E. DA E.E.P.S.G. PADRE ANCHIETA (A.E. RES. SC 30/88 - CONDEPHAAT)","GARAGEM DE TROLEIBUS DA CMTC / ANTIGA GARAGEM DE BONDES","CELSO GARCIA 142, 158, AV. C/ COSTA VALENTE 314, 326, R. DOUTOR C/ JOAO ALVES DE LIMA 153, R. DOUTOR","R DR COSTA VALENTE, 00314","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020170080","TOMBADO","RES. 06/16 - TOMBAMENTO, PELO CONPRESP, DOS IMOVEIS PROPOSTOS COMO ZEPEC PELA LEI 13.885 (ARTIGO 1º - ITEM 2); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04; RES. 26/04 - APT DOS IMOVEIS PROPOSTOS COMO ZEPEC; A.E. DA VILA ECONOMIZADORA (TEO RES. 05/91); A.E. RES. SC 36/80","","CAETANO S/N, R. SAO C/ ANDRADE 791, 793, 803, 813, R. MONSENHOR C/ ESTADO S/N, AV. DO C/ PARI 1, LARGO DO","LG DO PARI, 00001","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0250800000","SEM_DADO","","","","","","",""
"0270840016","TOMBADO - PRESERVAÇÃO TOTAL","RES. 05/91 - TEO ESTACAO DO BRAS; RES. SC 22/82 - TOMBAMENTO, PELO CONDEPHAAT, DA ANTIGA ESTACAO DO BRAS","ESTACAO DO BRAS","CICERO S/ N, PR. AGENTE C/ DOMINGOS PAIVA S/N, R.","AV RANGEL PESTANA, 99999","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0030600105","EM PROCESSO DE TOMBAMENTO","RES. 23/16 - APT DOS IMOVEIS INDICADOS PELA POPULACAO COMO ZEPEC; A.E. DA HOSPEDARIA DOS IMIGRANTES (A.E. RES. SC 27/82 - SO CONDEPHAAT)","","ANDRE DE LEAO 3, 5, 15, 55, RUA","R ANDRE DE LEAO, 00003","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020790026","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 116)","VILA QUEIROGA","QUEIROGA 10, VILA","TV QUEIROGA, 00010","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020480043","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA","","ANDRADE 318, RUA MONSENHOR C/ SAMPAIO MOREIRA S/N, RUA","R MONS ANDRADE, 00318","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020790029","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 119); A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91); A.E. RES. SC 29/82","VILA QUEIROGA","QUEIROGA 16, VILA","TV QUEIROGA, 00016","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020790028","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 118); A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91); A.E. RES. SC 29/82","VILA QUEIROGA","QUEIROGA 14, VILA","TV QUEIROGA, 00014","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020760076","TOMBADO","RES. 09/12 - TOMB. DO COMPLEXO INDUSTRIAL DO GASOMETRO DO BRAS; RES. 02/19 - R.A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91 - ART. 3º - ITEM 1.1. - LISTADO COMO A.E.); RES. SC 17/04 - R.A.E. DO PALACIO DAS INSDUSTRIAS (LISTADO COMO A.E.); CONSTAVA DA RES. 44/92 REFERENTE AOS IMOVEIS ENQUADRADOS COMO Z8-200","CASA DAS RETORTAS / ANTIGO GASOMETRO","GASOMETRO 100, R. DO C/ FIGUEIRA S/N, R. DA C/ MARIA DOMITILA 79, R.","R MARIA DOMITILA, 00079","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020480044","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA","","SAMPAIO MOREIRA 51, RUA C/ ANDRADE S/N, RUA MONSENHOR","R SAMPAIO MOREIRA, 00051","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020780010","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 104)","VILA QUEIROGA","QUEIROGA 7, VILA","TV QUEIROGA, 00007","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020780004","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 110); A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91); A.E. RES. SC 29/82","VILA QUEIROGA","QUEIROGA 19, VILA","TV QUEIROGA, 00019","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020780003","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 111); A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91); A.E. RES. SC 29/82","VILA QUEIROGA","QUEIROGA 21, VILA","TV QUEIROGA, 00021","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020780006","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 108); A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91); A.E. RES. SC/82","VILA QUEIROGA","QUEIROGA 15, VILA","TV QUEIROGA, 00015","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020780005","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 109); A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91); A.E. RES. SC 29/82","VILA QUEIROGA","QUEIROGA 17, VILA","TV QUEIROGA, 00017","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020780008","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 106); A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91); A.E. RES. SC 29/82","VILA QUEIROGA","QUEIROGA 11, VILA","TV QUEIROGA, 00011","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0030150002","TOMBADO","RES. 29/14 - TEO DA EEPG ROMAO PUIGGARI; RES. SC 60/10 - TOMBAMENTO, PELO CONDEPHAAT, DE 129 ESCOLAS ESTADUAIS (SENDO 12 NA CAPITAL); A.E. DA ESTACAO DO BRAS (TEO RES. 05/91); A.E. RES. SC 22/82","EEPG ROMAO PUIGGARI","RANGEL PESTANA 1482, AV.","AV RANGEL PESTANA, 01482","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020480045","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA","","SAMPAIO MOREIRA 63, RUA C/ ANDRADE 370, RUA MONSENHOR","R SAMPAIO MOREIRA, 00063","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020790025","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 115)","VILA QUEIROGA","QUEIROGA 8, VILA","TV QUEIROGA, 00008","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020830004","TOMBADO","RES. 46/18 - TOMBAMENTO, PELO CONPRESP, DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO; RES. 26/14 - TOMBAMENTO, PELO CONPRESP, DA IGREJA BOM JESUS DO BRAS (A.E. C RESTRICAO DE GABARITO: 7,00 METROS E OCUPACAO DO RECUO FRONTAL); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04","SOBRADOS A RUA JAIRO GOIS","JAIRO GOIS 46, RUA","R JAIRO GOIS, 00046","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020830003","TOMBADO","RES. 46/18 - TOMBAMENTO, PELO CONPRESP, DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO; RES. 26/14 - TOMBAMENTO, PELO CONPRESP, DA IGREJA BOM JESUS DO BRAS (LISTADO COMO A.E. C/ RESTRICAO DE GABARITO: 7,00 METROS E OCUPACAO DO RECUO FRONTAL); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04","SOBRADOS A RUA JAIRO GOIS","JAIRO GOIS 42, RUA","R JAIRO GOIS, 00042","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020830005","TOMBADO","RES. 46/18 - TOMBAMENTO, PELO CONPRESP, DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO; RES. 26/14 - TOMBAMENTO, PELO CONPRESP, DA IGREJA BOM JESUS DO BRAS (LISTADO COMO A.E. C/ RESTRICAO DE GABARITO: 7,00 METROS E OCUPACAO DO RECUO FRONTAL); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04","SOBRADOS A RUA JAIRO GOIS","JAIRO GOIS 50, RUA","R JAIRO GOIS, 00050","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020830002","TOMBADO","RES. 46/18 - TOMBAMENTO, PELO CONPRESP, DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO; RES. 26/14 - TOMB. DA IGREJA BOM JESUS DO BRAS (LISTADO COMO A.E. C/ RESTRICAO DE GABARITO: 7,00 METROS E OCUPACAO DO RECUO FRONTAL); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04","SOBRADOS A RUA JAIRO GOIS","JAIRO GOIS 38, RUA","R JAIRO GOIS, 00038","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020480047","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA","","SAMPAIO MOREIRA 111, RUA","R SAMPAIO MOREIRA, 00111","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020760077","TOMBADO","RES. 09/12 - TOMB. DO COMPLEXO INDUSTRIAL DO GASOMETRO DO BRAS; RES. 02/19 - R.A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91 - ART. 3º - ITEM 1.1. - LISTADO COMO A.E.); RES. SC 17/04 - R.A.E. DO PALACIO DAS INSDUSTRIAS (LISTADO COMO A.E.); CONSTAVA DA RES. 44/92 REFERENTE AOS IMOVEIS ENQUADRADOS COMO Z8-200","CASA DAS RETORTAS / ANTIGO GASOMETRO","GASOMETRO 100, R. DO C/ FIGUEIRA S/N, R. DA C/ MARIA DOMITILA 79, R.","R DO GASOMETRO, 00100","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0250410018","TOMBADO - PRESERVAÇÃO TOTAL","RES. 05/91 - TEO EEPSG PADRE ANCHIETA; RES. SC 35/17 - REVISAO DA RES. SC 30/88; RES. SC 30/88 - TOMBAMENTO, PELO CONDEPHAAT, DA EEPSG PADRE ANCHIETA (ANTIGA ESCOLA NORMAL DO BRAS); PROC. SC 24.929/86 - APT DE 162 ESCOLAS ESTADUAIS (13 NA CAPITAL)","EEPSG PADRE ANCHIETA / ANT. ESCOLA NORMAL DO BRAS","ABAETE 154, R. VISCONDE DE C/ RANGEL PESTANA 2401, AV.","R DE VISC ABAETE, 00154","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0030610002","TOMBADO","RES. 47/18 - TOMBAMENTO DOS ARMAZENS GERAIS PIRATININGA; RES. 16/11 - APT ARMAZENS GERAIS PIRATININGA; A.E. DA HOSPEDARIA DOS IMIGRANTES (A.E. RES. SC 27/82 - SO CONDEPHAAT)","ARMAZENS GERAIS PIRATININGA","MOOCA 1415, 1483,1487, RUA DA C/ DOMINGOS PAIVA S/N, RUA","R DA MOOCA, 01415","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020790027","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 117); A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91); A.E. RES. SC 29/82","VILA QUEIROGA","QUEIROGA 12, VILA","TV QUEIROGA, 00012","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020480042","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA","","ANDRADE 382, RUA MONSENHOR","R MONS ANDRADE, 00382","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020480046","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA","","SAMPAIO MOREIRA 79, 91, RUA","R SAMPAIO MOREIRA, 00079","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020830001","TOMBADO","RES. 26/14 - TOMBAMENTO, PELO CONPRESP, DA IGREJA BOM JESUS DO BRAS COM ESTABELECIMENTO DE A.E. C/ RESTRICAO DE GABARITO E OCUPACAO DOS RECUOS; PROC. SC Nº 73.628/2015 - APT, PELO CONDEPHAAT, DA IGREJA BOM JESUS DE MATOSINHOS DO BRAS (DOE 16/01/2015, P. 43)","IGREJA DA PARÓQUIA DO SENHOR BOM JESUS DE MATOSINHOS DO BRÁS","RANGEL PESTANA 1419, 1421, AVENIDA C/ ANDRADE 77, RUA MONSENHOR","R MONS ANDRADE, 00049","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020480048","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA","","SAMPAIO MOREIRA 117, RUA","R SAMPAIO MOREIRA, 00117","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020480049","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA","","SAMPAIO MOREIRA 127, RUA","R SAMPAIO MOREIRA, 00127","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020830007","TOMBADO","RES. 46/18 - TOMBAMENTO, PELO CONPRESP, DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO; RES. 26/14 - TOMBAMENTO, PELO CONPRESP,. DA IGREJA BOM JESUS DO BRAS (LISTADO COMO A.E. C/ RESTRICAO DE GABARITO: 7,00 METROS E OCUPACAO DO RECUO FRONTAL); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04","SOBRADOS A RUA JAIRO GOIS","JAIRO GOIS 58, RUA","R JAIRO GOIS, 00058","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0030150062","TOMBADO","RES. 24/16 - TOMB. DA 1ª ESCOLA PROFISSIONAL MASCULINA DO BRAS; RES. 04/14 - APT DA 1a. ESCOLA PROFISSIONAL MASCULINA DO BRAS; A.E. DA ESTACAO ESTACAO DO BRAS (TEO RES. 05/91); A.E. RES. SC 22/82 - CONDEPHAAT","ESCOLA PROFISSIONAL MASCULINA DO BRAS","PIRATININGA 105, R.","R PIRATININGA, 00105","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0250380072","TOMBADO","RES. 06/16 - TOMBAMENTO, PELO CONPRESP, DOS IMOVEIS PROPOSTOS COMO ZEPEC PELA LEI 13.885 (ARTIGO 1º - ITEM 6 - TECELAGEM DE SEDA ITALO BRASILEIRA); RES. SC 30/18 - TOMBAMENTO DA TECELAGEM DE SEDA ITALO BRASILEIRA;","EDIFICIO NA RUA JOLI","JOLI 294, RUA C/ EUCLIDES DA CUNHA S/N, RUA C/ SAMPSON S/N, RUA","R JOLI, 00294","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0250800075","TOMBADO","RES. 29/14 - TEO DA ETE CARLOS DE CAMPOS; RES. SC 60/10 - TOMBAMENTO, PELO CONDEPHAAT, DE 129 ESCOLAS ESTADUAIS (SENDO 12 NA CAPITAL)","ETE CARLOS DE CAMPOS","ANDRADE 798, R. MONSENHOR","R MONS ANDRADE, 00798","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0250610053","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 30) ; RES. 14/14 - CONSOLIDACAO.-RETIFICACAO TERMOS DA RES. 26/04; RES. 26/04 - APT DOS IMOVEIS PROPOSTOS COMO ZEPEC; A.E. DA E.E.P.S.G. PADRE ANCHIETA (TEO RES. 05/91); A.E. DA E.E.P.S.G. PADRE ANCHIETA (A.E. RES. SC 30/88 - CONDEPHAAT)","ABRIGO RUA URUGUAIANA","URUGUAIANA 375, R. C/ MACHADO 279, 283, R. BRIGADEIRO","R BRIG MACHADO, 00279","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0250550002","TOMBADO","RES. 01/14 - TOMBAMENTO, PELO CONPRESP; DA ANTIGA GARAGEM DE BONDES DA LIGHT; RES. SC 02/08 - TOMBAMENTO, PELO CONDEPHAAT; DA ANTIGA ESTACAO DE BONDES DO BRAS; A.E. DA E.E.P.S.G. PADRE ANCHIETA (TEO RES. 05/91); A.E. DA E.E.P.S.G. PADRE ANCHIETA (A.E. RES. SC 30/88 - CONDEPHAAT)","GARAGEM DE TROLEIBUS DA CMTC / ANTIGA GARAGEM DE BONDES","CELSO GARCIA 142, 158, AV. C/ COSTA VALENTE 314, 326, R. DOUTOR C/ JOAO ALVES DE LIMA 153, R. DOUTOR","AV CELSO GARCIA, 00158","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0250440031","TOMBADO","RES. 06/16 - TOMBAMENTO, PELO CONPRESP, DOS IMOVEIS PROPOSTOS COMO ZEPEC PELA LEI 13.885 (ARTIGO 1º - ITEM 6 - TECELAGEM DE SEDA ITALO BRASILEIRA); RES. SC 30/18 - TOMBAMENTO DA TECELAGEM DE SEDA ITALO BRASILEIRA; A.E. DA E.E.P.S.G. PADRE ANCHIETA (TEO RES. 05/91); A.E. DA E.E.P.S.G. PADRE ANCHIETA (A.E. RES. SC 30/88 - CONDEPHAAT)","","JOLI 179, 273, RUA C/ MANUEL VITORINO 232, 280, 322, RUA DOUTOR","R JOLI, 00273","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0250550044","TOMBADO","RES. 01/14 - TOMBAMENTO, PELO CONPRESP, DA ANTIGA GARAGEM DE BONDES DA LIGHT; RES. SC 02/08 - TOMBAMENTO, PELO CONDEPHAAT, DA ANTIGA ESTACAO DE BONDES DO BRAS; A.E. DA E.E.P.S.G. PADRE ANCHIETA (TEO RES. 05/91); A.E. DA E.E.P.S.G. PADRE ANCHIETA (A.E. RES. SC 30/88 - CONDEPHAAT)","GARAGEM DE TROLEIBUS DA CMTC / ANTIGA GARAGEM DE BONDES","CELSO GARCIA 142, 158, AV. C/ COSTA VALENTE 314, 326, R. DOUTOR C/ JOAO ALVES DE LIMA 153, R. DOUTOR","AV CELSO GARCIA, 00142","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020790022","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 112)","VILA QUEIROGA","QUEIROGA 2, VILA","TV QUEIROGA, 00002","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020790023","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 113)","VILA QUEIROGA","QUEIROGA 4, VILA","TV QUEIROGA, 00004","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020780013","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 101)","VILA QUEIROGA","QUEIROGA 1, VILA","TV QUEIROGA, 00001","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020480027","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA; RES. SC 102/18 - TOMBAMENTO ANTIGO MOINHO MATARAZZO (LISTADO COMO A.E. C/ RESTRICAO DE GABARITO, PROIBICAO DE DEMOLICAO E OCUPACAO DE RECUOS)","","BUCOLISMO 82, RUA DO","R DO BUCOLISMO, 00082","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020480028","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA; RES. SC 102/18 - TOMBAMENTO ANTIGO MOINHO MATARAZZO (LISTADO COMO A.E. C/ RESTRICAO DE GABARITO, PROIBICAO DE DEMOLICAO E OCUPACAO DE RECUOS)","","BUCOLLISMO 74, RUA DO","R DO BUCOLISMO, 00074","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020780011","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 103)","VILA QUEIROGA","QUEIROGA 5, 5-A, VILA","TV QUEIROGA, 00005","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020790032","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 122); A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91); A.E. RES. SC 29/82","VILA QUEIROGA","QUEIROGA 22, VILA","TV QUEIROGA, 00022","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020790031","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 121); A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91); A.E. RES. SC 29/82","VILA QUEIROGA","QUEIROGA 20, VILA","TV QUEIROGA, 00020","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020790030","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 120); A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91); A.E. RES. SC 29/82","VILA QUEIROGA","QUEIROGA 18, VILA","TV QUEIROGA, 00018","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
