sql,nivel_preservacao,atos_tombamento,denominacao,endereco_secundario,endereco_oficial,subprefeitura,situacao,erro
"0732850002","TOMBADO","RES. 41/17 - TOMBAMENTO DO CLUBE ESPERIA;","CLUBE ESPERIA","LEITAO DE CARVALHO 65, RUA MARECHAL C/ ASSIS CHATEAUBRIAND S/N, AVENIDA","R MAL LEITAO DE CARVALHO, 99999","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0732850001","TOMBADO","RES. 41/17 - TOMBAMENTO DO CLUBE ESPERIA; RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04; RES. 26/04 - APT DOS IMOVEIS PROPOSTOS COMO ZEPEC","CLUBE ESPERIA","LEITAO DE CARVALHO 65, RUA MARECHAL C/ ASSIS CHATEAUBRIAND S/N, AVENIDA","R MAL LEITAO DE CARVALHO, 00065","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0730400021","TOMBADO","RES. 29/14 - TEO DA EEPG PADRE ANTONIO VIEIRA; RES. SC 60/10 - TOMBAMENTO, PELO CONDEPHAAT, DE 129 ESCOLAS ESTADUAIS (SENDO 12 NA CAPITAL)","EEPG PADRE ANTONIO VIEIRA","CRUZEIRO DO SUL 3301, AV.","AV CRUZEIRO DO SUL, 03301","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0180000000","SEM_DADO","","","","","","",""
"0721400051","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 20); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 3","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400045","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 14); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 9","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400044","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 13); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 10","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400053","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 22); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 1","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400057","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 26); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 410, RUA MARECHAL","R MAL HERMES DA FONSECA, 00410","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400055","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 24); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 414, RUA MARECHAL","R MAL HERMES DA FONSECA, 00414","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400107","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 28); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 392, 396, RUA MARECHAL","R MAL HERMES DA FONSECA, 00390","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721060034","TOMBADO","RES. 17/18 - TOMBAMENTO DO CONJUNTO DE 10 ESCOLAS PÚBLICAS; RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO","EE FRONTINO GUIMARAES / JOSE MARIA DA SILVA NEVES","PAULO GONCALVES 55, RUA","R PAULO GONCALVES, 00055","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400052","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 21); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 2","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400041","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 11); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 12","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0701500031","TOMBADO","RES. 21/18 - TOMB. CONJUNTO DE 5 (CINCO) IMÓVEIS RESIDENCIAIS NA REGIAO NORTE; RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO","","CASA FORTE 166, RUA","R CASA FORTE, 00166","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400054","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 23); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 1-A","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400108","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 29); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 388, 390, RUA MARECHAL","R MAL HERMES DA FONSECA, 00388","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400040","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 10); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 11","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400046","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 15); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 8","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0691630002","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 9); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","CAPELA DO COLEGIO SANTANA","VOLUNTARIOS DA PATRIA 2678, RUA C/ SANTANA S/N, LARGO DE","LG DE SANTANA, 99999","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"3041250009","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 32); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DA RES. 26/CONPRESP/2004; RES. 26/04 - APT DOS IMOVEIS PROPOSTOS COMO ZEPEC PELA LEI 13.885/2004","EDIFICIO ERICSON DO BRASIL","MARIA PRESTES MAIA 300, RUA","R MARIA PRESTES MAIA, 00300","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400043","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 12); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 12-A","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0730320002","EM PROCESSO DE TOMBAMENTO","RES. 23/16 - APT DOS IMOVEIS INDICADOS PELA POPULACAO COMO ZEPEC","CONJUNTO DA AES - ELETROPAULO","VOLUNTARIOS DA PATRIA 1068, RUA","R VOLUNTARIOS DA PATRIA, 01068","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721080115","TOMBADO","RES. 21/18 - TOMB. CONJUNTO DE 5 (CINCO) IMÓVEIS RESIDENCIAIS NA REGIAO NORTE; RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO","CHACARA BARUEL / BIBLIOTECA MUNICIPAL NARBAL FONTES","MOREIRA DE BARROS 170, RUA CONSELHEIRO C/ ESTEFANIA MENDES PEREIRA S/N, RUA","R CONS MOREIRA DE BARROS, 00170","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400048","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 17); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 6","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721080125","TOMBADO","RES. 21/18 - TOMB. CONJUNTO DE 5 (CINCO) IMÓVEIS RESIDENCIAIS NA REGIAO NORTE; RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO","CHACARA BARUEL / BIBLIOTECA MUNICIPAL NARBAL FONTES","VOLUNTARIOS DA PATRIA 2677, RUA","R VOLUNTARIOS DA PATRIA, 02677","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400047","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 16); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 5","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400049","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 18); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 7","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400106","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 27); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 398, 400, RUA MARECHAL","R MAL HERMES DA FONSECA, 00398","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400050","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 19); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 404, RUA MARECHAL - CASA 4","R MAL HERMES DA FONSECA, 00404","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0721400056","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 25); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","VILA DOS HOLANDESES","HERMES DA FONSECA 412, RUA MARECHAL","R MAL HERMES DA FONSECA, 00412","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"3040090001","TOMBADO","RES. 38/18 - TOMB. DO CONJUNTO DA PENITENCIARIA DO ESTADO DE SAO PAULO / CASA DO ADMINISTRADOR / VEGETACAO MATA ATLANTICA); RES. 15/01 - APT DO CONJUNTO DA PENITENCIARIA DO ESTADO DE SAO PAULO / CASA DO ADMINISTRADOR / VEGETACAO MATA ATLANTICA)","PENITENCIARIA DO ESTADO/COMPLEXO PENITENCIARIO DO CARANDIRU","CRUZEIRO DO SUL 2516, AVENIDA","AV CRUZEIRO DO SUL, 02516","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"3040090002","TOMBADO","RES. 38/18 - TOMB. DO CONJUNTO DA PENITENCIARIA DO ESTADO DE SAO PAULO / CASA DO ADMINISTRADOR / VEGETACAO MATA ATLANTICA); RES. 15/01 - APT DO CONJUNTO DA PENITENCIARIA DO ESTADO DE SAO PAULO / CASA DO ADMINISTRADOR / VEGETACAO MATA ATLANTICA)","PENITENCIARIA DO ESTADO/COMPLEXO PENITENCIARIO DO CARANDIRU","ATALIBA LEONEL 656, AVENIDA GENERAL C/ ZAKI NARCHI S/N, AVENIDA C/ JOSE MAURICIO S/N, RUA DOM","AV GAL ATALIBA LEONEL, 00656","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0730390070","TOMBADO","RES. 40/17 - TOMBAMENTO DAS ESTACOES DO METRO; RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04; RES. 26/04 - APT DOS IMOVEIS PROPOSTOS COMO ZEPEC","ESTACAO SANTANA DO METRO","CRUZEIRO DO SUL 3173, 3201, AVENIDA","AV CRUZEIRO DO SUL, 03173","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0731570080","TOMBADO","RES. 40/17 - TOMBAMENTO DAS ESTACOES DO METRO PROJETADAS POR MARCELLO ACIOLLY FRAGELLI","ESTACAO TIETE DO METRO","CRUZEIRO DO SUL 1777, AVENIDA C/ COROA S/N, RUA DA","AV CRUZEIRO DO SUL, 01777","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0692070001","EM PROCESSO DE TOMBAMENTO","RES. 14/25 - ABERTURA DE PROCESSO DE TOMBAMENTO DA EDIFICAÇÃO CONHECIDA COMO MIRANTE DE SANTANA E DA PRAÇA VAZ GUAÇU","MIRANTE DE SANTANA E DA PRAÇA VAZ GUAÇU","","R PERO LEME, 99999","Subprefeitura de Santana - Tucuruvi","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0880190001","TOMBADO - PRESERVAÇÃO TOTAL","RES. 14/02 - TOMB. DEFINITIVO DO EIXO HISTORICO DE SANTO AMARO (PRESERVACAO INTEGRAL)","CENTRO HISTORICO DE SANTO AMARO","TREZE DE MAIO S/N, LARGO","LG TREZE DE MAIO, 99999","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0880900007","TOMBADO","RES. 34/18 - TOMBAMENTO DA CASA PERY CAMPOS; RES. 04/22 - ÁREA ENVOLTÓRIA DA CASA PERY CAMPOS; RES. 26/04 - APT DOS IMÓVEIS PROPOSTOS COMO ZEPEC; RES. 14/14 - CONSOLIDAÇÃO/RETIFICAÇÃO DOS TERMOS DA RES. 26/04.","CASA PERY CAMPOS","ELIAS ZARZUR 895, RUA COMENDADOR","R COMEN ELIAS ZARZUR, 00895","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0872530001","TOMBADO - PRESERVAÇÃO TOTAL","RES. 05/91 - TEO ANTIGO MERCADO DE SANTO AMARO; RES. 14/02 - T. DO EIXO HISTORICO DE SANTO AMARO; RES. SC S/N/72 - T., PELO CONDEPHAAT, DO ED. DO ANTIGO MERCADO DE SANTO AMARO; RES. 04/93 - APT DO EIXO HISTORICO DE SANTO AMARO","ANTIGO MERCADO DE SANTO AMARO","FRANCISCO FERREIRA LOPES S/N, PR. DOUTOR","PC DR FRANCISCO FERREIRA LOPES, 00434","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0873060028","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 14/02 - TOMB. DEFINITIVO DO EIXO HISTORICO DE SANTO AMARO (PRESERVACAO DAS CARACTERISTICAS ARQUITETONICAS EXTERNAS); A.E. DO ANTIGO MERCADO DE SANTO AMARO (A.E. RES. SC S/N/72 - SO CONDEPHAAT)","CENTRO HISTORICO DE SANTO AMARO","FRANCISCO FERREIRA LOPES 787, PR. DOUTOR","PC DR FRANCISCO FERREIRA LOPES, 00787","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0873740004","TOMBADO","RES. 01/10 - TOMB. DO EDIFICIO ORIGINAL DO SEMINARIO VERBO DIVINO; RES. 06/09 - APT DO SEMINARIO VERBO DIVINO E COLEGIO PUERI DOMUS","SEMINARIO VERBO DIVINO E COLEGIO PUERI DOMUS","VERBO DIVINO 993, R.","R VERBO DIVINO, 00993","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0873790188","TOMBADO","RES. 24/14 - TOMB. DA ANT. RESIDENCIA DO ARTISTA PLASTICO JULIO GUERRA; A.E. DO ANTIGO MERCADO DE SANTO AMARO (A.E. RES. SC S/N/72 - SO CONDEPHAAT)","RESIDÊNCIA E ESTÚDIO DO ARTISTA PLÁSTICO JÚLIO GUERRA","JOAO DIAS 750, AV.","AV JOAO DIAS, 00750","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0870640020","TOMBADO","RES. 21/14 - TOMB. DA E.E. ALBERTO CONTE; RES. 27/14 - REVISAO COM AJUSTE DO","CENTRO HISTORICO DE SANTO AMARO / EE PROF. ALBERTO CONTE","MARIO LOPES LEAO 120, AV.","AV MARIO LOPES LEAO, 00120","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0873400001","TOMBADO","RES. 27/14 - REVISAO COM AJUSTE DO TOMB. DO EIXO HISTORICO DE SANTO AMARO; RES. 14/02 - TOMB. DO EIXO HISTORICO DE SANTO AMARO (ART. 2º., ITEM VIII); A.E. DO ANTIGO MERCADO DE SANTO AMARO (A.E. RES. SC S/N/72 - SO CONDEPHAAT)","BIBLIOTECA PUBLICA PRESTES MAIA / ANT. BP PRESIDENTE KENNEDY","JOAO DIAS 822, AV. C/ PROJETADA S/N, R. C/ TAUNAY S/N, R. VISCONDE DE","AV JOAO DIAS, 00822","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0873790187","TOMBADO","RES. 24/14 - TOMB. DA ANT. RESIDENCIA DO ARTISTA PLASTICO JULIO GUERRA; A.E. DO ANTIGO MERCADO DE SANTO AMARO (A.E. RES. SC S/N/72 - SO CONDEPHAAT)","RESIDÊNCIA E ESTÚDIO DO ARTISTA PLÁSTICO JÚLIO GUERRA","JOAO DIAS 754, AV.","AV JOAO DIAS, 00754","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0872510001","TOMBADO - PRESERVAÇÃO TOTAL","RES. 29/92 - TOMB. DO TEATRO PAULO EIRO","","ADOLFO PINHEIRO 765, 951, AV.","AV ADOLFO PINHEIRO, 00971","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0872210001","TOMBADO - PRESERVAÇÃO TOTAL","RES. 14/02 - TOMB. DEFINITIVO DO EIXO HISTORICO DE SANTO AMARO - LOGRADOURO E PRACA","EDIFÍCIO DA ANTIGA PREFEITURA DE SANTO AMARO","FLORIANO PEIXOTO 131, PR.","PC FLORIANO PEIXOTO, 00131","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0870000000","SEM_DADO","","","","","","",""
"0880000000","SEM_DADO","","","","","","",""
"0880480001","TOMBADO","RES. 10/19 - TOMB. DA ESTACAO DE TRATAMENTO DE AGUA THEODORO AUGUSTO RAMOS; RES. 23/16 - APT DOS IMOVEIS INDICADOS PELA POPULACAO COMO ZEPEC","ESTAÇÃO DE TRATAMENTO DE ÁGUA THEODORO AUGUSTO RAMOS / ETA","AMERICO BRASILIENSE 630, RUA","R AMERICO BRASILIENSE, 00630","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0874800008","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 28); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04; RES. 26/04 - APT DOS IMOVEIS PROPOSTOS COMO ZEPEC","CENTRO DE PROCESSAMENTO DE DADOS DO BANCO DO BRASIL","VERBO DIVINO 1830, RUA C/ NACOES UNIDAS S/N, AVENIDA DAS","R VERBO DIVINO, 01830","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0872480001","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO (ART. 1º - TABELA I - ITEM 1); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","PALACETE DA FAMILIA ALMEIDA","JORDAO BERNARDINO DE SENE 385, RUA MAESTRO C/ PIRES DE OLIVEIRA S/N, RUA","R MAEST JORDAO BERNARDINO DE SENE, 00385","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0880930069","TOMBADO","RES. 45/18 - TOMBAMENTO, PELO CONPRESP, DE OBRAS MODERNAS ARQUITETO VILANOVA ARTIGAS (ART. 1º - ITEM 8); RES. 14/14 - CONS.-RETIFICACAO DOS TERMOS DA RES. 26/04; RES. 26/04 - APT IMOVEIS PROPOSTOS COMO ZEPEC; PROC. SC 45.954/03 - APT DO CONJ OBRAS ARQUITETO VILANOVA ARTIGAS","COLEGIO DOZE DE OUTUBRO / PROJETO VILANOVA ARTIGAS","ELIAS ZARZUR 301, RUA COMENDADOR","R COMEN ELIAS ZARZUR, 00301","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0904810003","TOMBADO","RES. 45/18 - TOMBAMENTO, PELO CONPRESP, DE CASAS MODERNAS DO ARQUITETO VILANOVA ARTIGAS (ART. 1º - ITEM 5); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04; RES. 26/04 - APT DOS IMOVEIS PROPOSTOS COMO ZEPEC","RESIDENCIA ELZA BERQUO / PROJETO VILANOVA ARTIGAS","PAULO ROBERTO PAES DE ALMEIDA 51, RUA","R PAULO ROBERTO PAES DE ALMEIDA, 00051","Subprefeitura de Santo Amaro","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
