1dR1egabaB16e28MFll3evIsDGA6xOJQZ,,LEI Nº 16.402.md,text/markdown,md,203470,2026-03-08T21:47:41.959Z,2026-03-07T23:33:26Z,JURIDICO,LEI,OFICIAL,NAO,
107hYkcpYB9kNUidRzKi6t5w74n78sc_Z,,RESOLUÇÃO SECRETARIA MUNICIPAL DE LICENCIAMENTO - SEL_CEUSO Nº 139 DE 27 DE ABRIL DE 2020 « Catálogo de Legislação Municipal.md,text/markdown,md,5241,2026-03-08T21:47:30.484Z,2026-03-07T23:33:30Z,GOVERNANCA,OUTRO,DESCONHECIDO,NAO,
16GrrcmHsggxsAhBK_2XdvKHpHLtaE50V,,manual de licenciamento de projetos.md,text/markdown,md,26157,2026-03-08T21:47:22.070Z,2026-03-07T23:33:48Z,OUTRO,CODEX_DOC,DESCONHECIDO,NAO,
1lfMtVMHcFOpQD5A64DtVr4SaCmHxia7l,,10-25 - APT do Mobiliário Bar Balcão - Página.md,text/markdown,md,2387,2026-03-08T21:46:55.448Z,2026-03-07T23:33:10Z,OUTRO,OUTRO,DESCONHECIDO,NAO,
1umJV9hqNS9ot7ocB29FR1XOxbyRCGJVp,,LEI Nº 15.723 DE 24 DE ABRIL DE 2013 « Catálogo de Legislação Municipal.md,text/markdown,md,14415,2026-03-08T21:46:45.677Z,2026-03-07T23:33:22Z,JURIDICO,LEI,OFICIAL,NAO,
1Ilhvi5gw_nSYzkESpFC0UKsE_ZXsQRmY,,"04-20-_apt_rua_visconde_de_ouro_preto,_118_e_124_1603489335.md",text/markdown,md,2487,2026-03-08T21:45:52.239Z,2026-03-07T23:34:48Z,OUTRO,OUTRO,DESCONHECIDO,NAO,
1iTRmYxgdpkaDK-6CjCoyUEPaafvOuplO,,09-23 - Arquivamento da APT - Conjunto do Sindicato dos Metroviários de São Paulo.md,text/markdown,md,2502,2026-03-08T21:45:43.765Z,2026-03-07T23:33:09Z,OUTRO,OUTRO,DESCONHECIDO,NAO,
1GJ7IqnSx8hAohCpZflybUkO7FBg9dW4O,,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 4 DE 4 DE ABRIL DE 2024 « Catálogo de Legislação Municipal.md,text/markdown,md,1857,2026-03-08T21:45:28.452Z,2026-03-07T23:33:31Z,GOVERNANCA,OUTRO,DESCONHECIDO,NAO,
1GTMvFkCcYP_8cIqDA7auetSmoHvQhuQM,,20-24 - Arquivamento Parcial da Mancha D e ID 18 a 20 da Res.11-23 - Página.md,text/markdown,md,8338,2026-03-08T21:45:11.641Z,2026-03-07T23:33:12Z,OUTRO,OUTRO,DESCONHECIDO,NAO,
1lwCibXCQ0v5jfhQ_3m47grDYi1xdMaJg,,PORTARIA SECRETARIA MUNICIPAL DE LICENCIAMENTO - SEL Nº 15 DE 2 DE MAIO DE 2016 « Catálogo de Legislação Municipal.md,text/markdown,md,6988,2026-03-08T21:45:05.013Z,2026-03-07T23:33:30Z,JURIDICO,PORTARIA,OFICIAL,NAO,
1HyshVAiP3Qkstf3kvPPAQz0XvOIfSHFt,,RAZÕES DO VETO AO PROJETO DE LEI Nº 272_2015; OFÍCIO DE 22 DE MARÇO DE 2016 « Catálogo de Legislação Municipal.md,text/markdown,md,14139,2026-03-08T21:44:51.142Z,2026-03-07T23:33:29Z,JURIDICO,LEI,OFICIAL,NAO,
1NYt1TCN6EbOkD5vvZl0rqb2_l8J2IANk,,02-25 - Tombamento Ex Officio do Edifício Santo André - Página (1).md,text/markdown,md,6452,2026-03-08T21:44:50.439Z,2026-03-07T23:33:08Z,OUTRO,OUTRO,DESCONHECIDO,NAO,
11KLX-sBHiI8OltiBhhrjtpvkEJy7zJnW,,LEI Nº 18.222 DE 27 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal.md,text/markdown,md,91735,2026-03-08T21:44:46.221Z,2026-03-07T23:33:28Z,JURIDICO,LEI,OFICIAL,NAO,
1D4zsx3DKmfkHRFHYSX0EZlIKdpz7Mr4x,,INSTRUÇÃO NORMATIVA SECRETARIA MUNICIPAL DE LICENCIAMENTO - SEL Nº 6 DE 4 DE DEZEMBRO DE 2020 « Catálogo de Legislação Municipal.md,text/markdown,md,62064,2026-03-08T21:44:14.270Z,2026-03-07T23:33:22Z,GOVERNANCA,OUTRO,DESCONHECIDO,NAO,
1ag1VVmvI8n_G_KgkEmTVGVKWwd-PNErh,,PDE_2014_BASE.md,text/markdown,md,6101,2026-03-08T21:43:52.454Z,2026-03-07T23:34:46Z,OUTRO,OUTRO,NOSSO,NAO,
1XyNZ2sC4p_Achx1kOfhe01uzjpDQ9u2b,,"04-22 - Alteração da redação Art 2º, da Res_ 34-18 - Página(1).md",text/markdown,md,10742,2026-03-08T21:43:26.209Z,2026-03-07T23:33:07Z,OUTRO,OUTRO,DESCONHECIDO,NAO,
13pTEkc0Rg9Yf-8ykAGUuBYOILq6yvqWV,,14-23 -APT Solar Fábio Prado.md,text/markdown,md,3296,2026-03-08T21:42:07.825Z,2026-03-07T23:33:13Z,OUTRO,OUTRO,DESCONHECIDO,NAO,
