sql_mestre,endereco,lote_geosampa,zona_ok,vedado_art124,classe_preliminar,achou_geosampa,area_m2_geosampa,classe_final
0260350000,,sim,sim,nao,RECUPERAVEL,sim,109.00,RECUPERAVEL_COM_AREA
0260250002,,sim,sim,nao,RECUPERAVEL,sim,395.95,RECUPERAVEL_COM_AREA
0020160000,,sim,sim,nao,RECUPERAVEL,sim,739.00,RECUPERAVEL_COM_AREA
0010180000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0180310000,,sim,sim,nao,RECUPERAVEL,sim,378.00,RECUPERAVEL_COM_AREA
0190700029,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0270850000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0250800000,,sim,sim,nao,RECUPERAVEL,sim,625.00,RECUPERAVEL_COM_AREA
0280460000,,sim,sim,nao,RECUPERAVEL,sim,4017.00,RECUPERAVEL_COM_AREA
0825170000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0040340000,,sim,sim,nao,RECUPERAVEL,sim,1404.00,RECUPERAVEL_COM_AREA
0040330000,,sim,sim,nao,RECUPERAVEL,sim,1352.00,RECUPERAVEL_COM_AREA
0040350000,,sim,sim,nao,RECUPERAVEL,sim,1852.00,RECUPERAVEL_COM_AREA
0040540000,,sim,sim,nao,RECUPERAVEL,sim,1828.00,RECUPERAVEL_COM_AREA
0340000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
1620350000,,sim,sim,nao,RECUPERAVEL,sim,14958.00,RECUPERAVEL_COM_AREA
0110000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0111010000,,sim,sim,nao,RECUPERAVEL,sim,670.00,RECUPERAVEL_COM_AREA
0200940000,,sim,sim,nao,RECUPERAVEL,sim,358.00,RECUPERAVEL_COM_AREA
0200950000,,sim,sim,nao,RECUPERAVEL,sim,2505.00,RECUPERAVEL_COM_AREA
0111000000,,sim,nao,nao,RECUPERAVEL,sim,680.00,RECUPERAVEL_COM_AREA
0111230000,,sim,sim,nao,RECUPERAVEL,sim,2351.00,RECUPERAVEL_COM_AREA
0111140150,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0111140000,,sim,sim,nao,RECUPERAVEL,sim,322.00,RECUPERAVEL_COM_AREA
0110990000,,sim,sim,nao,RECUPERAVEL,sim,520.00,RECUPERAVEL_COM_AREA
0111140138,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0100370000,,sim,sim,nao,RECUPERAVEL,sim,481.00,RECUPERAVEL_COM_AREA
0100020000,,sim,sim,nao,RECUPERAVEL,sim,1031.00,RECUPERAVEL_COM_AREA
0100160000,,sim,nao,nao,RECUPERAVEL,sim,1045.00,RECUPERAVEL_COM_AREA
0100030000,,sim,sim,nao,RECUPERAVEL,sim,606.00,RECUPERAVEL_COM_AREA
1580000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2699970000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2690000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2790000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0110890001,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0401290064,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0400470000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0401290000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0400000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2990140000,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,sim,1140.00,RECUPERAVEL_COM_AREA
1142400020,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0895620001,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0822220000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0821700000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2079980000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0100000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0130090000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0100680000,,sim,nao,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0100670000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0130030001,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0130290000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
2301160000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0230470000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0230480099,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0990460092,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0330350000,,sim,sim,nao,RECUPERAVEL,sim,370.00,RECUPERAVEL_COM_AREA
0330390000,,sim,sim,nao,RECUPERAVEL,sim,819.00,RECUPERAVEL_COM_AREA
0330230000,,sim,sim,nao,RECUPERAVEL,sim,2100.00,RECUPERAVEL_COM_AREA
0330170000,,sim,sim,nao,RECUPERAVEL,sim,382.00,RECUPERAVEL_COM_AREA
0330390353,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0330150000,,sim,sim,nao,RECUPERAVEL,sim,1377.00,RECUPERAVEL_COM_AREA
0330160000,,sim,sim,nao,RECUPERAVEL,sim,765.00,RECUPERAVEL_COM_AREA
0050610000,,sim,sim,nao,RECUPERAVEL,sim,624.00,RECUPERAVEL_COM_AREA
0330240000,,sim,sim,nao,RECUPERAVEL,sim,483.00,RECUPERAVEL_COM_AREA
2989990000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2979990000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2869990000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2859870000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0360000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0360780000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
3000090033,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
3000750001,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0280370000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0311080000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0310620000,,sim,nao,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0311020000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
2820060000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2769920000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2829990000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2779780000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2879980000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2919980000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2749980000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2879920000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0170660035,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0170000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0611430000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0610520001,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0610000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0210440042,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0210530000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0210820000,,sim,nao,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
2110000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
1870000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
1870070001,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2059990000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0150340000,,sim,nao,nao,RECUPERAVEL,sim,565.00,RECUPERAVEL_COM_AREA
0150190000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0150330000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0150270000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0150280000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0150200000,,sim,nao,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0150180000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0150320000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0150210000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0150420000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0150150000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0150120000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0782490000,,sim,sim,nao,RECUPERAVEL,inconclusivo,,INCONCLUSIVO_REPASSAR
0780050000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
2010000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0050000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0050160000,,sim,sim,nao,RECUPERAVEL,sim,515.00,RECUPERAVEL_COM_AREA
0060240000,,sim,sim,nao,RECUPERAVEL,sim,391.00,RECUPERAVEL_COM_AREA
0060100000,,sim,sim,nao,RECUPERAVEL,sim,844.00,RECUPERAVEL_COM_AREA
0010570000,,sim,sim,nao,RECUPERAVEL,sim,199.00,RECUPERAVEL_COM_AREA
0060390000,,sim,sim,nao,RECUPERAVEL,sim,284.00,RECUPERAVEL_COM_AREA
0060150000,,sim,sim,nao,RECUPERAVEL,sim,1392.00,RECUPERAVEL_COM_AREA
0010530000,,sim,sim,nao,RECUPERAVEL,sim,2163.00,RECUPERAVEL_COM_AREA
0060380000,,sim,sim,nao,RECUPERAVEL,sim,324.00,RECUPERAVEL_COM_AREA
0070000000,,nao,nao,nao,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,INCONCLUSIVO_REPASSAR
0080900028,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080900027,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0070620000,,sim,sim,nao,RECUPERAVEL,sim,411.00,RECUPERAVEL_COM_AREA
0080900029,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080930000,,sim,sim,nao,RECUPERAVEL,sim,366.00,RECUPERAVEL_COM_AREA
0080900032,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080900008,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080900041,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080900017,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080900043,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080900031,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0010440000,,sim,sim,nao,RECUPERAVEL,sim,259.00,RECUPERAVEL_COM_AREA
0080810000,,sim,sim,nao,RECUPERAVEL,sim,256.00,RECUPERAVEL_COM_AREA
0010530026,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080650000,,sim,sim,nao,RECUPERAVEL,sim,624.00,RECUPERAVEL_COM_AREA
0080880000,,sim,sim,nao,RECUPERAVEL,sim,605.00,RECUPERAVEL_COM_AREA
0080930059,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080900007,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0010190037,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0010530036,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080940000,,sim,sim,nao,RECUPERAVEL,sim,446.00,RECUPERAVEL_COM_AREA
0010360000,,sim,sim,nao,RECUPERAVEL,sim,468.00,RECUPERAVEL_COM_AREA
0010270000,,sim,sim,nao,RECUPERAVEL,sim,1221.00,RECUPERAVEL_COM_AREA
0010440050,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080730000,,sim,sim,nao,RECUPERAVEL,sim,581.00,RECUPERAVEL_COM_AREA
0080900011,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080890000,,sim,sim,nao,RECUPERAVEL,sim,306.00,RECUPERAVEL_COM_AREA
0010460000,,sim,sim,nao,RECUPERAVEL,sim,516.00,RECUPERAVEL_COM_AREA
0080730124,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080900006,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0010440051,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080590000,,sim,sim,nao,RECUPERAVEL,sim,477.00,RECUPERAVEL_COM_AREA
0080940122,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080900030,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0080830000,,sim,sim,nao,RECUPERAVEL,sim,665.00,RECUPERAVEL_COM_AREA
0010530025,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0070700000,,sim,sim,nao,RECUPERAVEL,sim,1436.00,RECUPERAVEL_COM_AREA
0050350000,,sim,sim,nao,RECUPERAVEL,sim,1312.00,RECUPERAVEL_COM_AREA
0010450000,,sim,sim,nao,RECUPERAVEL,sim,1930.00,RECUPERAVEL_COM_AREA
0060160000,,sim,sim,nao,RECUPERAVEL,sim,513.00,RECUPERAVEL_COM_AREA
0060230000,,sim,sim,nao,RECUPERAVEL,sim,430.00,RECUPERAVEL_COM_AREA
0060250000,,sim,sim,nao,RECUPERAVEL,sim,351.00,RECUPERAVEL_COM_AREA
0070520000,,sim,sim,nao,RECUPERAVEL,sim,671.00,RECUPERAVEL_COM_AREA
0050240000,,sim,sim,nao,RECUPERAVEL,sim,759.00,RECUPERAVEL_COM_AREA
0060070000,,sim,sim,nao,RECUPERAVEL,sim,1014.00,RECUPERAVEL_COM_AREA
0060550000,,sim,sim,nao,RECUPERAVEL,sim,104.00,RECUPERAVEL_COM_AREA
0060640000,,sim,sim,nao,RECUPERAVEL,sim,2382.00,RECUPERAVEL_COM_AREA
0060320000,,sim,sim,nao,RECUPERAVEL,sim,904.00,RECUPERAVEL_COM_AREA
0060080000,,sim,sim,nao,RECUPERAVEL,sim,263.00,RECUPERAVEL_COM_AREA
0050230000,,sim,sim,nao,RECUPERAVEL,sim,1151.00,RECUPERAVEL_COM_AREA
0010580000,,sim,sim,nao,RECUPERAVEL,sim,198.00,RECUPERAVEL_COM_AREA
0070860000,,sim,sim,nao,RECUPERAVEL,sim,1261.00,RECUPERAVEL_COM_AREA
0070850000,,sim,sim,nao,RECUPERAVEL,sim,1090.00,RECUPERAVEL_COM_AREA
0060270000,,sim,sim,nao,RECUPERAVEL,sim,1172.00,RECUPERAVEL_COM_AREA
0080530000,,sim,sim,nao,RECUPERAVEL,sim,772.00,RECUPERAVEL_COM_AREA
0060090000,,sim,sim,nao,RECUPERAVEL,sim,530.00,RECUPERAVEL_COM_AREA
0070870000,,sim,sim,nao,RECUPERAVEL,sim,1770.00,RECUPERAVEL_COM_AREA
0060170000,,sim,sim,nao,RECUPERAVEL,sim,351.00,RECUPERAVEL_COM_AREA
0060060000,,sim,sim,nao,RECUPERAVEL,sim,751.00,RECUPERAVEL_COM_AREA
0070690000,,sim,sim,nao,RECUPERAVEL,sim,652.00,RECUPERAVEL_COM_AREA
0050340000,,sim,sim,nao,RECUPERAVEL,sim,410.00,RECUPERAVEL_COM_AREA
0060510000,,sim,sim,nao,RECUPERAVEL,sim,1107.00,RECUPERAVEL_COM_AREA
0060530000,,sim,sim,nao,RECUPERAVEL,sim,309.00,RECUPERAVEL_COM_AREA
0070710000,,sim,sim,nao,RECUPERAVEL,sim,1771.00,RECUPERAVEL_COM_AREA
0070720000,,sim,sim,nao,RECUPERAVEL,sim,335.00,RECUPERAVEL_COM_AREA
0010480000,,sim,sim,nao,RECUPERAVEL,sim,496.00,RECUPERAVEL_COM_AREA
0060630000,,sim,sim,nao,RECUPERAVEL,sim,1080.00,RECUPERAVEL_COM_AREA
0080610000,,sim,sim,nao,RECUPERAVEL,sim,676.00,RECUPERAVEL_COM_AREA
0010550161,,nao,sim,nao,PROVAVEL_DESCARTE_SQL_MORTO,nao,,DESCARTE_MORTE_CONFIRMADA_2PASSADAS
0060580000,,sim,sim,nao,RECUPERAVEL,sim,306.00,RECUPERAVEL_COM_AREA
