sql_mestre,setor,quadra,lote,nome_bem,endereco_mestre,distrito,proprietario,fonte_dono,tipo_zepec,esfera,estado_venda,certeza,negociavel,motivo_negociavel,sinais_revisar,m2_ja_transferido,n_transferencias,valor_pecuniario_rs,status_fundurb,intercorrencia_fundurb,base_periodo_fundurb_rs,tem_declaracao,tem_certidao,esgotado,data_ref,origens,obs,area_terreno_m2,area_construida_m2,v_venal_m2_iptu,v_outorga_m2_q14,zona,ca_basico,pcpt_m2,preco_proxy_brl,uso_iptu,cobertura_oficial,memoria_calculo,pendencia_calculo
0180640030,018,064,0030,Imóveis Enquadrados Como Z8-200 - Anexo I - Item 149,"Rua Doutor Rodrigo de Barros, 144",Bom Retiro,,,tombado,municipal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2017-08-17,TOMBADO_CADASTRO,,124,122,1957.00,1451.32,ZC,1,124.00,179963.68,Residência,IPTU2026+Q14+Zona,PCpt = Atc(124) × CAbas(1) × Fi(1) = 124.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180500267,018,050,0267,Conjunto das Antigas Instalações da Escola Politécnica / Edifício Paula Souza / Edifício Rodolfo Santiago,"Praça Coronel Fernando Prestes, 74",Bom Retiro,,,tombado,municipal+estadual+federal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2016-11-02,TOMBADO_CADASTRO,,13380,13922,6689.00,3194.07,,,,,Escola,IPTU2026+Q14,,Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
0180640027,018,064,0027,Imóveis Enquadrados Como Z8-200 - Anexo I - Item 146,"Rua Doutor Rodrigo de Barros, 126",Bom Retiro,,,tombado,municipal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2017-08-17,TOMBADO_CADASTRO,,160,100,1957.00,1451.32,ZC,1,160.00,232211.20,Residência,IPTU2026+Q14+Zona,PCpt = Atc(160) × CAbas(1) × Fi(1) = 160.00 m²,OK (Atc+CAbás+V) — cálculo completo
0010180001,001,018,0001,Estação da Luz / Rede Ferroviaria Federal S.a.,"Rua General Couto de Magalhães, 5",Bom Retiro,IDBRASIL CULTURA EDUCACAO E ESPORTE,SISSEL-2024 (processos),tombado,municipal+estadual+federal,SO_ELEGIVEL,media,verificar,,nome sugere bem publico,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,16665,14872,3917.00,2275.10,ZC,1,16665.00,37914541.50,"Outras edificações de uso especial, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(16665) × CAbas(1) × Fi(1) = 16665.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180640052,018,064,0052,Mosteiro da Imaculada Conceição da Luz / Museu de Arte Sacra / Igreja Nossa Senhora da Luz / Coleção de Arte Religiosa do Museu de Arte Sacra,"Avenida Tiradentes, 676",Bom Retiro,,,tombado,municipal+estadual+federal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,33725,8842,2602.00,2245.72,ZC,1,33725.00,75736907.00,"Outras edificações de uso especial, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(33725) × CAbas(1) × Fi(1) = 33725.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180640031,018,064,0031,Imóveis Enquadrados Como Z8-200 - Anexo I - Item 150,"Rua Doutor Rodrigo de Barros, 154",Bom Retiro,,,tombado,municipal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2017-08-17,TOMBADO_CADASTRO,,123,106,1957.00,1451.32,ZC,1,123.00,178512.36,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(123) × CAbas(1) × Fi(1) = 123.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180640047,018,064,0047,Imóveis Enquadrados Como Z8-200 - Anexo I - Item 214,"Avenida Tiradentes, 728",Bom Retiro,,,tombado,municipal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2017-08-17,TOMBADO_CADASTRO,,1288,4523,2602.00,2245.72,ZC,1,1288.00,2892487.36,Armazéns gerais e depósitos,IPTU2026+Q14+Zona,PCpt = Atc(1288) × CAbas(1) × Fi(1) = 1288.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180640015,018,064,0015,Imóveis Enquadrados Como Z8-200 - Anexo I - Item 134,"Rua Doutor Rodrigo de Barros, 56",Bom Retiro,,,tombado,municipal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2017-08-17,TOMBADO_CADASTRO,,115,308,1957.00,1451.32,ZC,1,115.00,166901.80,Loja e residência (predominância comercial),IPTU2026+Q14+Zona,PCpt = Atc(115) × CAbas(1) × Fi(1) = 115.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180500269,018,050,0269,Conjunto das Antigas Instalações da Escola Politécnica - Usp / Edifício Ramos de Azevedo e Antigo Laboratório de Hidromecânica,"Rua Afonso Pena, 258",Bom Retiro,,,tombado,municipal+estadual+federal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2016-11-02,TOMBADO_CADASTRO,,2876,3247,6689.00,3194.07,,,,,Escola,IPTU2026+Q14,,Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
0180640032,018,064,0032,Imóveis Enquadrados Como Z8-200 - Anexo I - Item 151,"Rua Doutor Rodrigo de Barros, 156",Bom Retiro,,,tombado,municipal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2017-08-17,TOMBADO_CADASTRO,,123,106,1957.00,1451.32,ZC,1,123.00,178512.36,Residência,IPTU2026+Q14+Zona,PCpt = Atc(123) × CAbas(1) × Fi(1) = 123.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180640025,018,064,0025,Imóveis Enquadrados Como Z8-200 - Anexo I - Item 144,"Rua Doutor Rodrigo de Barros, 114",Bom Retiro,,,tombado,municipal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2017-08-17,TOMBADO_CADASTRO,,180,100,1957.00,1451.32,ZC,1,180.00,261237.60,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(180) × CAbas(1) × Fi(1) = 180.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180810006,018,081,0006,Antigo Hospital Militar da Força Pública / Igreja de Santo Expedito,"Rua Doutor Jorge Miranda, 264, 346",Bom Retiro,,,tombado,municipal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2017-08-31,TOMBADO_CADASTRO,,1645,1866,2447.00,2007.16,ZC,1,1645.00,3301778.20,"Outras edificações de uso coletivo, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(1645) × CAbas(1) × Fi(1) = 1645.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180640023,018,064,0023,Imóveis Enquadrados Como Z8-200 - Anexo I - Item 142,"Rua Doutor Rodrigo de Barros, 102",Bom Retiro,,,tombado,municipal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2017-08-17,TOMBADO_CADASTRO,,180,100,1957.00,1451.32,ZC,1,180.00,261237.60,Residência,IPTU2026+Q14+Zona,PCpt = Atc(180) × CAbas(1) × Fi(1) = 180.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020110032,002,011,0032,Vila Economizadora,"Rua Economizadora, 19",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,122,100,1454.00,1407.84,ZEIS-3,1,122.00,171756.48,Residência,IPTU2026+Q14+Zona,PCpt = Atc(122) × CAbas(1) × Fi(1) = 122.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020110033,002,011,0033,Vila Economizadora,"Rua Economizadora, 21",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,121,100,1454.00,1407.84,ZEIS-3,1,121.00,170348.64,Residência,IPTU2026+Q14+Zona,PCpt = Atc(121) × CAbas(1) × Fi(1) = 121.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020110019,002,011,0019,Vila Economizadora,"Rua São Caetano, 624",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,125,104,3256.00,2407.89,ZEIS-3,1,125.00,300986.25,Loja e residência (predominância comercial),IPTU2026+Q14+Zona,PCpt = Atc(125) × CAbas(1) × Fi(1) = 125.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020110020,002,011,0020,Vila Economizadora,"Rua São Caetano, 630",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,125,100,3256.00,2407.89,ZEIS-3,1,125.00,300986.25,Loja e residência (predominância comercial),IPTU2026+Q14+Zona,PCpt = Atc(125) × CAbas(1) × Fi(1) = 125.00 m²,OK (Atc+CAbás+V) — cálculo completo
0010110001,001,011,0001,Igreja de São Cristóvão,"Avenida Tiradentes, 84",Bom Retiro,,,tombado,municipal+estadual+federal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,768,1400,2050.00,1671.07,ZEPEC_APC,,,,"Outras edificações de uso coletivo, com utilização múltipla",IPTU2026+Q14+Zona,,CAbás: zona ZEPEC_APC sem CA no Quadro 3 (overlay — resolver zona-base)
0010110067,001,011,0067,Antigo Seminário Episcopal / Seminário da Luz,"Rua Vinte e Cinco de Janeiro, 59",Bom Retiro,,,tombado,municipal+estadual+federal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1992-12-16,TOMBADO_CADASTRO,,796,1000,2587.00,1505.37,ZEIS-3,1,796.00,1198274.52,"Outras edificações de uso de serviço, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(796) × CAbas(1) × Fi(1) = 796.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180500268,018,050,0268,Conjunto das Antigas Instalações da Escola Politécnica / Edifício Hipólito Pujol e Edifício Oscar Machado / Edifício Ary Torres e Edifício Francisco Maffei (apt),"Praça Coronel Fernando Prestes, 110",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2016-11-02,TOMBADO_CADASTRO,,6408,5590,6689.00,3194.07,ZC,1,6408.00,20467600.56,Escola,IPTU2026+Q14+Zona,PCpt = Atc(6408) × CAbas(1) × Fi(1) = 6408.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180640033,018,064,0033,Imóveis Enquadrados Como Z8-200 - Anexo I - Item 152,"Rua Doutor Rodrigo de Barros, 166",Bom Retiro,,,tombado,municipal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2017-08-17,TOMBADO_CADASTRO,,123,106,1957.00,1451.32,ZC,1,123.00,178512.36,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(123) × CAbas(1) × Fi(1) = 123.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180640018,018,064,0018,Imóveis Enquadrados Como Z8-200 - Anexo I - Item 137,"Rua Doutor Rodrigo de Barros, 74",Bom Retiro,,,tombado,municipal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2017-08-17,TOMBADO_CADASTRO,,64,50,1957.00,1451.32,ZC,1,64.00,92884.48,Residência,IPTU2026+Q14+Zona,PCpt = Atc(64) × CAbas(1) × Fi(1) = 64.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180640021,018,064,0021,Imóveis Enquadrados Como Z8-200 - Anexo I - Item 140,"Rua Doutor Rodrigo de Barros, 90",Bom Retiro,,,tombado,municipal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2017-08-17,TOMBADO_CADASTRO,,180,100,1957.00,1451.32,ZC,1,180.00,261237.60,Residência,IPTU2026+Q14+Zona,PCpt = Atc(180) × CAbas(1) × Fi(1) = 180.00 m²,OK (Atc+CAbás+V) — cálculo completo
0180640020,018,064,0020,Imóveis Enquadrados Como Z8-200 - Anexo I - Item 139,"Rua Doutor Rodrigo de Barros, 88",Bom Retiro,,,tombado,municipal,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2017-08-17,TOMBADO_CADASTRO,,180,100,1957.00,1451.32,ZC,1,180.00,261237.60,Residência,IPTU2026+Q14+Zona,PCpt = Atc(180) × CAbas(1) × Fi(1) = 180.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020150008,002,015,0008,Vila Economizadora,"Rua dos Cantores, 10",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,70,50,1455.00,1404.31,ZC,1,70.00,98301.70,Residência,IPTU2026+Q14+Zona,PCpt = Atc(70) × CAbas(1) × Fi(1) = 70.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020150020,002,015,0020,Vila Economizadora,"Rua Doutor Cláudio de Souza, 23",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,70,50,1455.00,1404.31,ZC,1,70.00,98301.70,Residência,IPTU2026+Q14+Zona,PCpt = Atc(70) × CAbas(1) × Fi(1) = 70.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020140014,002,014,0014,Vila Economizadora,"Rua Economizadora, 12",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,119,50,1455.00,1404.31,ZEIS-3,1,119.00,167112.89,Residência,IPTU2026+Q14+Zona,PCpt = Atc(119) × CAbas(1) × Fi(1) = 119.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020140015,002,014,0015,Vila Economizadora,"Rua Economizadora, 1",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,119,90,1455.00,1404.31,ZEIS-3,1,119.00,167112.89,Residência,IPTU2026+Q14+Zona,PCpt = Atc(119) × CAbas(1) × Fi(1) = 119.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020110043,002,011,0043,Vila Economizadora,"Rua Economizadora, 41",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,114,100,1454.00,1407.84,ZC,1,114.00,160493.76,Residência,IPTU2026+Q14+Zona,PCpt = Atc(114) × CAbas(1) × Fi(1) = 114.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020150005,002,015,0005,Vila Economizadora,"Rua dos Cantores, 16",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,68,50,1455.00,1404.31,ZC,1,68.00,95493.08,Residência,IPTU2026+Q14+Zona,PCpt = Atc(68) × CAbas(1) × Fi(1) = 68.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020150012,002,015,0012,Vila Economizadora,"Rua dos Cantores, 2",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,126,80,1455.00,1404.31,ZC,1,126.00,176943.06,Residência,IPTU2026+Q14+Zona,PCpt = Atc(126) × CAbas(1) × Fi(1) = 126.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020110045,002,011,0045,Vila Economizadora,"Rua Doutor Cláudio de Souza, 9",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,77,60,1459.00,1414.89,ZEPEC_APC,,,,Residência,IPTU2026+Q14+Zona,,CAbás: zona ZEPEC_APC sem CA no Quadro 3 (overlay — resolver zona-base)
0020110018,002,011,0018,Vila Economizadora,"Rua Doutor Cláudio de Souza, 3, 618",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,140,100,3256.00,2407.89,ZEIS-3,1,140.00,337104.60,Loja e residência (predominância comercial),IPTU2026+Q14+Zona,PCpt = Atc(140) × CAbas(1) × Fi(1) = 140.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020140017,002,014,0017,Vila Economizadora,"Rua dos Cantores, 5",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,70,50,1455.00,1404.31,ZEIS-3,1,70.00,98301.70,Residência,IPTU2026+Q14+Zona,PCpt = Atc(70) × CAbas(1) × Fi(1) = 70.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020120019,002,012,0019,Vila Economizadora,"Rua Doutor Luís Pisa, 1",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,117,100,1455.00,1404.31,ZEIS-3,1,117.00,164304.27,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",IPTU2026+Q14+Zona,PCpt = Atc(117) × CAbas(1) × Fi(1) = 117.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020120004,002,012,0004,Vila Economizadora,"Avenida do Estado, 2434",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,130,100,1455.00,1404.31,ZEIS-3,1,130.00,182560.30,Residência,IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0190700029,019,070,0029,Eepg Marechal Deodoro / Escolas Primeira República,"Rua dos Italianos, 405",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,2014-12-24,TOMBADO_CADASTRO,,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
0020130020,002,013,0020,Vila Economizadora,"Rua Euricles Félix de Matos, 11",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,70,50,1455.00,1404.31,ZEIS-3,1,70.00,98301.70,Residência,IPTU2026+Q14+Zona,PCpt = Atc(70) × CAbas(1) × Fi(1) = 70.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020160014,002,016,0014,Vila Economizadora,"Rua Doutor Cláudio de Souza, 26",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,80,54,1456.00,1409.01,ZC,1,80.00,112720.80,Residência,IPTU2026+Q14+Zona,PCpt = Atc(80) × CAbas(1) × Fi(1) = 80.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020120011,002,012,0011,Vila Economizadora,"Rua São Caetano, 686",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,152,152,3186.00,2178.74,ZEIS-3,1,152.00,331168.48,Loja,IPTU2026+Q14+Zona,PCpt = Atc(152) × CAbas(1) × Fi(1) = 152.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020130013,002,013,0013,Vila Economizadora,"Rua Economizadora, 6",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,119,80,1455.00,1404.31,ZEIS-3,1,119.00,167112.89,Residência,IPTU2026+Q14+Zona,PCpt = Atc(119) × CAbas(1) × Fi(1) = 119.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020110028,002,011,0028,Vila Economizadora,"Rua Economizadora, 11",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,126,100,1454.00,1407.84,ZEIS-3,1,126.00,177387.84,Residência,IPTU2026+Q14+Zona,PCpt = Atc(126) × CAbas(1) × Fi(1) = 126.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020120025,002,012,0025,Vila Economizadora,"Rua Doutor Luís Pisa, 13",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,75,60,1455.00,1404.31,ZEIS-3,1,75.00,105323.25,Residência,IPTU2026+Q14+Zona,PCpt = Atc(75) × CAbas(1) × Fi(1) = 75.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020120026,002,012,0026,Vila Economizadora,"Rua Doutor Luís Pisa, 15",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,82,60,1455.00,1404.31,ZEIS-3,1,82.00,115153.42,Residência,IPTU2026+Q14+Zona,PCpt = Atc(82) × CAbas(1) × Fi(1) = 82.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020120023,002,012,0023,Vila Economizadora,"Rua Doutor Luís Pisa, 9",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,75,60,1455.00,1404.31,ZEIS-3,1,75.00,105323.25,Residência,IPTU2026+Q14+Zona,PCpt = Atc(75) × CAbas(1) × Fi(1) = 75.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020120001,002,012,0001,Vila Economizadora,"Avenida do Estado, 2450",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,107,80,1455.00,1404.31,ZEIS-3,1,107.00,150261.17,Residência,IPTU2026+Q14+Zona,PCpt = Atc(107) × CAbas(1) × Fi(1) = 107.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020120016,002,012,0016,Vila Economizadora,"Rua São Caetano, 664",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,124,100,3186.00,2178.74,ZEIS-3,1,124.00,270163.76,Loja,IPTU2026+Q14+Zona,PCpt = Atc(124) × CAbas(1) × Fi(1) = 124.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020130019,002,013,0019,Vila Economizadora,"Rua Euricles Félix de Matos, 9",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,78,50,1455.00,1404.31,ZEIS-3,1,78.00,109536.18,Residência,IPTU2026+Q14+Zona,PCpt = Atc(78) × CAbas(1) × Fi(1) = 78.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020130002,002,013,0002,Vila Economizadora,"Avenida do Estado, 2476",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,63,50,1455.00,1404.31,ZEIS-3,1,63.00,88471.53,Residência,IPTU2026+Q14+Zona,PCpt = Atc(63) × CAbas(1) × Fi(1) = 63.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020130012,002,013,0012,Vila Economizadora,"Rua Doutor Luís Pisa, 2",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,119,80,1455.00,1404.31,ZEIS-3,1,119.00,167112.89,Residência,IPTU2026+Q14+Zona,PCpt = Atc(119) × CAbas(1) × Fi(1) = 119.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020130014,002,013,0014,Vila Economizadora,"Rua Economizadora, 8",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,123,80,1455.00,1404.31,ZEIS-3,1,123.00,172730.13,Residência,IPTU2026+Q14+Zona,PCpt = Atc(123) × CAbas(1) × Fi(1) = 123.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020130006,002,013,0006,Vila Economizadora,"Rua Doutor Luís Pisa, 14",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,70,56,1455.00,1404.31,ZEIS-3,1,70.00,98301.70,Residência,IPTU2026+Q14+Zona,PCpt = Atc(70) × CAbas(1) × Fi(1) = 70.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020110047,002,011,0047,Vila Economizadora,"Rua Doutor Cláudio de Souza, 5",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,81,60,1459.00,1414.89,ZC,1,81.00,114606.09,Residência,IPTU2026+Q14+Zona,PCpt = Atc(81) × CAbas(1) × Fi(1) = 81.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020120008,002,012,0008,Vila Economizadora,"Rua São Caetano, 702",Bom Retiro,,,tombado,municipal+estadual,SO_ELEGIVEL,media,sim,"lote identificavel, sem sinal contrario",,,,,,,,nao,nao,nao,1991-04-10,TOMBADO_CADASTRO,,123,101,3186.00,2178.74,ZEIS-3,1,123.00,267985.02,Loja,IPTU2026+Q14+Zona,PCpt = Atc(123) × CAbas(1) × Fi(1) = 123.00 m²,OK (Atc+CAbás+V) — cálculo completo
