sql_mestre,setor,quadra,lote,nome_bem,endereco_mestre,distrito,proprietario,fonte_dono,tipo_zepec,esfera,estado_venda,certeza,negociavel,motivo_negociavel,sinais_revisar,m2_ja_transferido,n_transferencias,valor_pecuniario_rs,status_fundurb,intercorrencia_fundurb,base_periodo_fundurb_rs,tem_declaracao,tem_certidao,esgotado,data_ref,origens,obs,area_terreno_m2,area_construida_m2,v_venal_m2_iptu,v_outorga_m2_q14,zona,ca_basico,pcpt_m2,preco_proxy_brl,uso_iptu,cobertura_oficial,memoria_calculo,pendencia_calculo
0111440039,011,144,0039,Asilo dos Expostos / Unidade Sampaio Viana da Febem / Fundação Faculdade de Medicina / Pacaembu e Perdizes,"Rua Angatuba, 756",Consolação,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-11-14,DECLARACAO_BIR+TOMBADO_CADASTRO,,46204,8000,4571.00,2768.66,ZER-1,1,46204.00,127923166.64,Escola,IPTU2026+Q14+Zona,PCpt = Atc(46204) × CAbas(1) × Fi(1) = 46204.00 m²,OK (Atc+CAbás+V) — cálculo completo
0070460001,007,046,0001,Complexo Hospitalar da Santa Casa de Misericórdia - Ambulatório Pavilhão Conde de Lara (np2),"Rua Dr Cesário Mota Jr., 112",Consolação,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2017-06-10,DECLARACAO_BIR+TOMBADO_CADASTRO,,49476,91053,13141.00,7348.24,ZEU,1,49476.00,363561522.24,"Hospital, ambulatório, casa de saúde e assemelhados",IPTU2026+Q14+Zona,PCpt = Atc(49476) × CAbas(1) × Fi(1) = 49476.00 m²,OK (Atc+CAbás+V) — cálculo completo
0100140323,010,014,0323,"Instituto de Filosofia Ciências e Letras ""sedes Sapientiae""","Rua Marques de Paranaguá, 111",Consolação,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2017-09-12,DECLARACAO_BIR+TOMBADO_CADASTRO,,4963,6281,13039.00,7265.98,ZEPEC_APC,,,,Escola,IPTU2026+Q14+Zona,,CAbás: zona ZEPEC_APC sem CA no Quadro 3 (overlay — resolver zona-base)
0100030026,010,003,0026,Vila Penteado / Fau Maranhão,"Rua Maranhão, 88",Consolação,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-05-05,DECLARACAO_BIR+TOMBADO_CADASTRO,,4230,2800,18156.00,9848.97,ZEU,1,4230.00,41661143.10,Escola,IPTU2026+Q14+Zona,PCpt = Atc(4230) × CAbas(1) × Fi(1) = 4230.00 m²,OK (Atc+CAbás+V) — cálculo completo
0100500033,010,050,0033,Antiga Residência de Anna Osório e Alfredo José Teixeira,"Rua Bela Cintra, 954",Consolação,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2025-02-10,DECLARACAO_BIR+TOMBADO_CADASTRO,,728,451,24176.00,12536.55,ZEU,1,728.00,9126608.40,Residência,IPTU2026+Q14+Zona,PCpt = Atc(728) × CAbas(1) × Fi(1) = 728.00 m²,OK (Atc+CAbás+V) — cálculo completo
0401990202,040,199,0202,Instituto Cristóvão Colombo / Seminário João Xxiii,"Rua Dr Mário Vicente, 1108",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2022-08-16,DECLARACAO_BIR+TOMBADO_CADASTRO,,,,,,ZC,1,,,,Zona,,Atc: SQL sem cadastro no IPTU
0401990203,040,199,0203,Instituto Cristóvão Colombo / Seminário João Xxiii,"Rua Dr Mário Vicente, 1108",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2022-08-16,DECLARACAO_BIR+TOMBADO_CADASTRO,,3991,3440,2805.00,2404.37,,,,,Clube esportivo,IPTU2026+Q14,,Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
0401990204,040,199,0204,Instituto Cristóvão Colombo / Seminário João Xxiii,"Rua Dr Mário Vicente, 1108",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2022-08-16,DECLARACAO_BIR+TOMBADO_CADASTRO,,1540,2079,2753.00,2252.77,ZC,1,1540.00,3469265.80,Indústria,IPTU2026+Q14+Zona,PCpt = Atc(1540) × CAbas(1) × Fi(1) = 1540.00 m²,OK (Atc+CAbás+V) — cálculo completo
0401990205,040,199,0205,,"Rua Dr Mário Vicente, 1108",Ipiranga,,,BIR,,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2022-08-16,DECLARACAO_BIR,,2343,2940,2805.00,2389.09,ZC,1,2343.00,5597637.87,Indústria,IPTU2026+Q14+Zona,PCpt = Atc(2343) × CAbas(1) × Fi(1) = 2343.00 m²,OK (Atc+CAbás+V) — cálculo completo
0401990206,040,199,0206,Instituto Cristóvão Colombo / Seminário João Xxiii,"Rua Dr Mário Vicente, 1108",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2022-08-16,DECLARACAO_BIR+TOMBADO_CADASTRO,,5062,1090,2692.00,2085.90,ZC,1,5062.00,10558825.80,Oficina,IPTU2026+Q14+Zona,PCpt = Atc(5062) × CAbas(1) × Fi(1) = 5062.00 m²,OK (Atc+CAbás+V) — cálculo completo
0401990207,040,199,0207,Instituto Cristóvão Colombo / Seminário João Xxiii,"Rua Dr Mário Vicente, 1108",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2022-08-16,DECLARACAO_BIR+TOMBADO_CADASTRO,,,,,,ZM,1,,,,Zona,,Atc: SQL sem cadastro no IPTU
0401990209,040,199,0209,Instituto Cristóvão Colombo / Seminário João Xxiii,"Rua Dr Mário Vicente, 1108",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2022-08-16,DECLARACAO_BIR+TOMBADO_CADASTRO,,6996,3360,2830.00,2426.69,ZC,1,6996.00,16977123.24,"Outras edificações de uso de serviço, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(6996) × CAbas(1) × Fi(1) = 6996.00 m²,OK (Atc+CAbás+V) — cálculo completo
0401990210,040,199,0210,Instituto Cristóvão Colombo / Seminário João Xxiii,"Rua Dr Mário Vicente, 1108",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2022-08-16,DECLARACAO_BIR+TOMBADO_CADASTRO,,2400,1282,2830.00,2426.69,ZC,1,2400.00,5824056.00,"Outras edificações de uso de serviço, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(2400) × CAbas(1) × Fi(1) = 2400.00 m²,OK (Atc+CAbás+V) — cálculo completo
0400560001,040,056,0001,Residências à Rua Bom Pastor e Costa Aguiar / Edificações da Família Jafet,"Rua Bom Pastor, 825",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2012-04-05,DECLARACAO_BIR+TOMBADO_CADASTRO,,2365,1000,4147.00,2919.08,ZM,1,2365.00,6903624.20,Residência,IPTU2026+Q14+Zona,PCpt = Atc(2365) × CAbas(1) × Fi(1) = 2365.00 m²,OK (Atc+CAbás+V) — cálculo completo
0400510004,040,051,0004,Residências à Rua Bom Pastor e Costa Aguiar / Edificações da Família Jafet,"Rua Costa Aguiar, 1013",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2013-11-20,DECLARACAO_BIR+TOMBADO_CADASTRO,,2061,1198,5398.00,3459.66,ZM,1,2061.00,7130359.26,Escola,IPTU2026+Q14+Zona,PCpt = Atc(2061) × CAbas(1) × Fi(1) = 2061.00 m²,OK (Atc+CAbás+V) — cálculo completo
0400500007,040,050,0007,Residências à Rua Bom Pastor e Costa Aguiar / Edificações da Família Jafet,"Rua Bom Pastor, 801",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2014-05-31,DECLARACAO_BIR+TOMBADO_CADASTRO,,1088,1400,4100.00,2932.01,ZM,1,1088.00,3190026.88,"Outras edificações de uso coletivo, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(1088) × CAbas(1) × Fi(1) = 1088.00 m²,OK (Atc+CAbás+V) — cálculo completo
0400960031,040,096,0031,Colégio São Francisco Xavier,"Rua Moreira e Costa, 531, 555",Ipiranga,ASSOCIACAO NOBREGA DE EDUCACAO E ASSISTENCIA S,ANUAL-2022 (alvaras),BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2018-07-11,DECLARACAO_BIR+TOMBADO_CADASTRO,,6800,13324,3038.00,3118.86,ZC,1,6800.00,21208248.00,Escola,IPTU2026+Q14+Zona,PCpt = Atc(6800) × CAbas(1) × Fi(1) = 6800.00 m²,OK (Atc+CAbás+V) — cálculo completo
0400740039,040,074,0039,Conjunto de Imóveis No Bairro do Ipiranga,"Rua Xavier Curado, 42",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2019-06-12,DECLARACAO_BIR+TOMBADO_CADASTRO,,1725,916,3386.00,3109.46,ZEPAM,"0,1",172.50,536381.85,Residência,IPTU2026+Q14+Zona,PCpt = Atc(1725) × CAbas(0.1) × Fi(1) = 172.50 m²,OK (Atc+CAbás+V) — cálculo completo
0350640005,035,064,0005,Conjunto de Imóveis No Bairro do Ipiranga / Conjunto de Casas Geminadas,"Rua Jorge Moreira, 62",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2021-05-21,DECLARACAO_BIR+TOMBADO_CADASTRO,,480,343,2246.00,2145.83,,,,,Residência,IPTU2026+Q14,,Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
0500080025,050,008,0025,Conjunto de Imóveis No Bairro do Ipiranga,"Rua Labatut, 781",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2021-01-28,DECLARACAO_BIR+TOMBADO_CADASTRO,,3750,4371,3219.00,2097.65,ZM,1,3750.00,7866187.50,Templo,IPTU2026+Q14+Zona,PCpt = Atc(3750) × CAbas(1) × Fi(1) = 3750.00 m²,OK (Atc+CAbás+V) — cálculo completo
0400880053,040,088,0053,Conjunto de Imóveis No Bairro do Ipiranga,"Rua Cipriano Barata, 1962, 1964, 1986, 332, 340",Ipiranga,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2024-11-13,DECLARACAO_BIR+TOMBADO_CADASTRO,,5307,7922,4260.00,3289.26,ZM,1,5307.00,17456102.82,"Asilo, orfanato, creche, seminário ou convento",IPTU2026+Q14+Zona,PCpt = Atc(5307) × CAbas(1) × Fi(1) = 5307.00 m²,OK (Atc+CAbás+V) — cálculo completo
0100900001,010,090,0001,Colégio Dante Alighieri / Edifícios Leonardo da Vinci e Colmeia e Pátio Existente Entre os Dois Prédios),"Alameda Jaú, 1061",Jardim Paulista,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2018-06-09,DECLARACAO_BIR+TOMBADO_CADASTRO,,19645,34555,25287.00,12791.56,,,,,Escola,IPTU2026+Q14,,Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
0130740001,013,074,0001,"Jardins: Paulista, Paulistano, América e Europa / Igreja Nossa Senhora do Brasil / Jardim América","Praça Nossa Senhora do Brasil, 512",Jardim Paulista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2024-08-23,DECLARACAO_BIR+TOMBADO_CADASTRO,,1830,806,15025.00,7629.10,ZER-1,1,1830.00,13961253.00,"Outras edificações de uso coletivo, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(1830) × CAbas(1) × Fi(1) = 1830.00 m²,OK (Atc+CAbás+V) — cálculo completo
0140230001,014,023,0001,"Jardins: Paulista, Paulistano, América e Europa/ Clube Atlético Paulistano: Ginásio de Esportes / Projeto Arquiteto Paulo Mendes da Rocha / Jardim América","Rua Honduras, 1300, 1400",Jardim Paulista,CLUBE ATLETICO PAULISTANO,ANUAL-2022 (alvaras),BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2025-01-20,DECLARACAO_BIR+TOMBADO_CADASTRO,,43353,73779,13242.00,6409.29,ZEPEC_AUE,,,,Clube esportivo,IPTU2026+Q14+Zona,,CAbás: zona ZEPEC_AUE sem CA no Quadro 3 (overlay — resolver zona-base)
0674730002,067,473,0002,Hospital São Luís Gonzaga / Irmandade da Santa Casa de Misericórdia de São Paulo,"Rua Michel Ouchana, 94, 194",Jaçanã,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2019-06-18,DECLARACAO_BIR+TOMBADO_CADASTRO,,32900,18975,1116.00,532.35,ZCa,1,32900.00,17514315.00,"Hospital, ambulatório, casa de saúde e assemelhados",IPTU2026+Q14+Zona,PCpt = Atc(32900) × CAbas(1) × Fi(1) = 32900.00 m²,OK (Atc+CAbás+V) — cálculo completo
0674560032,067,456,0032,Asilo do Jaçanã / Hospital Geriátrico e de Convalescente Dom Pedro Ii,"Avenida Luís Stamatis, 103, 130",Jaçanã,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2019-09-11,DECLARACAO_BIR+TOMBADO_CADASTRO,,43645,24950,1741.00,946.00,ZM,1,43645.00,41288170.00,"Outras edificações de uso especial, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(43645) × CAbas(1) × Fi(1) = 43645.00 m²,OK (Atc+CAbás+V) — cálculo completo
0230740001,023,074,0001,Fábrica Companhia Melhoramentos / Imóveis Indicados Como Zepec Na Subprefeitura da Lapa,"Rua Tito, 479",Lapa,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2016-06-18,DECLARACAO_BIR+TOMBADO_CADASTRO,,,,,,ZM,1,,,,Zona,,Atc: SQL sem cadastro no IPTU
0050870017,005,087,0017,Eixo Liberdade-vergueiro / Igepac Liberdade,"Avenida da Liberdade, 688, 692, 698, 702",Liberdade,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2023-10-06,DECLARACAO_BIR+TOMBADO_CADASTRO,,942,1913,11370.00,9141.53,ZEPEC_APC,,,,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,,CAbás: zona ZEPEC_APC sem CA no Quadro 3 (overlay — resolver zona-base)
0330390036,033,039,0036,Caminho Histórico Glória-lavapés / Igepac Liberdade 2,"Rua do Lavapés, 336, 342",Liberdade,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-06-06,DECLARACAO_BIR+TOMBADO_CADASTRO,,320,419,2236.00,1894.35,ZC,1,320.00,606192.00,Loja e residência (predominância comercial),IPTU2026+Q14+Zona,PCpt = Atc(320) × CAbas(1) × Fi(1) = 320.00 m²,OK (Atc+CAbás+V) — cálculo completo
0330390038,033,039,0038,Caminho Histórico Glória-lavapés / Igepac Liberdade 2,"Rua do Lavapés, 350, 354",Liberdade,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-06-06,DECLARACAO_BIR+TOMBADO_CADASTRO,,320,200,2236.00,1894.35,ZC,1,320.00,606192.00,Loja e residência (predominância comercial),IPTU2026+Q14+Zona,PCpt = Atc(320) × CAbas(1) × Fi(1) = 320.00 m²,OK (Atc+CAbás+V) — cálculo completo
0330400033,033,040,0033,,"Rua do Lavapés, 318, 320",Liberdade,,,BIR,,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-06-09,DECLARACAO_BIR,,2265,2510,3555.00,2305.65,ZM,1,2265.00,5222297.25,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(2265) × CAbas(1) × Fi(1) = 2265.00 m²,OK (Atc+CAbás+V) — cálculo completo
0330210417,033,021,0417,Conjunto São Joaquim – Pirapitingui / Igepac Liberdade,"Rua São Joaquim, 381",Liberdade,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-09-17,DECLARACAO_BIR+TOMBADO_CADASTRO,,,,,,ZEU,1,,,,Zona,,Atc: SQL sem cadastro no IPTU
0412730016,041,273,0016,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Normandia, 91",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-07-01,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,142,9103.00,5875.77,ZCOR-2,1,130.00,763850.10,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720031,041,272,0031,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Normandia, 38",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-07-01,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,138,9112.00,5887.53,ZEU,1,130.00,765378.90,Loja,IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720034,041,272,0034,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Normandia, 22",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-07-01,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,144,9112.00,5887.53,ZEU,1,130.00,765378.90,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412730018,041,273,0018,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Normandia, 97",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-07-01,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,134,9103.00,5875.77,ZER-1,1,130.00,763850.10,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720035,041,272,0035,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Normandia, 18",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-07-01,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,142,9112.00,5887.53,ZEU,1,130.00,765378.90,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412730026,041,273,0026,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Normandia, 17",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-07-01,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,143,9103.00,5875.77,ZEU,1,130.00,763850.10,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720022,041,272,0022,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Normandia, 90",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-07-03,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,138,9112.00,5887.53,ZCOR-2,1,130.00,765378.90,Loja,IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720023,041,272,0023,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Normandia, 86",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-07-03,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,144,9112.00,5887.53,ZCOR-2,1,130.00,765378.90,Loja,IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720036,041,272,0036,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Normandia, 12",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-07-03,DECLARACAO_BIR+TOMBADO_CADASTRO,,179,134,9112.00,5887.53,ZEU,1,179.00,1053867.87,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(179) × CAbas(1) × Fi(1) = 179.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720026,041,272,0026,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Normandia, 66",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-07-03,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,144,9112.00,5887.53,ZCOR-2,1,130.00,765378.90,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720027,041,272,0027,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Normandia, 60",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-07-03,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,151,9112.00,5887.53,ZCOR-2,1,130.00,765378.90,Loja,IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720024,041,272,0024,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Normandia, 76",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-07-03,DECLARACAO_BIR+TOMBADO_CADASTRO,,208,175,9112.00,5887.53,ZCOR-2,1,208.00,1224606.24,Loja,IPTU2026+Q14+Zona,PCpt = Atc(208) × CAbas(1) × Fi(1) = 208.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720001,041,272,0001,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Gaivota, 1409",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-06-27,DECLARACAO_BIR+TOMBADO_CADASTRO,,179,157,9105.00,5875.77,ZEU,1,179.00,1051762.83,Loja,IPTU2026+Q14+Zona,PCpt = Atc(179) × CAbas(1) × Fi(1) = 179.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720002,041,272,0002,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Gaivota, 1415",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-06-27,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,149,9105.00,5875.77,ZEU,1,130.00,763850.10,Loja,IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720003,041,272,0003,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Gaivota, 1419",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-06-27,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,147,9105.00,5875.77,ZEU,1,130.00,763850.10,Loja,IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720004,041,272,0004,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Gaivota, 1423",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-06-27,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,137,9105.00,5875.77,ZEU,1,130.00,763850.10,Loja,IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
0412720005,041,272,0005,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,"Rua Gaivota, 1429",Moema,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-06-27,DECLARACAO_BIR+TOMBADO_CADASTRO,,130,125,9105.00,5875.77,ZEU,1,130.00,763850.10,Loja,IPTU2026+Q14+Zona,PCpt = Atc(130) × CAbas(1) × Fi(1) = 130.00 m²,OK (Atc+CAbás+V) — cálculo completo
