sql_mestre,classe,achou,area_m2,props
0060550000,RECUPERAVEL,sim,104.00,{"cd_identificador":1958414;"cd_identificador_original_lote":8802123;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"055";"cd_subquadra_fiscal":null;"cd_condominio":"04";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"099775";"nm_logradouro_completo":"R JARDIM HELOISA";"cd_numero_porta":"43
0060640000,RECUPERAVEL,sim,2382.00,{"cd_identificador":1962036;"cd_identificador_original_lote":8801603;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"064";"cd_subquadra_fiscal":null;"cd_condominio":"04";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"121320";"nm_logradouro_completo":"AV S LUIS";"cd_numero_porta":"30 50 72"
0060320000,RECUPERAVEL,sim,904.00,{"cd_identificador":4794374;"cd_identificador_original_lote":9077945;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"032";"cd_subquadra_fiscal":null;"cd_condominio":"08";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"008800";"nm_logradouro_completo":"R ALVARO DE CARVALHO";"cd_numero_porta"
0060080000,RECUPERAVEL,sim,263.00,{"cd_identificador":6827993;"cd_identificador_original_lote":8802004;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"008";"cd_subquadra_fiscal":null;"cd_condominio":"11";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"181080";"nm_logradouro_completo":"R SETE DE ABRIL";"cd_numero_porta":"412
0050230000,RECUPERAVEL,sim,1151.00,{"cd_identificador":4794121;"cd_identificador_original_lote":9917295;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"023";"cd_subquadra_fiscal":null;"cd_condominio":"11";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"078530";"nm_logradouro_completo":"R GENEBRA";"cd_numero_porta":"197";"tx_
0070860000,RECUPERAVEL,sim,1261.00,{"cd_identificador":6785294;"cd_identificador_original_lote":10644801;"cd_setor_fiscal":"007";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"086";"cd_subquadra_fiscal":null;"cd_condominio":"07";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"181021";"nm_logradouro_completo":"R MAJ SERTORIO";"cd_numero_porta":"114
0070850000,RECUPERAVEL,sim,1090.00,{"cd_identificador":1980923;"cd_identificador_original_lote":8830690;"cd_setor_fiscal":"007";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"085";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"170003";"nm_logradouro_completo":"PC DA REPUBLICA";"cd_numero_porta":"167
0060270000,RECUPERAVEL,sim,1172.00,{"cd_identificador":1983153;"cd_identificador_original_lote":8801530;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"027";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"072818";"nm_logradouro_completo":"R FORMOSA";"cd_numero_porta":"367";"tx_
0080530000,RECUPERAVEL,sim,772.00,{"cd_identificador":1984572;"cd_identificador_original_lote":8831218;"cd_setor_fiscal":"008";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"053";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"101010";"nm_logradouro_completo":"AV S JOAO";"cd_numero_porta":"1240 1254
0060090000,RECUPERAVEL,sim,530.00,{"cd_identificador":1989789;"cd_identificador_original_lote":8801562;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"009";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"197599";"nm_logradouro_completo":"R VINTE E QUATRO DE MAIO";"cd_numero_po
0070870000,RECUPERAVEL,sim,1770.00,{"cd_identificador":6772079;"cd_identificador_original_lote":10627196;"cd_setor_fiscal":"007";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"087";"cd_subquadra_fiscal":null;"cd_condominio":"08";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"021156";"nm_logradouro_completo":"R ARAUJO";"cd_numero_porta":"141";"tx_
0060170000,RECUPERAVEL,sim,351.00,{"cd_identificador":1982603;"cd_identificador_original_lote":8801927;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"017";"cd_subquadra_fiscal":null;"cd_condominio":"07";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"054950";"nm_logradouro_completo":"R CONS CRISPINIANO";"cd_numero_porta":"
0060060000,RECUPERAVEL,sim,751.00,{"cd_identificador":1993872;"cd_identificador_original_lote":8801468;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"006";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"170003";"nm_logradouro_completo":"PC DA REPUBLICA";"cd_numero_porta":"64 
0070690000,RECUPERAVEL,sim,652.00,{"cd_identificador":1993662;"cd_identificador_original_lote":8830273;"cd_setor_fiscal":"007";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"069";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"099694";"nm_logradouro_completo":"R GAL JARDIM";"cd_numero_porta":"138";"
0050340000,RECUPERAVEL,sim,410.00,{"cd_identificador":1962059;"cd_identificador_original_lote":8890706;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"034";"cd_subquadra_fiscal":null;"cd_condominio":"06";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"073296";"nm_logradouro_completo":"R FRANCISCA MIQUELINA";"cd_numero_porta
0060510000,RECUPERAVEL,sim,1107.00,{"cd_identificador":1957933;"cd_identificador_original_lote":8802171;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"051";"cd_subquadra_fiscal":null;"cd_condominio":"11";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"010030";"nm_logradouro_completo":"R STO AMARO";"cd_numero_porta":"300";"t
0060530000,RECUPERAVEL,sim,309.00,{"cd_identificador":1979941;"cd_identificador_original_lote":8802065;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"053";"cd_subquadra_fiscal":null;"cd_condominio":"08";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"078530";"nm_logradouro_completo":"R GENEBRA";"cd_numero_porta":"170 172";
0070710000,RECUPERAVEL,sim,1771.00,{"cd_identificador":4794336;"cd_identificador_original_lote":9918050;"cd_setor_fiscal":"007";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"071";"cd_subquadra_fiscal":null;"cd_condominio":"05";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"170003";"nm_logradouro_completo":"PC DA REPUBLICA";"cd_numero_porta":"411
0070720000,RECUPERAVEL,sim,335.00,{"cd_identificador":2014452;"cd_identificador_original_lote":8829266;"cd_setor_fiscal":"007";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"072";"cd_subquadra_fiscal":null;"cd_condominio":"05";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"170003";"nm_logradouro_completo":"PC DA REPUBLICA";"cd_numero_porta":"469
0010480000,RECUPERAVEL,sim,496.00,{"cd_identificador":2029511;"cd_identificador_original_lote":8801009;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"048";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"165930";"nm_logradouro_completo":"AV PRESTES MAIA";"cd_numero_porta":"297
0060630000,RECUPERAVEL,sim,1080.00,{"cd_identificador":2028245;"cd_identificador_original_lote":8802888;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"063";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"054666";"nm_logradouro_completo":"PC GAL CRAVEIRO LOPES";"cd_numero_porta
0080610000,RECUPERAVEL,sim,676.00,{"cd_identificador":1958559;"cd_identificador_original_lote":8832944;"cd_setor_fiscal":"008";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"061";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"118834";"nm_logradouro_completo":"AL BR DE LIMEIRA";"cd_numero_porta":"89
0010550161,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0060580000,RECUPERAVEL,sim,306.00,{"cd_identificador":1998280;"cd_identificador_original_lote":8802809;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"058";"cd_subquadra_fiscal":null;"cd_condominio":"05";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"073296";"nm_logradouro_completo":"R FRANCISCA MIQUELINA";"cd_numero_porta
0060360000,RECUPERAVEL,sim,297.00,{"cd_identificador":1961522;"cd_identificador_original_lote":8802023;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"036";"cd_subquadra_fiscal":null;"cd_condominio":"06";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"199966";"nm_logradouro_completo":"R CEL XAVIER DE TOLEDO";"cd_numero_port
0070750000,RECUPERAVEL,sim,198.00,{"cd_identificador":1997252;"cd_identificador_original_lote":8830192;"cd_setor_fiscal":"007";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"075";"cd_subquadra_fiscal":null;"cd_condominio":"04";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"170003";"nm_logradouro_completo":"PC DA REPUBLICA";"cd_numero_porta":"100
0060560000,RECUPERAVEL,sim,369.00,{"cd_identificador":1958654;"cd_identificador_original_lote":8802659;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"056";"cd_subquadra_fiscal":null;"cd_condominio":"07";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"000582";"nm_logradouro_completo":"R ABOLICAO";"cd_numero_porta":"369 373"
0200620043,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0070010000,RECUPERAVEL,sim,335.00,{"cd_identificador":6785240;"cd_identificador_original_lote":10644794;"cd_setor_fiscal":"007";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"001";"cd_subquadra_fiscal":null;"cd_condominio":"06";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"057975";"nm_logradouro_completo":"PC MAL DEODORO";"cd_numero_porta":"70 
0200520000,RECUPERAVEL,sim,525.00,{"cd_identificador":2731221;"cd_identificador_original_lote":9175964;"cd_setor_fiscal":"020";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"052";"cd_subquadra_fiscal":null;"cd_condominio":"05";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"013560";"nm_logradouro_completo":"AV ANGELICA";"cd_numero_porta":"142";"t
0080130000,RECUPERAVEL,sim,990.00,{"cd_identificador":1960381;"cd_identificador_original_lote":8832527;"cd_setor_fiscal":"008";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"013";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"002160";"nm_logradouro_completo":"R ADOLFO GORDO";"cd_numero_porta":"100"
0070060000,RECUPERAVEL,sim,116.00,{"cd_identificador":1960276;"cd_identificador_original_lote":8829100;"cd_setor_fiscal":"007";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"006";"cd_subquadra_fiscal":null;"cd_condominio":"08";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"101010";"nm_logradouro_completo":"AV S JOAO";"cd_numero_porta":"2057 2065
0200730000,RECUPERAVEL,sim,1200.00,{"cd_identificador":2768863;"cd_identificador_original_lote":9175331;"cd_setor_fiscal":"020";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"073";"cd_subquadra_fiscal":null;"cd_condominio":"07";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"036749";"nm_logradouro_completo":"R CONS BROTERO";"cd_numero_porta":"1030
0070130000,RECUPERAVEL,sim,160.00,{"cd_identificador":1958471;"cd_identificador_original_lote":8829140;"cd_setor_fiscal":"007";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"013";"cd_subquadra_fiscal":null;"cd_condominio":"07";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"101010";"nm_logradouro_completo":"AV S JOAO";"cd_numero_porta":"1851 1857
0080450000,RECUPERAVEL,sim,540.00,{"cd_identificador":1965072;"cd_identificador_original_lote":8833174;"cd_setor_fiscal":"008";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"045";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"144533";"nm_logradouro_completo":"R CONS NEBIAS";"cd_numero_porta":"719";
0200410000,RECUPERAVEL,sim,593.00,{"cd_identificador":2734689;"cd_identificador_original_lote":9175663;"cd_setor_fiscal":"020";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"041";"cd_subquadra_fiscal":null;"cd_condominio":"08";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"028690";"nm_logradouro_completo":"R BARRA FUNDA";"cd_numero_porta":"265 2
0900130015,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0882590001,RECUPERAVEL,sim,12577.48,{"cd_identificador":4723588;"cd_identificador_original_lote":9736968;"cd_setor_fiscal":"088";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"259";"cd_subquadra_fiscal":null;"cd_condominio":"00";"cd_tipo_lote":"EL";"tx_tipo_lote":"ESPACO LIVRE";"cd_lote":"0001";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":null;"nm_logradouro_completo":null;"cd_numero_porta":null;"tx_compl
1551910001,RECUPERAVEL,sim,2403.65,{"cd_identificador":6577951;"cd_identificador_original_lote":10457788;"cd_setor_fiscal":"155";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"191";"cd_subquadra_fiscal":null;"cd_condominio":"00";"cd_tipo_lote":"EL";"tx_tipo_lote":"ESPACO LIVRE";"cd_lote":"0001";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":null;"nm_logradouro_completo":null;"cd_numero_porta":null;"tx_comp
0050440000,RECUPERAVEL,sim,423.00,{"cd_identificador":6822293;"cd_identificador_original_lote":10680211;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"044";"cd_subquadra_fiscal":null;"cd_condominio":"04";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"123889";"nm_logradouro_completo":"R STA LUZIA";"cd_numero_porta":"81 87 
0050440116,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0050220000,RECUPERAVEL,sim,500.00,{"cd_identificador":6771520;"cd_identificador_original_lote":10625089;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"022";"cd_subquadra_fiscal":null;"cd_condominio":"06";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"069337";"nm_logradouro_completo":"R SEN FEIJO";"cd_numero_porta":"19 29 
0050220021,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0050120000,RECUPERAVEL,sim,315.00,{"cd_identificador":1997042;"cd_identificador_original_lote":8890956;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"012";"cd_subquadra_fiscal":null;"cd_condominio":"04";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"175455";"nm_logradouro_completo":"PC DA SE";"cd_numero_porta":"20 28";"tx
0050190000,RECUPERAVEL,sim,135.00,{"cd_identificador":2020639;"cd_identificador_original_lote":8890544;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"019";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"170259";"nm_logradouro_completo":"R RIACHUELO";"cd_numero_porta":"259 265
0010490670,RECUPERAVEL,sim,1586.00,{"cd_identificador":2033782;"cd_identificador_original_lote":8800991;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"049";"cd_subquadra_fiscal":null;"cd_condominio":"00";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0670";"cd_situacao":1;"cd_digito_sql":"7";"cd_logradouro":"072044";"nm_logradouro_completo":"R FLORENCIO DE ABREU";"cd_numero_porta":
0010490018,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0010490000,RECUPERAVEL,sim,1867.00,{"cd_identificador":1969154;"cd_identificador_original_lote":8800962;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"049";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"072044";"nm_logradouro_completo":"R FLORENCIO DE ABREU";"cd_numero_porta"
0050210000,RECUPERAVEL,sim,197.00,{"cd_identificador":1958943;"cd_identificador_original_lote":8891006;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"021";"cd_subquadra_fiscal":null;"cd_condominio":"04";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"069337";"nm_logradouro_completo":"R SEN FEIJO";"cd_numero_porta":"34 40 4
0050150000,RECUPERAVEL,sim,109.00,{"cd_identificador":1990726;"cd_identificador_original_lote":8891559;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"015";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"031895";"nm_logradouro_completo":"R BENJAMIM CONSTANT";"cd_numero_porta":
0010800000,RECUPERAVEL,sim,284.00,{"cd_identificador":1958432;"cd_identificador_original_lote":8800341;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"080";"cd_subquadra_fiscal":null;"cd_condominio":"05";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"118249";"nm_logradouro_completo":"R LIBERO BADARO";"cd_numero_porta":"386
0050200000,RECUPERAVEL,sim,127.00,{"cd_identificador":2480301;"cd_identificador_original_lote":9078014;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"020";"cd_subquadra_fiscal":null;"cd_condominio":"07";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"069337";"nm_logradouro_completo":"R SEN FEIJO";"cd_numero_porta":"115";"t
0020590000,RECUPERAVEL,sim,411.00,{"cd_identificador":6817222;"cd_identificador_original_lote":9164121;"cd_setor_fiscal":"002";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"059";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"172260";"nm_logradouro_completo":"R ROBERTO SIMONSEN";"cd_numero_porta":"
0020590055,NAO_VENDAVEL_LEI,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0030030000,RECUPERAVEL,sim,403.00,{"cd_identificador":2013443;"cd_identificador_original_lote":8820750;"cd_setor_fiscal":"003";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"003";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"044342";"nm_logradouro_completo":"R DOS CARMELITAS";"cd_numero_porta":"58
0020220094,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0050300000,RECUPERAVEL,sim,137.00,{"cd_identificador":1983741;"cd_identificador_original_lote":8890573;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"030";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"181153";"nm_logradouro_completo":"LG SETE DE SETEMBRO";"cd_numero_porta":
0020740000,RECUPERAVEL,sim,279.00,{"cd_identificador":2792082;"cd_identificador_original_lote":9162734;"cd_setor_fiscal":"002";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"074";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"051110";"nm_logradouro_completo":"PC CLOVIS BEVILAQUA";"cd_numero_porta":
0010730000,RECUPERAVEL,sim,464.00,{"cd_identificador":6786172;"cd_identificador_original_lote":10644758;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"073";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"038423";"nm_logradouro_completo":"LG DO CAFE";"cd_numero_porta":"4 14";"
