sql_mestre,classe,achou,area_m2,props
0200000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0180000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0870000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0880000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0020000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0010000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0030000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2229880000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2209990000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0690000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
1310000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0641920000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0380920000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0370400000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0421740000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0421750000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0421710000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0421760000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0421700000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0421670000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0421720001,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0421690000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0421680000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0380690000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0381050000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0381040000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0381030000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0360100000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0380980000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0370360647,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0370360000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0370360113,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0370360110,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0370360111,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0370360112,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0370340000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0370350005,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0370350006,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0370350015,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0370350000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0370350016,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0370260000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
1230010000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0320210000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0090000000,NAO_VENDAVEL_LEI,inconclusivo,,quadra sem resposta nas 2 passadas
0010870000,NAO_VENDAVEL_LEI,inconclusivo,,quadra sem resposta nas 2 passadas
0893200001,NAO_VENDAVEL_LEI,inconclusivo,,quadra sem resposta nas 2 passadas
0110120000,NAO_VENDAVEL_LEI,inconclusivo,,quadra sem resposta nas 2 passadas
0000000000,NAO_VENDAVEL_LEI,inconclusivo,,quadra sem resposta nas 2 passadas
0060000000,NAO_VENDAVEL_LEI,inconclusivo,,quadra sem resposta nas 2 passadas
0950000000,NAO_VENDAVEL_LEI,inconclusivo,,quadra sem resposta nas 2 passadas
2519990000,NAO_VENDAVEL_LEI,inconclusivo,,quadra sem resposta nas 2 passadas
0620000000,NAO_VENDAVEL_LEI,inconclusivo,,quadra sem resposta nas 2 passadas
