sql,endereco,distrito,zona,tipo_zepec,esfera,nome_bem,area_terreno_m2,pcpt_m2,saldo_vendavel_m2,parcelas_anuais,valor_ref_art128_brl,valor_bruto_brl,valor_teto_art128_brl,base_vencedora_art128,estado_venda,ja_transferido_m2,n_transferencias,data_declaracao,data_certidao,data_referencia,renovacao_70pct_10anos_art129,renovacao_100pct_15anos_art129,conservacao_art129,negociavel,indicio_processo,proprietario,fonte
0090110037,"Rua São Vicente, 121, 123, 127",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,280,336.00,336.00,,335706.00,1342824.00,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090010000,"Rua Manoel Dutra, 526, 534, 1240",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090210047,"Rua Treze de Maio, 668, 670",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,240,288.00,288.00,,512376.48,2049505.92,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090210037,"Rua Treze de Maio, 744",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,144,172.80,172.80,,307425.89,1229703.55,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190043,"Rua dos Franceses, 146",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,174,208.80,208.80,,446162.80,1784651.18,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090440308,"Rua Martiniano de Carvalho, 340, 348, 356",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,1000,1000.00,1000.00,,2154742.50,8618970.00,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190042,"Rua dos Franceses, 152",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,179,214.80,214.80,,458983.57,1835934.26,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090380063,"Rua dos Ingleses, 413",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,160,192.00,192.00,,324112.32,1296449.28,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090710464,"Rua Artur Prado, 659, 697",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,4655,4189.50,4189.50,,9541774.78,38167099.11,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090180084,"Rua Doutor Seng, 30",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,108,129.60,129.60,,172906.81,691627.25,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190056,"Rua Veloso Guerra, 77",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,72,86.40,86.40,,184619.09,738476.35,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090110026,"Rua Conselheiro Carrão, 558",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,241,289.20,289.20,,288946.95,1155787.80,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190037,"Rua dos Franceses, 250",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,113,135.60,135.60,,289749.40,1158997.61,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090040041,"Rua São Vicente, 40",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,47,56.40,56.40,,61483.05,245932.20,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090070020,"Rua Maria José, 142, 146",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,224,268.80,268.80,,281768.26,1127073.02,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090370009,"Rua dos Franceses, 471",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,787,787.00,787.00,,1796394.40,7185577.58,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090120023,"Rua Conselheiro Carrão, 476, 478",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,138,165.60,165.60,,250867.44,1003469.76,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190089,"Rua Veloso Guerra, 37",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,67,80.40,80.40,,171798.32,687193.27,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090210030,"Rua dos Ingleses, 165",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,231,277.20,277.20,,493162.36,1972649.45,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090240047,"Rua Conselheiro Ramalho, 737",Bela Vista,ZEIS-5,tombado,municipal,Bairro da Bela Vista,330,396.00,396.00,,392286.51,1569146.04,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190036,"Rua dos Franceses, 252",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,107,128.40,128.40,,274364.48,1097457.91,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190058,"Rua Veloso Guerra, 91",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,176,211.20,211.20,,451291.11,1805164.42,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190050,"Rua Veloso Guerra, 13",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,134,160.80,160.80,,343596.64,1374386.54,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090570006,"Avenida Brigadeiro Luís Antônio, 1285",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,255,306.00,306.00,,731906.10,2927624.40,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090380010,"Rua Treze de Maio, 844, 848",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,201,241.20,241.20,,407166.10,1628664.41,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190020,"Alameda Joaquim Eugênio de Lima, 48",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,96,115.20,115.20,,246158.79,984635.14,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090070026,"Rua Maria José, 186",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,229,274.80,274.80,,288057.73,1152230.90,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090410056,"Rua Fortaleza, 191",Bela Vista,ZEIS-5,tombado,municipal,Bairro da Bela Vista,100,120.00,120.00,,193879.50,775518.00,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190041,"Rua dos Franceses, 160",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,179,214.80,214.80,,458983.57,1835934.26,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090040012,"Rua São Vicente, 52",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,225,270.00,270.00,,294333.75,1177335.00,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090040019,"Rua Doutor Luís Barreto, 193",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,115,138.00,138.00,,150437.25,601749.00,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090530022,"Rua Doutor Alfredo Ellis, 306, 1315",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,1761,1761.00,1761.00,,3918154.56,15672618.24,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090180017,"Rua Almirante Marques de Leão, 532",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,137,164.40,164.40,,219335.49,877341.97,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090420024,"Avenida Brigadeiro Luís Antônio, 1288",Bela Vista,ZEIS-5,tombado,municipal,Bairro da Bela Vista,400,480.00,480.00,,823430.40,3293721.60,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090050023,"Rua Treze de Maio, 499",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,109,130.80,130.80,,148601.55,594406.21,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090250034,"Rua Maria José, 473",Bela Vista,ZEIS-5,tombado,municipal,Bairro da Bela Vista,70,84.00,84.00,,164043.81,656175.24,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190087,"Rua Veloso Guerra, 15",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,128,153.60,153.60,,328211.71,1312846.85,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090120021,"Rua Conselheiro Carrão, 458, 460",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,146,175.20,175.20,,265410.48,1061641.92,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090070014,"Rua Maria José, 118",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,142,170.40,170.40,,178620.95,714483.79,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190002,"Alameda Joaquim Eugênio de Lima, 198",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,108,129.60,129.60,,276928.63,1107714.53,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090040020,"Rua Doutor Luís Barreto, 187",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,115,138.00,138.00,,150437.25,601749.00,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090200003,"Rua dos Franceses, 67",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,137,164.40,164.40,,359260.86,1437043.42,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190094,"Rua Veloso Guerra, 81",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,85,102.00,102.00,,217953.09,871812.36,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090380002,"Rua Treze de Maio, 776",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,131,157.20,157.20,,265366.96,1061467.85,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090940045,"Rua Veloso Guerra, 5",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,154,184.80,184.80,,235379.76,941519.04,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090170052,"Rua Sílvia, 203, 12",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,52,62.40,62.40,,83506.96,334027.82,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090380040,"Rua Treze de Maio, 1082",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,660,660.00,660.00,,1114136.10,4456544.40,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090120027,"Rua Conselheiro Carrão, 506",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,56,67.20,67.20,,101801.28,407205.12,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090380004,"Rua Treze de Maio, 786",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,139,166.80,166.80,,281572.58,1126290.31,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090200015,"Rua dos Franceses, 153",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,105,126.00,126.00,,275345.91,1101383.64,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090070133,"Rua Manoel Dutra, 133",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,91,109.20,109.20,,114468.36,457873.42,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090070078,"Rua Manoel Dutra, 127, 131",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,156,187.20,187.20,,196231.47,784925.86,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090940028,"Rua Almirante Marques de Leão, 321",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,115,138.00,138.00,,175770.60,703082.40,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090120024,"Rua Conselheiro Carrão, 480",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,180,216.00,216.00,,327218.40,1308873.60,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090110006,"Rua Doutor Luís Barreto, 270",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,217,260.40,260.40,,260172.15,1040688.60,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090120026,"Rua Conselheiro Carrão, 498, 498",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,148,177.60,177.60,,269046.24,1076184.96,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090220024,"Rua Treze de Maio, 721",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,206,247.20,247.20,,278040.67,1112162.69,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190054,"Rua Veloso Guerra, 67",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,127,152.40,152.40,,325647.56,1302590.23,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090540017,"Rua Santa Madalena, 352",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,50,60.00,60.00,,133006.50,532026.00,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090940043,"Rua Veloso Guerra, 8",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,206,247.20,247.20,,314858.64,1259434.56,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090120020,"Rua Conselheiro Carrão, 450",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,175,210.00,210.00,,318129.00,1272516.00,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190048,"Rua dos Franceses, 112, 112G",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,178,213.60,213.60,,456419.41,1825677.65,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090410063,"Rua Fortaleza, 159",Bela Vista,ZEIS-5,tombado,municipal,Bairro da Bela Vista,80,96.00,96.00,,155103.60,620414.40,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
