sql,endereco,distrito,zona,tipo_zepec,esfera,nome_bem,area_terreno_m2,pcpt_m2,saldo_vendavel_m2,parcelas_anuais,valor_ref_art128_brl,valor_bruto_brl,valor_teto_art128_brl,base_vencedora_art128,estado_venda,ja_transferido_m2,n_transferencias,data_declaracao,data_certidao,data_referencia,renovacao_70pct_10anos_art129,renovacao_100pct_15anos_art129,conservacao_art129,negociavel,indicio_processo,proprietario,fonte
0090200012,"Rua dos Franceses, 125",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,120,144.00,144.00,,314681.04,1258724.16,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090050000,"Rua Conselheiro Carrão, 346, 354, 358, 364, 242",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090120019,"Rua Conselheiro Carrão, 448, 516, 518",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,165,198.00,198.00,,299950.20,1199800.80,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190068,"Rua Almirante Marques de Leão, 727",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,137,164.40,164.40,,351289.10,1405156.39,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090410057,"Rua Fortaleza, 189",Bela Vista,ZEIS-5,tombado,municipal,Bairro da Bela Vista,104,124.80,124.80,,201634.68,806538.72,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090410059,"Rua Fortaleza, 175",Bela Vista,ZEIS-5,tombado,municipal,Bairro da Bela Vista,68,81.60,81.60,,131838.06,527352.24,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190082,"Rua Almirante Marques de Leão, 807",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,110,132.00,132.00,,282056.94,1128227.76,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090200035,"Rua dos Ingleses, 74",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,102,122.40,122.40,,267478.89,1069915.54,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090180074,"Alameda Ribeirão Preto, 228, 234",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,57,68.40,68.40,,91256.37,365025.49,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090380009,"Rua Treze de Maio, 830",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,300,360.00,360.00,,607710.60,2430842.40,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090410060,"Rua Fortaleza, 171",Bela Vista,ZEIS-5,tombado,municipal,Bairro da Bela Vista,68,81.60,81.60,,131838.06,527352.24,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090080029,"Rua Major Diogo, 650, 654",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,245,294.00,294.00,,317811.80,1271247.18,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090060012,"Rua Conselheiro Ramalho, 478",Bela Vista,ZC,tombado,municipal,Bairro da Bela Vista,148,177.60,177.60,,232528.57,930114.29,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090170137,"Rua Itapeva, 173, 177, 23, 27",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,569,569.00,569.00,,761465.67,3045862.69,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190074,"Rua Almirante Marques de Leão, 757",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,101,121.20,121.20,,258979.56,1035918.22,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190022,"Alameda Joaquim Eugênio de Lima, 36",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,89,106.80,106.80,,228209.71,912838.82,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090170243,"Rua Sílvia, 203",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,55,66.00,66.00,,88324.67,353298.66,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090380082,"Rua dos Ingleses, 399",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,98,117.60,117.60,,198518.80,794075.18,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090530025,"Rua Doutor Alfredo Ellis, 286",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,97,116.40,116.40,,258985.35,1035941.38,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090060013,"Rua Conselheiro Ramalho, 480",Bela Vista,ZC,tombado,municipal,Bairro da Bela Vista,135,162.00,162.00,,212103.77,848415.06,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090170124,"Rua Itapeva, 131",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,192,230.40,230.40,,308333.38,1233333.50,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090070015,"Rua Maria José, 120",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,158,189.60,189.60,,198747.25,794989.01,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090070018,"Rua Maria José, 134",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,136,163.20,163.20,,171073.59,684294.34,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090230035,"Rua Fortaleza, 190, 192",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,190,228.00,228.00,,267286.11,1069144.44,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090380078,"Rua dos Ingleses, 303",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,232,278.40,278.40,,469962.87,1879851.46,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090940013,"Rua Conselheiro Carrão, 603",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,192,230.40,230.40,,293460.48,1173841.92,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090180018,"Rua Almirante Marques de Leão, 536",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,140,168.00,168.00,,224138.46,896553.84,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090050012,"Rua Treze de Maio, 423",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,206,247.20,247.20,,280843.30,1123373.21,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090210033,"Rua dos Ingleses, 187",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,213,255.60,255.60,,454734.13,1818936.50,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090700001,"Rua Artur Prado, 331",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,750,750.00,750.00,,1633061.25,6532245.00,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090380081,"Rua dos Ingleses, 255",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,410,492.00,492.00,,830537.82,3322151.28,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090380088,"Rua Treze de Maio, 962, 964",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,180,216.00,216.00,,364626.36,1458505.44,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090650000,"Avenida Brigadeiro Luis Antonio, 2020",Bela Vista,ZEU,tombado,municipal,Banco América do Sul / Obra do Engenheiro Ernest Robert Carvalho Mange e Arquiteto Ariaki Kato / 1965,,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090940040,"Rua Veloso Guerra, 34",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,104,124.80,124.80,,158957.76,635831.04,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090210043,"Rua Treze de Maio, 704",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,161,193.20,193.20,,343719.22,1374876.89,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090570045,"Rua Artur Prado, 88",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,365,438.00,438.00,,1047630.30,4190521.20,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090400001,"Avenida Brigadeiro Luís Antônio, 1520, 1528",Bela Vista,ZEIS-5,tombado,municipal,Bairro da Bela Vista,200,240.00,240.00,,402193.20,1608772.80,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090530026,"Rua Doutor Alfredo Ellis, 274",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,165,198.00,198.00,,440542.08,1762168.32,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090170053,"Rua Sílvia, 203, 10",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,65,78.00,78.00,,104383.70,417534.78,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090320000,"Rua Humaitá, 267, 307, 993, 1029",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090070032,"Rua Maria José, 230",Bela Vista,ZEIS-5,tombado,municipal,Bairro da Bela Vista,82,98.40,98.40,,103147.31,412589.23,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090570001,"Avenida Brigadeiro Luís Antônio, 1249, 1249",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,657,657.00,657.00,,1571445.45,6285781.80,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090040024,"Rua Doutor Luís Barreto, 169",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,84,100.80,100.80,,109884.60,439538.40,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090380026,"Rua Treze de Maio, 950",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,180,216.00,216.00,,364626.36,1458505.44,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090170123,"Rua Itapeva, 125",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,160,192.00,192.00,,256944.48,1027777.92,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190073,"Rua Almirante Marques de Leão, 755",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,100,120.00,120.00,,256415.40,1025661.60,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090070006,"Rua Maria José, 58, 60",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,182,218.40,218.40,,228936.71,915746.83,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190070,"Rua Almirante Marques de Leão, 737",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,100,120.00,120.00,,256415.40,1025661.60,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090200002,"Rua dos Franceses, 47",Bela Vista,ZEIS-3,tombado,municipal,Bairro da Bela Vista,216,259.20,259.20,,566425.87,2265703.49,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090220066,"Rua Conselheiro Carrão, 387, 387",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,200,240.00,240.00,,269942.40,1079769.60,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090440004,"Rua Martiniano de Carvalho, 256, 262, 266",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,700,700.00,700.00,,1508319.75,6033279.00,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090170122,"Rua Itapeva, 123",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,151,181.20,181.20,,242491.35,969965.41,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090550006,"Rua Artur Prado, 282, 240",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,150,180.00,180.00,,388873.80,1555495.20,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090530003,"Avenida Brigadeiro Luís Antônio, 1609, 1611",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,186,223.20,223.20,,496611.07,1986444.29,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090050030,"Rua Conselheiro Carrão, 402, 404",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,141,169.20,169.20,,192227.70,768910.79,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090190071,"Rua Almirante Marques de Leão, 743, 745",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,100,120.00,120.00,,256415.40,1025661.60,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090120018,"Treze de Maio, 496",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,99,118.80,118.80,,179970.12,719880.48,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090200031,"Rua dos Ingleses, 98",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,132,158.40,158.40,,346149.15,1384596.58,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090380017,"Treze de Maio, 886",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,316,379.20,379.20,,640121.83,2560487.33,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090380027,"Treze de Maio, 954",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,171,205.20,205.20,,346395.04,1385580.17,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090230020,"Rua Conselheiro Ramalho, 800",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,295,354.00,354.00,,414996.86,1659987.42,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090170057,"Rua Sílvia, 203, 2",Bela Vista,ZM,tombado,municipal,Bairro da Bela Vista,52,62.40,62.40,,83506.96,334027.82,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0090180025,"Rua Almirante Marques de Leão, 572",Bela Vista,ZEU,tombado,municipal,Bairro da Bela Vista,152,182.40,182.40,,243350.33,973401.31,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,verificar,sinais: nome de area/bairro,"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
