sql_receptor,endereco_receptor,distrito_receptor,metragem_compra_m2,area_cedida_equivalente_m2,valor_pecuniario_rs,n_certidao,ano_certidao,data_publicacao,sql_cedente_de_quem_comprou,uso_receptor,nome_comprador,fonte
0472260627,"Av Jabaquara, s/n / R Pan-Americana, s/n / R Domingos, s/n",Saúde,7477.23,4739.4399999999996,,013/18,2018,2018-06-05,0401150019,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0360100029,"Al Santos, 86",Vila Mariana,3988.48,4180.01,,004/18,2018,2018-06-19,0090190092,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0090631384,"Av Brigadeiro Luís Antônio, 2396",Jardim Paulista,1843.27,9600.3700000000008,,006/14,2014,2014-04-02,0401250058,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0390400003,"R Toledo Barbosa, 254/ R Álvaro , 463 e outros",Vila Mariana,13985.42,2390.17,,019/18,2018,2018-08-18,0401250058,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0411040020,"Av Ibirapuera, 1753, 1757 e 1761",Moema,3010.09,6244.5,,015/18,2018,2018-08-17,0401250058,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0090631432,"Al Santos, 800",Jardim Paulista,706,594.11,,001/15,2015,2015-09-30,0090420023,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0570180001,"R Dr Suzano Brandão, 820, 832, 842, 844 e 846",Vila Matilde,5379.03,635.89,,013/17,2017,2017-10-18,0090420023,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0161280041,"R Groelândia, 77",Jardim Paulista,2106.14,9331.15,,012/21,2021,2021-10-16,3000320012,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
,,,2493.84,3223,,003/23,2023,2023-05-30,3000320012,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0851150002,"R Luisiania, 139, 147, 157, 185, R Nebraska, 220, 222, Av Portugal, 220",Itaim Bibi,8974.7800000000007,6832.85,,009/23,2023,2023-10-06,3000320012,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0300240002,"R Almirante Calheiros, 398, 406, 418, 396 / R Henrique Sertório, 399 / R Cristais, 183",Tatuapé,3009.33,2750.75,,003/14,2014,2014-05-15,0400510007,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0290520012,"R Serra da Bocaina, 5547, 5573 / R Carlos del Prete, 35, 89",Belém,7011.95,2383.9,,007/18,2018,2018-04-14,0400510007,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0130410022,"Rua Cristiano Viana, 119, 127, 131, 145, 155",Pinheiros,739.05,780.45,,010/24,2024,2025-01-17,,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0930400004,"R Marcílio Dias, 311,317",Socorro,11710.18,541.71,,004/17,2017,2017-04-04,0200950021,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0220240002,R Dr Miranda de Azevedo,Lapa,10027.51,1597.68,,005/18,2018,2018-03-17,0200950021,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0411040020,"Av Ibirapuera, 1753, 1757 e 1761",Moema,254.96,300,,030/18,2018,2019-01-10,0090420022,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0360880007,"Av Brigadeiro Luiz Antônio, 4631 e 4643",Moema,847.37,8442.41,,024/18,2018,2018-12-22,2000580001,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0100230116,"R da Consolação, 1559 a 1637 / R Bela Cintra, 306 a 314",Consolação,9999.56,41557.589999999997,,023/19,2019,2019-12-14,2000580001,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
2000420019,"R Estevão Lopes, 136, 144, 156, 166, 182, 172 e 206",Butantã,9407.67,5541.28,,007/21,2021,2021-09-16,2000580001,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
2000420019,"R Eestevão Lopes, 136, 144, 156, 166, 182, 172 e 206",Butantã,10650.34,5541.28,,002/24,2024,2024-07-10,2000580001,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0970050013,"Av Mofarej, 971",Vila Leopoldina,22467.69,45373.34,,001/22,2022,2022-04-27,2000580001,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
1001090058,"Av Paes de Barros, 3381, 3389, 3393, 3399, 3417, 3427, 3421, R Cap. Pacheco Chaves, 1209 e Rua Cervantes",Vila Prudente,8647.5499999999993,3550.58,,004/16,2016,2016-10-06,0401060026,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0290520012,"R Serra da Bocaina, 547  / R Carlos Del Prete",Belém,5652.12,2272.1799999999998,,003/17,2017,2017-05-23,0401060026,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0150440034,"Av Pedroso de Moraes, 705, 707, 709, 717, 725 e 737/ R Cardeal Arcoverde 2205 e 2209",Pinheiros,6262.12,2152.5,,004/20,2020,2020-11-14,0100691220,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
2990590129,"R Chipre, s/n / R Fiandeiras, 682",Itaim Bibi,1432.27,4915.38,,016/18,2018,2018-09-05,0401290070,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0430660034,R Dr Elíseo de Castro,Ipiranga,6038.3,2600.3200000000002,,025/18,2018,2018-10-30,0401290070,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0370060035,"Vd Santa Generosa, 10",Vila Mariana,6205.21,5710.43,,026/19,2019,2020-01-17,0401290070,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0140120140,"R Augusta, 2860, 2862, 2866, 2880, 2884, 2888, 2890, 2892, 2896, 2898, 2900",Consolação,3024.25,10086.34,,010/20,2020,2020-08-14,0401290070,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0090770930,"Av Brigadeiro Luis Antônio 2.520, 2.522, 2.526, 2.528, 2.530 e 2.532",Jardim Paulista,2270.31,1723.57,,014/20,2020,2020-11-28,0401290070,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0330100071,"R Santa Madalena, 68, 72 e 86 / R Martiniano de Carvalho, 473 / R Pedroso, 249 e 265",Bela Vista,8708.25,11726.93,,001/16,2016,2016-07-11,0430470002,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0161230019,"R Joaquim Floriano, 32, 38, 52, 78, 86, 92, (100), 106, 114/ R Ibiaté (80), 90/ R Tenente Negrão 100, 126",Itaim Bibi,17510.240000000002,38273.07,,013/20,2020,2020-09-30,0430470002,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0370560108,"R Sena Madureira, 80 / R Madre Cabrini, 383",Vila Mariana,5412.31,2322.84,,006/16,2016,2016-10-03,0160090028,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0090860075,"Al Fernão Cardim, 62, 64, 72 e 84",Jardim Paulista,2832.85,2255.87,,015/17,2017,2018-01-10,0160090028,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0360310054,"R Manoel da Nóbrega, 986",Moema,962.08,1823.48,,009/17,2017,2017-11-02,0160090028,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0840340007,"R Itapeaçu, 165",Morumbi,4579.1499999999996,4698.87,,012/18,2018,2018-07-06,0160090006,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0150380001,"Av Rebouças, 2676 e 2682 / R Dante Carraro, 71 e 121",Pinheiros,3500,2010.83,,033/18,2018,2019-01-16,0160090028,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0130310036,R Alves Guimarães / R Artur de Azevedo / R Cristiano Viana,Jardim Paulista,11747.77,15444.26,,031/18,2018,2019-01-12,0080260001,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0150390015,"R Dante Carraro, 68, 104 / Av Rebouças, 2642, 2636, 2620, 2600 e 2588",Pinheiros,11028.58,7482.05,,014/17,2017,2017-11-01,0180270001,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
2000500005,"R Gerivativa, s/n / R Pirajussara, 71, 87 e 95 / Des Amandio Fairbanks, 32",Butantã,8567.44,3749.53,,017/17,2017,2018-02-07,0180270001,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
2990470016,"R Chilon, 184-270/ R Cel. Joaquim Ferreira Lobo, 181-275",Itaim Bibi,9830,7056.55,,029/18,2018,2019-01-10,0210640001,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0411670029,"Av dos Jamaris, 213",Moema,11618.98,6814.99,,008/20,2020,2020-09-26,0210640001,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0370470043,"R Domingos de Morais, 1186, 1190, 1192, 1194, 1164 e 1172 esq. R Sued Manuci, 100",Vila Mariana,4262.4399999999996,1876.69,,015/20,2020,2020-12-03,0210640001,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0850010030,"Av Santo Amaro, 5176 a 7210",Campo Grande,5646.15,1364.6,,001/21,2021,2021-03-09,0210640001,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0812620046,"R Ásia, 155 e 173 / R Lisboa, 1199 e 1201",Pinheiros,545.28,570.52,,014/18,2018,2018-07-13,0111290011,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0411040020,"Av Ibirapuera, 1753, 1757 e 1761",Moema,119.23,194.48,,026/18,2018,2018-12-04,0111290011,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0160660037,"R Susano, 82 a 110",Jardim Paulista,1229.71,6074.15,,006/17,2017,2017-08-31,0280460070,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0411040020,"Av Ibirapuera, 1753, 1757 e 1761",Moema,400.06,1425.85,,021/18,2018,2018-09-19,0280460070,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
2990510022,"R Chilon, 381 e 387",Itaim Bibi,800,3477.51,,001/19,2019,2019-03-16,1970330070,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0452480045,"Av dos Imarés, 498, 504, 508 e 518",Moema,1294.5899999999999,2255.5,,003/20,2020,2020-04-03,1970330070,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0813640010,"R Girassol, 1350",Pinheiros,3973,3263.55,,012/17,2017,2017-09-26,3000750007,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0111210093,"R Ceará, 471",Consolação,1853.45,1122,,002/19,2019,2019-03-21,0200950527,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0813520022,"R Paulistânia, 130, 136, 144 e 150 / R Senador Cesar Lacerda Vergueiro, 456, 470, 478, 484, 488 e 496",Alto de Pinheiros,340.66,166.42,,028/19,2019,2020-02-05,0090250058,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0130400036,"R João Moura, 429 até 445",Jardim Paulista,3403.81,1275,,007/17,2017,2017-07-05,0090490026,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0411040020,"Av Ibirapuera, 1753, 1757 e 1761",Moema,186.87,673.8,,023/18,2018,2018-12-04,0220100023,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0130090231,R Teodoro Sampaio,Jardim Paulista,1266.23,893.33,,022/19,2019,2019-11-19,0110920275,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0130090231,"R Teodoro Sampaio, 330",Jardim Paulista,2167.12,1535.09,,002/20,2020,2020-02-22,0110920275,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0860020621,"Av Santo Amaro , 4579",Campo Belo,2653.48,1412.81,,007/20,2020,2020-04-30,0110920275,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0220440027,"R Cotoxó, 281-287, 295-299",Perdizes,2566.06,1189.69,,011/20,2020,2020-07-22,0110920275,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0863860009,"R Dom Manuel, 166",Campo Belo,"2.835,03",957.46,,016/20,2020,2021-02-09,0110920275,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0860050018,"Av Vereador José Diniz, 2275",Campo Belo,651.01,1030.96,,006/19,2019,2019-04-02,0060490020,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0220440001,"R Padre Chico, 275, 281, 283, 291, 293, 301, 303, 311, 313, 319, 321, 239 e R Tucuna, 250, 248 e 240.",Perdizes,574.13,207.43,,015/21,2021,2021-10-15,0090190046,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0220440001,"R Padre Chico, 275, 281, 283, 291, 293, 301, 303, 311, 313, 319, 321, 239 e R Tucuna, 250, 248 e 240.",Perdizes,574.13,207.43,,014/21,2021,2021-10-09,0090190045,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
,,,11164.46,1214.95,,004/24,2024,2024-09-17,0111010018,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
