
,"Conforme o §5° do art. 6º do Decreto Municipal nº 57.536 de 15 de dezembro de 2016 a Coordenadoria de Legislação de Uso e Ocupação do Solo (DEUSO) disponibiliza a lista a seguir contém as declarações de potencial cosntrutivo passíveis de transferência disponíveis. Estas são as Declarações emitidas e disponíveis para utilização da transferência de potencial construtivo mediante a solicitação de emissão de Certidão de Potencial Construtivo Passível de transferência e , portanto são consideradas válidas e disponíveis até emissão do despacho dessa Coordenadoria, para os devidos fins, conforme consolidadação efetuada em Agosto de 2025.",,,,,,,,,
,EXTRATO INFORMATIVO DECLARAÇÕES DE POTENCIAL CONSTRUTIVO PASSÍVEIS DE TRANSFERÊNCIA EMITIDAS,,,,,,,,,
,N. processo,SQ,Lote,Endereço,Distrito,N. Declaração,Data publicação,Ano publicação,Situação,Status Declaração
,1999-0.036.508-9,007050,"0009, 0010, 0011","R Bento Freitas, 76, 86, 88",República,0010,36508,1999,DOCUMENTAL,DISPONÍVEL.T
,6068.2022/0005706-1,001082,0014-0,"R Alvares Penteado, 112",Sé,0011A/23 2ª via,45097,2023,DOCUMENTAL,DISPONÍVEL.T
,1999-0.099.516-3,008039,0048,"R Mauá, 51",Bom Retiro,0012,36663,2000,DOCUMENTAL,DISPONÍVEL
,1999-0.231.617-4,001057,0239 a 0257,"R Antonio Godoy, 88",República,0013,36676,2000,DOCUMENTAL,DISPONÍVEL
,2000-0.124.914-9,001055,0004-6,"Av São João, 578, 582, 584, 588",República,0014,36774,2000,DOCUMENTAL,DISPONÍVEL
,1999-0.092.328-6,008039,0049-1,"Largo General Osório, 86, 116, 120",Santa Cecília,0015,36847,2000,DOCUMENTAL,DISPONÍVEL
,2000-0.220.798-9,001050,0029-9,"R Florêncio de Abreu, 328",Sé,0016,36908,2001,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,1999-0.216.427-7,001044,0096,"Av Ipiranga, 1284",República,0017,36911,2001,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,2001-0.105.265-7,005003,0048,"R Líbero Badaró, 190",Sé,0018,37236,2001,DOCUMENTAL,DISPONÍVEL
,6068.2019/0000669-0,006009,0021-5,"R Barão de Itapetininga, 248 a 268",República,0019/19 - 2ª via,43581,2019,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,,,,,,,,,,
,6068.2019/0003243-8,006009,0021-5,"R Barão de Itapetininga, 248 a 268",República,0019/19 - 3ª via,43879,2020,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,2002-0.107.386-9,001072,0139-9,"R São Bento, 405",Sé,0021/18 - 2ª via,37695,2003,DOCUMENTAL,DISPONÍVEL
,6068.2021/0012597-9,001084,0003-4,"R da Quitanda, 127, 129, 133 e 137",Sé,0022/22 2ª via,44615,2022,DOCUMENTAL,DISPONÍVEL
,2003-0.252.194-8,001046,0059 a 0109,"R Brigadeiro Tobias, 39 a 61 / R do Seminário, 156 a 178",República,0023,38387,2005,DOCUMENTAL,DISPONÍVEL
,2009-0.352.153-5,033017,0013-6,"R Pirapitingui, 111",Liberdade,0024D,40253,2010,DOCUMENTAL,DISPONÍVEL.T
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,2008-0.210.877-2,009019,0034-6,"R dos Franceses, 296",Bela Vista,0025D,39676,2008,DOCUMENTAL,DISPONÍVEL.T
,2008-0.010.280-7,001058,0049-1,"Av São João, 300/304",República,0028,39567,2008,DOCUMENTAL,DISPONÍVEL
,2009-0.363.850-5,306028,0040-1,"R Sóror Angélica, 364",Casa Verde,0029A,40239,2010,DOCUMENTAL,DISPONÍVEL.T
,,,,,,,,,,
,6068.2022/0003798-2,040199,"0202-1, 0203-8, 0204-6, 0205-4, 0206-2, 0207-0, 0208-9, 0209-7, 0210-0","R Dr Mário Vicente, 1108",Ipiranga,0030H - 2ª via,44789,2022,DOCUMENTAL,DISPONÍVEL.T
,2009-0.300.205-8,001049,0055-5,"R Florêncio de Abreu, 119, 123",Sé,0031,40168,2009,DOCUMENTAL,DISPONÍVEL.T
,2012-0.145.595-9,086091,0003-0,"R Barão de Jaceguai, 1149, 1151",Campo Belo,0032D,41243,2012,DOCUMENTAL,DISPONÍVEL.T
,,,,,,,,,,
,2013-0.320.751-2,009051,0021-2,"Al Joaquim Eugênio de Lima, 159",Bela Vista,0033C/14 - 2ª via,41388,2013,DOCUMENTAL,DISPONÍVEL.T
,,,,,,,,,,
,2012-0.321.812-1,040084,0051-6,"Av Nazaré, 366",Ipiranga,0034B/14,41388,2013,DOCUMENTAL,DISPONÍVEL.T
,,,,,,,,,,
,,,,,,,,,,
,2011-0.306.308-8,084003,0017-3,"Av Lopes de Azevedo, 265",Morumbi,0036A,40978,2012,DOCUMENTAL,DISPONÍVEL.T
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,2012-0.054.032-4,040056,0001-8,"R Bom Pastor, 825",Ipiranga,0041,41004,2012,DOCUMENTAL,DISPONÍVEL
,2009-0.289.834-1,001058,0093-7,"Av São João, 288",República,0042,41009,2012,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,6068.2017/0000834-7,009019,0092-3,"R dos Franceses, 350",Bela Vista,0050A/18,43270,2018,DOCUMENTAL,DISPONÍVEL.T
,2013-0.169.647-8,040125,0058-9,"R Moreira de Godói, 312",Ipiranga,0051/13,41495,2013,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,6068.2023/0000241-2,300032,0012-1,"Av Morumbi, 4077",Morumbi,,45076,2023,DOCUMENTAL,DISPONÍVEL.T
,,,,,,,,,,
,2013-0.320.706-7,040051,0007-4,"R Costa Aguiar, 1055",Ipiranga,0054B/14,41832,2014,DOCUMENTAL,DISPONÍVEL.T
,2013-0.322.415-8,040051,0004-1,"R Costa Aguiar, 1013",Ipiranga,0055/13,41598,2013,DOCUMENTAL,DISPONÍVEL
,2014-0.102.677-6,040050,0007-1,"R Bom Pastor, 801",Ipiranga,0057/14,41790,2014,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,6068.2017/0000733-2,020095,0021-0,"Av Angélica, 1212",Consolação,0058B/18,43176,2018,DOCUMENTAL,DISPONÍVEL.T
,6068.2018/0000760-1,009019,0006-0,"Al Joaquim Eugênio de Lima, 164",Bela Vista,0060/18 - 2ª via,41849,2014,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,2014-0.209.178-4,010004,0062-1,"R Maranhão, 341",Consolação,0063/15,42167,2015,DOCUMENTAL,DISPONÍVEL
,6068.2021/0012245-7,200058,0001-1,"Av Lineu de Paula Machado, 1263",Morumbi,0065D/21,44678,2022,DOCUMENTAL,DISPONÍVEL.T
,,,,,,,,,,
,,,,,,,,,,
,2016-0.272.731-3,040106,0026-8,"Av Nazaré, 711",Ipiranga,0066B/17,42878,2017,DOCUMENTAL,DISPONÍVEL.T
,6068.2023/0007937-7,002047,0043-4,"R Monsenhor de Andrade, 399",Brás,0532/23,45208,2023,DOCUMENTAL,DISPONÍVEL
,2015-0.142.617-2,041273,0016-7,"R Normandia, 91",Moema,0069/15,42186,2015,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,,,,,,,,,,
,2015-0.142.618-0,041272,0031-6,"R Normandia, 38",Moema,0070/15,42186,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.620-2,041272,0034-0,"R Normandia, 22",Moema,0071/15,42186,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.622-9,041273,0018-3,"R Normandia, 97",Moema,0072/15,42186,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.623-7,041272,0035-9,"R Normandia, 18",Moema,0073/15,42186,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.628-8,041273,0026-4,"R Normandia, 17",Moema,0074/15,42186,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.629-6,041272,0022-7,"R Normandia, 90",Moema,0075/15,42188,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.638-5,041272,0023-5,"R Normandia, 86",Moema,0076/15,42188,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.644-0,041272,0036-7,"R Normandia, 12",Moema,0077/15,42188,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.657-1,041272,0026-1,"R Normandia, 66",Moema,0078/15,42188,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.661-0,041272,0027-8,"R Normandia, 60",Moema,0079/15,42188,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.646-6,041272,0024-3,"R Normandia, 76",Moema,0080/15,42188,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.687-3,041272,0001-4,"R Gaivota, 1409",Moema,0081/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.694-6,041272,0002-2,"R Gaivota, 1415",Moema,0082/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.697-0,041272,0003-0,"R Gaivota, 1419",Moema,0083/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.703-9,041272,0004-9,"R Gaivota, 1423",Moema,0084/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.714-4,041272,0005-7,"R Gaivota, 1429",Moema,0085/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.723-3,041272,0006-5,"R Gaivota, 1433",Moema,0086/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.733-0,041272,0007-3,"R Gaivota, 1441",Moema,0087/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.737-3,041272,0008-1,"R Gaivota, 1447",Moema,0088/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.742-0,041272,0009-1,"R Gaivota, 1451",Moema,0089/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.746-2,041272,0010-1,"R Gaivota, 1457",Moema,0090/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.753-5,041272,0011-1,"R Gaivota, 1461",Moema,0091/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.754-3,041272,0012-1,"R Gaivota, 1467",Moema,0092/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.758-6,041272,0013-8,"R Gaivota, 1471",Moema,0093/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.759-4,041272,0014-6,"R Gaivota, 1481",Moema,0094/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.760-8,041272,0015-4,"R Gaivota, 1487",Moema,0095/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.761-6,041272,0016-2,"R Gaivota, 1493",Moema,0096/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.766-7,041272,0017-0,"R Gaivota, 1497",Moema,0097/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.764-0,041272,0018-9,"R Gaivota, 1501",Moema,0098/15,42182,2015,DOCUMENTAL,DISPONÍVEL
,6068.2020/0002808-4,040129,0070-6,"Av Nazaré, 993",Ipiranga,0099E/20,44163,2020,DOCUMENTAL,DISPONÍVEL.T
,2015-0.142.663-6,041273,0019-1,"R Normandia, 103",Moema,0100/15,42214,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.652-0,041273,0011-6,"R Normandia, 65",Moema,0101/15,42188,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.650-4,041273,0027-2,"R Normandia, 23",Moema,0102/15,42188,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.635-0,041273,0025-6,"R Normandia, 13",Moema,0103/15,42214,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.748-9,041273,0028-0,"R Normandia, 25",Moema,0104/15,42188,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.741-1,041273,0029-9,"R Normandia, 31",Moema,0105/15,42216,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.710-1,041273,0015-9,"R Normandia, 85",Moema,0106/15,42216,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.704-7,041273,0009-4,"R Normandia, 57",Moema,0107/15,42215,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.696-2,041273,0012-4,"R Normandia, 71",Moema,0108/15,42215,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.692-0,041273,0017-5,"R Normandia, 93",Moema,0109/15,42215,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.685-7,041273,0014-0,"R Normandia, 75",Moema,0110/15,42215,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.682-2,041273,0007-8,"R Normandia, 47",Moema,0111/15,42215,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.728-4,041272,0030-8,"R Normandia, 42",Moema,0112/15,42216,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.719-5,041272,0020-0,"R Normandia, 98",Moema,0113/15,42216,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.700-4,041272,0032-4,"R Normandia, 32",Moema,0114/15,42216,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.691-1,041272,0021-9,"R Normandia, 92",Moema,0115/15,42216,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.679-2,041272,0029-4,"R Normandia, 52",Moema,0116/15,42216,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.670-9,041272,0019-7,"R Normandia, 102",Moema,0117/15,42216,2015,DOCUMENTAL,DISPONÍVEL
,2015-0.142.667-9,041272,0028-6,"R Normandia, 56",Moema,0118/15,42216,2015,DOCUMENTAL,DISPONÍVEL
,6068.2018/0003110-3,016009,0028-7,"R Canadá, 644 e 658",Jardim Paulista,0120E/18,43481,2019,DOCUMENTAL,DISPONÍVEL.T
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,6068.2018/0002808-0,008026,0001-8,"Largo Coração de Jesus, 140 e 154 / Al Nothmann, 275",Santa Cecília,0121A/18,43477,2019,DOCUMENTAL,DISPONÍVEL.T
,,,,,,,,,,
,6068.2020/0005585-5,021064,0001-2,"R Monte Alegre, 984",Perdizes,0123D/21,44264,2021,DOCUMENTAL,DISPONÍVEL.T
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,2015-0.232.558-2,011144,0039-4,"R Angatuba, 756",Consolação,0125/15,42322,2015,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,6066.2020/0000163-0,197033,0070-6,"Av Santa Marina, 518 e 534",Barra Funda,0127B/20,43924,2020,DOCUMENTAL,DISPONÍVEL.T
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,2017-0.067.970-4,300075,0007-3,"R Gal Almério de Moura, 300",Morumbi,0128A/17,43004,2017,DOCUMENTAL,DISPONÍVEL.T
,2015-0.234.390-4,003010,0055-7,"R Capitão Faustino de Lima, 134",Brás,0129/15,42574,2016,DOCUMENTAL,DISPONÍVEL
,2015-0.336.219-8,009019,0033-8,"R dos Franceses, 324",Bela Vista,0130/16,42480,2016,DOCUMENTAL,DISPONÍVEL
,6068.2018/0003529-0,020095,"0527-1, 0528-1, 0529-8, 0530-1, 0531-1, 0532-8, 0533-6, 0534-4","Av Higienópolis, 720",Consolação,0131A/19,43545,2019,DOCUMENTAL,DISPONÍVEL.T
,2015-0.318.918-6,200028,0018-5,"R Gaspar Moreira, 309",Butantã,0132/16,42531,2016,DOCUMENTAL,DISPONÍVEL
,6068.2023/0007467-7,0001063,0005-9,"R Boa Vista, 293",Sé,0531/23,45308,2024,DOCUMENTAL,DISPONÍVEL
,2016-0.023.496-4,005016,0034-5,"Pç de Bandeira, 137",República,0135/16,42531,2016,DOCUMENTAL,DISPONÍVEL
,2016-0.006.168-7,022021,0031-8,"R Clélia, 93",Perdizes,0136/16,42531,2016,DOCUMENTAL,DISPONÍVEL
,2015-0.315.393-9,002040,0001-7,"R do Bucolismo, 77",Brás,0138/16,42574,2016,DOCUMENTAL,DISPONÍVEL
,2015-0.325.500-6,007046,0001-3,"R Dr Cesário Mota Jr., 112",Consolação,0140/16,42552,2016,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,,,,,,,,,,
,2016-0.047.757-3,028046,0112-9,"R Borges de Figueiredo, 510",Mooca,0537/23,45323,2024,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,2016-0.059.269,023074,0001-1,"R Tito, 479",Lapa,0142/16,42539,2016,DOCUMENTAL,DISPONÍVEL
,2016-0.048.676-9,200056,0004-7,"R Bento Frias, 223/183",Morumbi,0143/16,42539,2016,DOCUMENTAL,DISPONÍVEL
,6068.2024/0012154-5,009016,0031-3 e 0032-2,"Al Rio Claro, 191",Bela Vista,0144C/24,45674,2025,DOCUMENTAL,DISPONÍVEL.T
,2016-0.058.759-0,008019,0002-6,"Al Cleveland, 617",Santa Cecília,0146/16,42557,2016,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,,,,,,,,,,
,2016-0.128.881-2,010014,0323-1,"R Marques de Paranaguá, 111",Consolação,0148/17,42990,2017,DOCUMENTAL,DISPONÍVEL
,2015-0.335.306-7,008037,0017-2,"Largo Coração de Jesus, 65",Santa Cecília,0149/17,42945,2017,DOCUMENTAL,DISPONÍVEL
,2016-0.044.369-5,009021,0039-4,"R Treze de Maio, 734",Bela Vista,0151/17,42748,2017,DOCUMENTAL,DISPONÍVEL
,2015-0.248.565-2,028046,"0057-2, 0058-0, 0059-9, 0060-2, 0061-0, 0062-9, 0063-7, 0064-5, 0065-3, 0066-1, 0067-1, 0068-8, 0069-6","R Borges de Figueiredo, 1098 a 1250",Mooca,0153/17,42833,2017,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,,,,,,,,,,
,2016-0.265.492-8,005013,0119-4,"R Riachuelo, 133",Sé,0154/17,42812,2017,DOCUMENTAL,DISPONÍVEL
,2016-0.279.245-0,005013,"0004-1, 0005-8","Largo São Francisco, 173, 175, 181 e 187",Sé,0155/17,42812,2017,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,6068.2020/0003756-3,011092,"0275-1, 0276-8","Av Higienópolis, 901",Consolação,0156E/20,44236,2021,DOCUMENTAL,DISPONÍVEL.T
,2016-0.266.709-4,006012,1019-0,"R Nestor Pestana, 196, 202, 246 e 252",República,0157/18,43201,2018,DOCUMENTAL,DISPONÍVEL
,6068.2023/0011327-3,006012,1019-0,"R Nestor Pestana, 196, 202, 246 e 252",República,0545/24,45411,2024,DOCUMENTAL,DISPONÍVEL
,2017-0.133.196-5,009017,0056-8,"R Silvia, 203 - casa 4",Bela Vista,0191/17,43309,2018,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,6068.2024/0005721-9,006016,0017-7,"R Barão de Itapetininga, 70,78,88 e 100",República,0573/24,45527,2024,DOCUMENTAL,DISPONÍVEL
,6068.2024/0005722-7,001.080,0012-5,"Pç do Patriarca,66,70,74 e78",Sé,0574/24,45527,2024,DOCUMENTAL,DISPONÍVEL
,6068.2024/0000243-0,011101,0018-3,"R Piauí, 874",Consolação,0196A/24,45552,2024,DOCUMENTAL,DISPONÍVEL.T
,6068.2018/0000181-6,006009,"0082-7, 0083-5, 0084-3, 0085-1, 0086-1, 0087-8, 0088-6, 0089-4, 0090-8, 0091-6, 0092-4, 0093-2, 0094-0, 0095-9, 0096-7, 0097-5, 0098-3, 0099-1","R Vinte e Quatro de Maio, 221 a 229",República,0197/18,43624,2019,DOCUMENTAL,DISPONÍVEL
,6068.2018/0000190-5,040096,0031-4,"R Moreira e Costa, 531 e 555",Ipiranga,0198/18,43292,2018,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,6068.2018/0000566-8,010090,0001-2,"Al Jaú, 1061",Jardim Paulista,0200/18,43260,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001054-8,008022,0001-1,"Al Glete, 562",Santa Cecília,0201/18,43343,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001287-7,008002,0007-1,"R Vitorino Carmilo, 453 - casa 1",Santa Cecília,0202/18,43375,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001288-5,008002,0008-1,"R Vitorino Carmilo, 453 - casa 2",Santa Cecília,0203/18,43375,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001289-3,008002,0009-8,"R Vitorino Carmilo, 453 - casa 3",Santa Cecília,0204/18,43375,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001291-5,008002,0010-1,"R Vitorino Carmilo, 453 - casa 4",Santa Cecília,0205/18,43375,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001292-3,008002,0011-1,"R Vitorino Carmilo, 453 - casa 5",Santa Cecília,0206/18,43375,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001293-1,008002,0012-8,"R Vitorino Carmilo, 453 - casa 6",Santa Cecília,0207/18,43375,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001295-8,008002,0013-6,"R Vitorino Carmilo, 453 - casa 7",Santa Cecília,0208/18,43375,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001296-6,008002,0014-4,"R Vitorino Carmilo, 453 - casa 8",Santa Cecília,0209/18,43375,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001297-4,008002,0015-2,"R Vitorino Carmilo, 453 - casa 9",Santa Cecília,0210/18,43375,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001298-2,008002,0016-0,"R Vitorino Carmilo, 459",Santa Cecília,0211/18,43375,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001299-0,008002,0017-9,"R Vitorino Carmilo, 463",Santa Cecília,0212/18,43375,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001300-8,008002,0018-7,"R Vitorino Carmilo, 465",Santa Cecília,0213/18,43375,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001301-6,008002,0019-5,"R Vitorino Carmilo, 473",Santa Cecília,0214/18,43375,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001328-8,008034,0014-4,"R Conselheiro Nébias, 970",Santa Cecília,0215/18,43343,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001445-4,006036,0463-3,"R Xavier de Toledo, 23",República,0216/18,43363,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001863-8,001053,0228-7,"Av Rio Branco, 34",República,0218/18,43372,2018,DOCUMENTAL,DISPONÍVEL
,6068.2024/0000942-7,001053,0228-7,"Av Rio Branco, 34",República,0550/24,45412,2024,DOCUMENTAL,DISPONÍVEL
,6068.2018/0001429-2,015032,0008-6,"R Benjamin Egas, 160 e 182",Pinheiros,0220/19,43594,2019,DOCUMENTAL,DISPONÍVEL
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,6068.2021/0005300-5,015032,"0008-6 a 0013-2, 0015-9 a 0020-5","R Benjamim Egas, 160 e 182",Pinheiros,0220/21 2ª via,44434,2021,DOCUMENTAL,DISPONÍVEL
,6068.2018/0002288-0,020062,0054-2,"R Dr Gabriel dos Santos, 30",Santa Cecília,0221/18,43417,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0002407-7,001065,0002-3,"R Vinte e Cinco de Março, 820",Sé,0222/18,43418,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0002409-3,001065,0001-5,"R Vinte e Cinco de Março, 816",Sé,0223/18,43427,2018,DOCUMENTAL,DISPONÍVEL
,6068.2018/0002410-7,001065,0003-1,"R Vinte e Cinco de Março, 830",Sé,0224/18,43427,2018,DOCUMENTAL,DISPONÍVEL
,6068.2021/0002333-5,040129,0001-3,"Av Nazaré, 943, R Xavier de Almeida, 718, R Moreira de Godoi, 456",Ipiranga,0225A/21,44377,2021,DOCUMENTAL,DISPONÍVEL.T
,6068.2023/0000240-4,020069,0007-2,"R Turiassu, 99",Perdizes,0228/19 - 2ª via,44982,2023,DOCUMENTAL,DISPONÍVEL
,6068.2018/0002570-7,006048,0097-5,"R Major Diogo, 311, 315, 323 e 327",República,0229/19,43543,2019,DOCUMENTAL,DISPONÍVEL
