bp_nome,bp_setor,bp_quadra,bp_lote,bp_cond,bp_compres,bp_condeph,bp_iphan,bp_enderec,bp_link,bp_uso,bp_loteobs,bp_zepec,bp_tombant,bp_dia_mun,bp_ano_mun,bp_dia_est,bp_ano_est,bp_dia_uni,bp_ano_uni,bp_tipo,bp_tpcateg,bp_categor,bp_status,bp_distrit,bp_subpref,bp_proconp,bp_procond,bp_proipha,bp_obscomp
BAIRRO DA BELA VISTA,006,057,0030,00,RES. 22/02,não consta,não consta,"R DOUTOR NESTOR ESTEVES NATIVIDADE, 19",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,049,0011,00,RES. 22/02,não consta,não consta,"R ABOLIÇÃO, 332",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA / IMÓVEL NA RUA SÃO DOMINGOS,006,048,0051,00,RES. 27/17,não consta,não consta,"R SÃO DOMINGOS, 31",https://www.prefeitura.sp.gov.br/cidade/upload/re2717aptruasaodomingos1933pdf_1506028867.pdf,IMÓVEL,,,,"21/09/2017, pág. 10",2017,não consta,0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,049,0022,00,RES. 22/02,não consta,não consta,"R JARDIM FRANCISCO MARCOS, 101",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,VILA,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,005,035,0034,00,RES. 22/02,não consta,não consta,"R JANDAIA, 142",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,073,0013,00,RES. 22/02,não consta,não consta,"R CONSELHEIRO RAMALHO, 152 C/ R QUATORZE DE JULHO, S/N",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-251,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,039,0015,00,RES. 22/02,não consta,não consta,"R DOUTOR RICARDO BATISTA, 83",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
HOTEL PAISSANDÚ / ÁREA DO ANHANGABAÚ / BAIRRO DE SANTA IFIGÊNIA / REVISÃO 2018,001,057,0009,00,RES. 37/92,Proc. SC 24.507/86 / REVISÃO 2018 (APT),não consta,"R DO SEMINÁRIO, 139, 141, 143, 147",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,,ZEPEC-225,P3,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,"20/12/2018, Seção I, pág. 144",0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,Proc. SC 24.507/86 / REVISÃO 2018,não consta,
ÁREA DO ANHANGABAÚ,006,032,0000,06,RES. 37/92,não consta,não consta,"R ÁLVARO DE CARVALHO, 89, 91",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,0551 a 0554,ZEPEC-226,P3,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,038,0029,00,RES. 22/02,não consta,não consta,"R DOUTOR RICARDO BATISTA, 36",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,047,0116,00,RES. 22/02,não consta,não consta,"R CONSELHEIRO RAMALHO, 161",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-251,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,047,0122,00,RES. 22/02,não consta,não consta,"R SÃO DOMINGOS, 223, 229 C/ TV ANA MARIA GIFFONI, S/N",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-006,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,055,0000,02,RES. 22/02,não consta,não consta,"R JARDIM HELOÍSA, 27, 29",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,0028 e 0029,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,049,0020,00,RES. 22/02,não consta,não consta,"R JARDIM FRANCISCO MARCOS, 91",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,VILA,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,049,0007,00,RES. 22/02,não consta,não consta,"R ABOLIÇÃO, 358",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
ÁREA DO ANHANGABAÚ,006,023,0000,15,RES. 37/92,não consta,não consta,"R CORONEL XAVIER DE TOLEDO, 258, 264",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,0672 a 0702,ZEPEC-226,P3,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
ÁREA DO ANHANGABAÚ,006,007,0000,02,RES. 37/92,não consta,não consta,"AV SÃO LUÍS, 157 A 165",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,"0094, 0095, 0097, 0098, 0103 a 0106, 0109 a 0116, 0118 a 0122, 0296 a 0306, 0317, 1013 a 1016",ZEPEC-226,P3,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,049,0021,00,RES. 22/02,não consta,não consta,"R JARDIM FRANCISCO MARCOS, 95",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,VILA,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,049,0004,00,RES. 22/02,não consta,não consta,"R ABOLIÇÃO, 380",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,005,024,0000,08,RES. 22/02,não consta,não consta,"AV BRIGADEIRO LUÍS ANTÔNIO, 344 A 354",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,0509 a 0532,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,073,0010,00,RES. 22/02,não consta,não consta,"R CONSELHEIRO RAMALHO, 164, 166",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-251,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
ÁREA DO ANHANGABAÚ / EDIFÍCIO FRANCISCO COUTINHO,006,015,0000,03,RES. 37/92,não consta,não consta,"R MARCONI, 31, 33, 35",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,"0034 a 0050, 0052 a 0056",ZEPEC-226,P2,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
BAIRRO DA BELA VISTA / IMÓVEL NA RUA SÃO DOMINGOS,006,048,0050,00,RES. 27/17,não consta,não consta,"R SÃO DOMINGOS, 21",https://www.prefeitura.sp.gov.br/cidade/upload/re2717aptruasaodomingos1933pdf_1506028867.pdf,IMÓVEL,,,,"21/09/2017, pág. 10",2017,não consta,0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
ÁREA DO ANHANGABAÚ / EDIFÍCIO CBI ESPLANADA,006,027,0000,03,RES. 37/92,não consta,não consta,"R FORMOSA, 357 A 373 C/ PC RAMOS DE AZEVEDO, S/N",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,"0112, 0113,  0116, 0117, 0119, 0122 , 0124 a 0132, 0134 a 0138, 0141, 0142, 0148 a 0151, 0154, 0155, 0249, 0250, 0284 a 0289, 0292 e 0293, 0305, 0306, 0312 e 0313",ZEPEC-226,P3,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
IMÓVEIS ENQUADRADOS COMO Z8-200 - ANEXO I - ITEM 155,008,053,0000,01,RES. 22/16,não consta,não consta,"R BARÃO DE CAMPINAS, 121, 127, 141, 147 C/ AV SÃO JOÃO, 1240, 1248, 1254, 1258",https://www.prefeitura.sp.gov.br/cidade/upload/Re2216TombamentoZ8200vePDF_1503427955.pdf,IMÓVEL,"0009 a 0051, 0053 a 0057",ZEPEC-024,P2,"17/08/2017, pág. 14 e 15",2017,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1992-0.009.298-5; 2002-0.075.935-0; 2012-0.051.849-3; 2014-0.151.791-5; 2015-0.278.796-9,não consta,não consta,
BAIRRO DA BELA VISTA,006,056,0089,00,RES. 22/02,não consta,não consta,"R DO BIXIGA, 67",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
ÁREA DO ANHANGABAÚ,006,009,0010,00,RES. 37/92,não consta,não consta,"PC DA REPÚBLICA, 302 A 310 C/ R VINTE E QUATRO DE MAIO, 263, 271",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,,ZEPEC-226,P3,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
ÁREA DO ANHANGABAÚ / EDIFÍCIO MARACÁ,006,023,0000,11,RES. 37/92,não consta,não consta,"R CORONEL XAVIER DE TOLEDO, 220, 226",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,"0002 a 0012, 0014",ZEPEC-226,P3,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
ÁREA DO ANHANGABAÚ,006,007,0000,11,RES. 37/92,não consta,não consta,"PC DOM JOSÉ GASPAR, 54 A 90",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,"0747 a 0751, 0753 a 0821",ZEPEC-226,P3,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,057,0022,00,RES. 22/02,não consta,não consta,"R DO BIXIGA, 92 C/ R JAPURÁ, S/N",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,005,035,0772,00,RES. 22/02,não consta,não consta,"AV BRIGADEIRO LUÍS ANTÔNIO, 411, 435 C/ R JANDAIA, 104",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-061,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
HOTEL INTERNACIONAL SÃO PAULO / ÁREA DO ANHANGABAÚ / BAIRRO DE SANTA IFIGÊNIA / REVISÃO 2018,001,044,0304,00,RES. 37/92,Proc. SC 24.507/86 / REVISÃO 2018 (APT),não consta,"AV IPIRANGA, 1198 C/ R SANTA IFIGÊNIA, 116",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,,ZEPEC-225,P3,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,"20/12/2018, Seção I, pág. 144",0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,Proc. SC 24.507/86 / REVISÃO 2018,não consta,
ÁREA DO ANHANGABAÚ / EDIFÍCIO CADETE GALVÃO,006,009,0000,03,RES. 37/92,não consta,não consta,"R VINTE E QUATRO DE MAIO, 221 A 229",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,0082 a 0099,ZEPEC-226,P3,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,056,0088,00,RES. 22/02,não consta,não consta,"R DO BIXIGA, 73",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
ÁREA DO ANHANGABAÚ / CINE PAIÇANDU E EDIFÍCIO JOSÉ PAULINO NOGUEIRA,001,058,0000,08,RES. 37/92,não consta,não consta,"R ABELARDO PINTO, S/N C/ LG DO PAIÇANDU, 62 C/ R CAPITÃO SALOMÃO, 91, 99, 101, 115",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,0229 a 0516; 0090 (c),ZEPEC-225,P1,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
ÁREA DO ANHANGABAÚ / EDIFÍCIO REGÊNCIA,006,023,0000,02,RES. 37/92,não consta,não consta,"R SETE DE ABRIL, 29 A 43 C/ R CORONEL XAVIER DE TOLEDO, 192 A 216",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,"0142, 0143, 0145 a 0190",ZEPEC-226,P2,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
ÁREA DO ANHANGABAÚ,006,009,0016,00,RES. 37/92,não consta,não consta,"PC DA REPÚBLICA, 250, 256",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,,ZEPEC-226,P3,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
ÁREA DO ANHANGABAÚ,001,057,0018,00,RES. 37/92,não consta,não consta,"R DO SEMINÁRIO, 209, 213, 215",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,,ZEPEC-225,P3,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
CASAS DE ALUGUEL À RUA SANTA ISABEL,007,050,0011,00,RES. 05/17 - ex-officio,RES. SC 25/93,não consta,"R BENTO FREITAS, 76",https://www.prefeitura.sp.gov.br/cidade/upload/Re0517TombamentoEXOFFICIOBentoFreitasPDF_1496256233.pdf,IMÓVEL,,ZEPEC-219,P2,"31/05/2017, pág. 12",2017,"16/12/1993, pág. 53",1993,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1998-0.167.823-2,Proc. SC,não consta,
EDIFÍCIO À RUA NESTOR PESTANA,006,013,0028,00,RES. 12/13,não consta,não consta,"R NESTOR PESTANA, 163",https://www.prefeitura.sp.gov.br/cidade/upload/1213_1382133828.pdf,IMÓVEL,,ZEPEC-360,P2,"04/10/2013, pág. 54",2013,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1992-0.009.300-0; 1994-0.011.918-6,não consta,não consta,
ÁREA DO ANHANGABAÚ,006,024,0000,10,RES. 37/92,não consta,não consta,"R CONSELHEIRO CRISPINIANO, 91 A 101",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,"0260 a 0284, 0286",ZEPEC-226,P2,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
IMÓVEIS ENQUADRADOS COMO Z8-200 (ATUAL ZEPEC) NO BAIRRO DE SANTA IFIGÊNIA,008,082,0035,00,RES. 48/18,Processo SC 24.507/86,não consta,"R SANTA IFIGÊNIA, 364",https://www.prefeitura.sp.gov.br/cidade/upload/re4818tombamentoconjunto13imoveisbairrosantaifigeniapdf_1572453505.pdf,IMÓVEL,,ZEPEC-010,,"30/10/2019, pp. 20-21",2018,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1992-0.009.298-5 e 2017-0.166.647-9,Proc. SC 24.507/86 (APT),não consta,
IMÓVEIS ENQUADRADOS COMO Z8-200 (ATUAL ZEPEC) NO BAIRRO DE SANTA IFIGÊNIA,008,082,0034,00,RES. 48/18,Processo SC 24.507/86,não consta,"R SANTA IFIGÊNIA, 370, 372",https://www.prefeitura.sp.gov.br/cidade/upload/re4818tombamentoconjunto13imoveisbairrosantaifigeniapdf_1572453505.pdf,IMÓVEL,,ZEPEC-010,,"30/10/2019, pp. 20-21",2018,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1992-0.009.298-5 e 2017-0.166.647-9,Proc. SC 24.507/86 (APT),não consta,
EDIFÍCIO COMANDANTE LINNEU GOMES / PROJETO OSWALDO ARTHUR BRATKE,006,064,0000,16,RES. 35/18,não consta,não consta,"AV SÃO LUÍS, 84, 86, 94",https://www.prefeitura.sp.gov.br/cidade/upload/re3518tombamentoobrasarquitetooswaldoarthurbratkepdf_1534352440.pdf,IMÓVEL,"4368 A 4412, 0056 (c)",ZEPEC-224,P2,"15/08/2018, pág. 18 e 19",2018,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,"2004-0.297.171-6, 2015-0.243.300-8 e 2018-0.021.859-8",não consta,não consta,
BAIRRO DA BELA VISTA,005,035,0035,00,RES. 22/02,não consta,não consta,"R JANDAIA, 130",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,056,0078,00,RES. 22/02,não consta,não consta,"R JAPURÁ, 356",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
ÁREA DO ANHANGABAÚ,007,087,0000,03,RES. 37/92,não consta,não consta,"PC DA REPÚBLICA, 95 A 107",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,"0103 a 0119, 0121 a 0122",ZEPEC-226,P3,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
ÁREA DO ANHANGABAÚ / EDIFÍCIO ERNESTO RAMOS,006,015,0000,04,RES. 37/92,não consta,não consta,"R MARCONI, 45, 53, 59",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,0057 a 0103,ZEPEC-226,P2,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,053,0057,00,RES. 22/02,não consta,não consta,"R GENEBRA, 144, 146",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
ÁREA DO ANHANGABAÚ / EDIFÍCIO ITAPEVA,001,057,0000,05,RES. 37/92,não consta,não consta,"R ANTÔNIO DE GODÓI, 38, 40, 48, 52, 56, 60, 64, 68",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,0081 a 0123,ZEPEC-225,P2,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
ÁREA DO ANHANGABAÚ / GRANDE GALERIA,006,017,0000,02,RES. 37/92,não consta,não consta,"R VINTE QUATRO DE MAIO, 62 C/ AV SÃO JOÃO, 439",https://www.prefeitura.sp.gov.br/cidade/upload/RE3792AreadoValedoAnhagabauPDF_1417019404.pdf,IMÓVEL,0075 a 0524,ZEPEC-226,P2,"09/12/1992, pág. 33; 28/01/1993, pág. 31",1992,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1991-0.005.079-2,não consta,não consta,
BAIRRO DA BELA VISTA,006,049,0012,00,RES. 22/02,não consta,não consta,"R ABOLIÇÃO, 328 C/ R JARDIM FRANCISCO MARCOS, S/N",https://www.prefeitura.sp.gov.br/cidade/upload/49c99_22_T_Bairro_da_Bela_Vista.pdf,IMÓVEL,,ZEPEC-249,P2,"14/12/2002, pág. 10 a 14",2002,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,REPÚBLICA,SÉ,1990-0.004.514-2,não consta,não consta,
